model_family,method_name,input_scope,repetition,matched_case_id,detection_match,representative_finding_uid,duplicate_count,fp_count,example_summaries
claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,H18-027,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-003,10,0,"The `core_secure_mode_i` input of `apb_interrupt_cntrl` is permanently hardwired to `1'b0` at the instantiation site in `fc_subsystem`, disabling any secure-mode protection the controller may use to gate privileged interrupt operations.
---
The apb_interrupt_cntrl module exposes sensitive interrupt controller registers (r_int, r_ack, r_mask, r_fifo_event) as readable via APB without any privilege or security check. Additionally, core_secure_mode_i is hardwired to 1'b0 at instantiation, permanently disabling any secure-mode protection that the module parameter ENA_SEC_IRQ=1 might imply.
---
The interrupt controller's mask register (r_mask) and interrupt register (r_int) are fully readable and writable by any APB bus master without any privilege, authentication, or lock-based access control. Additionally, core_secure_mode_i is permanently hardwired to 0 at the instantiation site, disabling any secure-mode protection intended by the ENA_SEC_IRQ parameter.
---
The apb_interrupt_cntrl module allows any APB master to directly write interrupt registers (INT, MASK, ACK) without any privilege or security check. Additionally, the core_secure_mode_i input is hardwired to 1'b0 at instantiation, permanently disabling any secure-mode protection that the controller was designed to support.
---
The SLEEP state wakes the CPU on any raw IRQ signal (irq_i) without checking interrupt enable (m_IE_i / irq_enable_int), allowing an interrupt to resume execution even when interrupts are globally disabled in the CSR."
claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,H18-027,TP,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-001,0,0,"The apb_interrupt_cntrl module accepts APB writes to interrupt control registers (INT, INT_SET, INT_CLR, MASK, MASK_SET, MASK_CLR, ACK, ACK_SET, ACK_CLR) without any privilege, authentication, or lock check. Additionally, core_secure_mode_i is hardwired to 1'b0 at the instantiation site, permanently disabling any secure-mode protection intended by the ENA_SEC_IRQ parameter."
claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,,FP,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-001,0,20,"Clock divider registers are readable via APB without any access guard: the always_comb readback block returns r_clkdiv0/1/2 unconditionally regardless of PSEL, PENABLE, or any privilege/lock signal, exposing sensitive clock configuration state to any bus master.
---
The fll1_lock (and fll2_lock, fll3_lock) signals from external FLL hardware are sampled into the APB clock domain through a two-stage synchronizer but are used only for status readback — there is no access guard that prevents APB writes to FLL configuration registers while the FLL lock signal is asserted. Any software can write FLL configuration at any time regardless of the lock state, with no hardware enforcement of the protection semantics implied by the lock signal.
---
The FLL lock status signals (fll1_lock_sync, fll2_lock_sync, fll3_lock_sync) are synchronized into the APB clock domain and made readable via the APB interface without any privilege, lock, or access-control guard. Any APB master can read FLL lock state and configure FLL parameters (address, data, write-not) without restriction, enabling unprivileged software to monitor or manipulate clock-generation infrastructure.
---
The fll3_lock signal from the cluster FLL is readable via the APB interface without any privilege, authentication, or lock guard. The apb_fll_if module exposes FLL lock status (fll3_lock, fll1_lock, fll2_lock) through an APB-accessible read path with no access control mechanism beyond basic PSEL/PENABLE APB handshaking.
---
The r_corestatus register in apb_soc_ctrl is writable via APB without any privilege, authentication, or lock guard. Any APB master can overwrite the core status register unconditionally."
claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,H18-004,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-006,11,0,"The r_gpio_lock register in apb_gpio is declared and partially consulted for REG_PADDIR and REG_PADOUT writes, but several other write paths (REG_PADOUTSET, REG_PADOUTCLR, interrupt configuration registers, pad configuration registers, etc.) bypass the lock check entirely, allowing unguarded modification of protected GPIO configuration after the lock should be active.
---
The r_gpio_lock register guards r_gpio_dir (and r_gpio_out) writes, but the REG_PADOUTSET and REG_PADOUTCLR paths bypass the lock check, and there is no lock guard on several other sensitive GPIO registers, indicating an incomplete protection scheme. Additionally, the lock register itself can be written without restriction.
---
The apb_gpio lock register (r_gpio_lock) does not protect all writable registers: REG_PADOUTSET and REG_PADOUTCLR bypass the lock check and allow unconditional modification of gpio_out, while REG_PADDIR and REG_PADOUT are only partially protected.
---
The apb_gpio module contains a r_gpio_lock register that guards r_gpio_dir and r_gpio_out writes, but write operations via REG_PADOUTSET and REG_PADOUTCLR bypass the lock check entirely, allowing unauthorized modification of GPIO output state.
---
The apb_gpio lock register (r_gpio_lock) does not protect all write paths: REG_PADOUTSET and REG_PADOUTCLR bypass the lock check and directly modify gpio output state, and the lock register itself can be written without any privilege or authentication check."
claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,H18-004,TP,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-005,0,0,"The r_gpio_lock register protects r_gpio_dir (gpio direction) and r_gpio_out writes, but REG_PADOUTSET and REG_PADOUTCLR register writes bypass the lock check entirely, allowing modification of gpio_out without the lock guard."
claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,H18-005,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-013,1,0,"The r_gpio_lock register is declared and connected to the APB GPIO register map but is never used to guard writes to security-sensitive configuration registers such as r_gpio_inttype0, r_gpio_inttype1, r_gpio_inten, or r_gpio_en. The lock register at address REG_GPIOLOCK (0x48) exists in name only — the write-path logic for the interrupt configuration registers does not check r_gpio_lock before allowing updates."
claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,H18-005,TP,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-012,0,0,"The r_gpio_lock register exists in apb_gpio but is never used to guard writes to any GPIO configuration registers, rendering the lock mechanism completely ineffective."
claude_sonnet_4-6,ours_chain_context,h19_access_control_fabric_scope,1,,FP,ours_chain_context:claude_sonnet_4-6:h19_access_control_fabric_scope:rep_1:F-001,0,5,"access_ctrl permission matrix is loaded directly from access_ctrl_reg (FUSE memory) without any authentication, locking, or integrity guard before being forwarded to the AXI crossbar privilege-level enforcement logic.
---
Debug interface (DMI/JTAG) accessible from testharness without authentication or privilege guard: debug requests are muxed purely on a simulation plusarg flag with no hardware access control enforcement
---
The debug interface mux in ariane_testharness selects between JTAG and DMI debug paths based solely on a simulation plusarg (jtag_rbb_enable), with no authentication, privilege check, or hardware lock guarding access to the debug request channel that feeds directly into the debug module.
---
Hardcoded privilege bypass: manager index 6 always inherits manager index 7's access rights regardless of privilege level, allowing any master at slot 6 to access subordinates permitted only for master 7.
---
ROM2 module exposes sensitive key material (AES keys, JTAG keys, access control tokens) via an unguarded write path and unprotected readback through rdata_o, with no privilege, authentication, or lifecycle checks on either reads or writes to secure_reg."
claude_sonnet_4-6,ours_chain_context,h19_aes_rom2_security_scope,1,,FP,ours_chain_context:claude_sonnet_4-6:h19_aes_rom2_security_scope:rep_1:F-006,0,6,"Disabled peripheral stubs (SPI and Ethernet) respond to all AXI transactions with RESP_SLVERR but also return a hardcoded 'deadbeef' read data value, accepting every request unconditionally with aw_ready/ar_ready/w_ready permanently asserted high. This means any bus master that issues a transaction to these disabled peripherals receives an immediate successful handshake and a fixed data pattern, with no gating or access denial beyond the error response code. Additionally, the testharness instantiates ariane_peripherals with InclSPI=0 and InclEthernet=0, confirming these stub paths are always active in the testbench context.
---
ROM storing security keys and access-control permissions accepts a write-data input (wdata_i) fed directly from an AXI-to-memory bridge with no write-guard or lock mechanism, allowing potential writes to the secure key/permission store.
---
Cryptographic key material and access-control configuration registers are directly exposed as unguarded output ports and assigned to combinational signals without any authentication, locking, or privilege gate.
---
Debug interface (DMI/JTAG) is directly connected to the debug module without any authentication, privilege, or lifecycle guard. The debug request MUX selects between JTAG and DMI paths based solely on a plusarg simulation parameter, with no hardware-level permission or lock check protecting access to the debug module.
---
Debug interface mux controlled by unguarded plusarg: jtag_enable bypasses authentication, exposing debug request path without privilege or lifecycle checks"
claude_sonnet_4-6,ours_chain_context,h19_aes_rom2_security_scope,1,H19-010,Duplicate,ours_chain_context:claude_sonnet_4-6:h19_aes_rom2_security_scope:rep_1:F-002,5,0,"AES key material is readable back through the bus interface without any access control guard, exposing the full 192-bit AES key to any bus master that can read the aes_wrapper register map.
---
The AES wrapper exposes the full 192-bit AES key (key_big) as readable data through the bus interface without any access control or privilege check, allowing any bus master to read back the secret key via register addresses 16-21.
---
AES key material readable back via register interface without access control, and secure key store allows arbitrary writes that persist across reset
---
The AES wrapper exposes the full AES key material (key_big, 192 bits) as readable registers via the register bus interface without any access control or privilege check, allowing any bus master to read back the secret key.
---
AES 192-bit key material stored in rom2.secure_reg is fully readable via the external bus interface of aes_wrapper without any access-control or privilege check, allowing any bus master to exfiltrate the cryptographic key."
claude_sonnet_4-6,ours_chain_context,h19_aes_rom2_security_scope,1,H19-010,TP,ours_chain_context:claude_sonnet_4-6:h19_aes_rom2_security_scope:rep_1:F-001,0,0,"The AES key material stored in key_big (sourced from key_in/key_reg_out[0]) is fully readable back through the external register bus interface without any access control or privilege check, allowing any bus master to extract the 192-bit AES key via register reads at addresses 16–21."
claude_sonnet_4-6,ours_chain_context,h19_aes_rom2_security_scope,1,H19-017,Duplicate,ours_chain_context:claude_sonnet_4-6:h19_aes_rom2_security_scope:rep_1:F-019,2,0,"The bootrom module accepts and processes write transactions (we_i), allowing external AXI masters to overwrite the boot ROM contents at runtime with no hardware write-protection or privilege check.
---
The bootrom module accepts a write-data input (wdata_i) and a write-enable signal (we_i) from the AXI-to-memory bridge, but the bootrom implementation contains only a hardcoded read-only memory array with no write protection guard. Write transactions to the boot ROM address range are not blocked at the bus interface level, and the wdata_i port is wired through without any enforcement that writes are silently dropped or cause an error response."
claude_sonnet_4-6,ours_chain_context,h19_aes_rom2_security_scope,1,H19-017,TP,ours_chain_context:claude_sonnet_4-6:h19_aes_rom2_security_scope:rep_1:F-018,0,0,"The bootrom module accepts write operations (we_i) and allows arbitrary writes to its internal memory array, which should be read-only firmware storage. There is no hardware write-protection mechanism preventing modification of boot code."
claude_sonnet_4-6,ours_chain_context,h19_aes_rom2_security_scope,1,H19-045,Duplicate,ours_chain_context:claude_sonnet_4-6:h19_aes_rom2_security_scope:rep_1:F-007,7,0,"Cryptographic keys stored in rom2 are directly readable via the AXI bus interface without any access control enforcement at the register read path, and the secure_reg output (containing all keys) is exposed as an unguarded output port that is wired to downstream logic including JTAG key and AES key inputs.
---
The AES key stored in rom2's secure_reg is readable back through the AES wrapper's bus interface without any access control check, exposing the full 192-bit AES key to any bus master that can read addresses 16–21 of the AES peripheral register space.
---
rom2 stores cryptographic keys in a register file (secure_reg) that is both readable and writable via the AXI bus without any privilege, authentication, or access-control check. Any bus master that can address the ROM2 peripheral can overwrite or read back all 192-bit keys, including AES keys and JTAG keys.
---
rom2 stores all cryptographic keys in a ROM with no access control, exposes them via a writable secure_reg output that is publicly accessible via AXI bus, and allows run-time overwrite of key material through an unguarded write path.
---
The rom2 secure_reg (which stores AES keys and access control values) is fully writable by any bus master via the AXI-connected rom2_fuse interface without any write-protection guard, allowing an attacker to overwrite cryptographic keys and access control permissions at runtime."
claude_sonnet_4-6,ours_chain_context,h19_aes_rom2_security_scope,1,H19-045,TP,ours_chain_context:claude_sonnet_4-6:h19_aes_rom2_security_scope:rep_1:F-005,0,0,The rom2 module stores all cryptographic keys and access-control data in a writable register array (secure_reg). Any bus master with write access to the rom2_fuse AXI slave can overwrite keys and access-control permissions at runtime with no authentication or privilege check beyond the standard AXI bus arbitration.
claude_sonnet_4-6,ours_chain_context,h19_csr_privilege_scope,1,,FP,ours_chain_context:claude_sonnet_4-6:h19_csr_privilege_scope:rep_1:F-002,0,22,"The ASID signal asid_csr_ex is declared as only 1 bit wide (logic [0:0]) in ariane.sv, but the csr_regfile module is parameterized with ASID_WIDTH and outputs asid_o as logic [ASID_WIDTH-1:0]. If ASID_WIDTH > 1, the connection silently truncates the ASID to 1 bit, causing the EX stage to use an incorrect/truncated ASID for TLB lookups and virtual memory operations.
---
Privilege check for CSR_MEPC is explicitly bypassed: any privilege level can read/write the machine-mode EPC register without an illegal-instruction exception.
---
Privilege level check for CSR_MEPC is intentionally bypassed, allowing lower-privilege code to access a machine-mode CSR without triggering an illegal instruction exception.
---
Privilege level check for CSR_MEPC is unconditionally bypassed: any privilege level can read or write mepc without triggering an illegal instruction exception.
---
Privilege check for CSR_MEPC access is explicitly bypassed via a hardcoded exception in the privilege level enforcement logic, allowing lower-privilege software to read/write the M-mode EPC register without triggering an illegal instruction exception."
claude_sonnet_4-6,ours_chain_context,h19_csr_privilege_scope,1,H19-009,Duplicate,ours_chain_context:claude_sonnet_4-6:h19_csr_privilege_scope:rep_1:F-009,27,0,"In debug mode, the privilege level output is unconditionally overridden to PRIV_LVL_M, but the `umode_i` input can also force PRIV_LVL_M regardless of actual privilege state. More critically, the `debug_req` signal in ariane.sv is only gated by `amo_valid_commit`, and the CSR regfile's `priv_lvl_o` assignment at line 938 also elevates privilege to M-mode when `umode_i` is asserted — meaning any assertion of `umode_i` bypasses privilege level enforcement for all privilege-sensitive operations (translation enable, trap handling, etc.) by forcing M-mode privilege.
---
The `priv_lvl_o` output from `csr_regfile` conflates debug mode with user-mode privilege escalation: when `umode_i` is asserted, the processor executes at M-mode privilege (`PRIV_LVL_M`) regardless of the actual privilege level, creating a potential privilege escalation path via the `umode_i` input signal that bypasses normal privilege enforcement.
---
The privilege level output (priv_lvl_o) is forced to PRIV_LVL_M whenever the umode_i input is asserted, regardless of debug_mode_q state, allowing an external signal to unconditionally elevate privilege to machine mode without any authentication or permission check.
---
The en_ld_st_translation_o signal (which controls whether load/store address translation is enabled) is derived from en_ld_st_translation_q, but the priv_lvl_o output used by the MMU privilege check is overridden to PRIV_LVL_M when debug_mode_q is set OR when umode_i is asserted. The umode_i input can force machine-mode privilege without any authentication or lock check, potentially bypassing S-mode address translation restrictions. Additionally, en_translation_o is gated by priv_lvl_o != PRIV_LVL_M, meaning that if umode_i is asserted, translation is silently disabled even outside debug mode.
---
The en_translation_o (enable_translation_csr_ex) signal uses priv_lvl_o for its privilege check, but priv_lvl_o is overridden to PRIV_LVL_M when debug_mode_q is set OR when umode_i is asserted. This means that when umode_i is asserted (user mode input), the privilege level reported is forced to M-mode, causing en_translation_o to evaluate to 0 (translation disabled), potentially bypassing virtual address translation for user-mode code."
claude_sonnet_4-6,ours_chain_context,h19_csr_privilege_scope,1,H19-009,TP,ours_chain_context:claude_sonnet_4-6:h19_csr_privilege_scope:rep_1:F-004,0,0,"The `priv_lvl_o` output is forced to Machine privilege level (PRIV_LVL_M) whenever the external input `umode_i` is asserted, bypassing the actual privilege level register `priv_lvl_q`. This allows an external signal to silently elevate privilege without any authentication or permission check, potentially granting unauthorized M-mode access to protected CSRs and memory regions."
claude_sonnet_4-6,ours_chain_context,h19_csr_privilege_scope,1,H19-020,Duplicate,ours_chain_context:claude_sonnet_4-6:h19_csr_privilege_scope:rep_1:F-010,4,0,"The privilege-level check for CSR access contains a deliberate bypass for CSR_MEPC: any privilege level can read or write MEPC without an illegal-instruction exception, contradicting the RISC-V specification which restricts machine-mode CSRs to M-mode.
---
Privilege level check for CSR access is bypassed for CSR_MEPC: the guard condition explicitly exempts the MEPC register from the privilege-level enforcement check, allowing lower-privilege software to access a machine-mode CSR without triggering an illegal-instruction exception.
---
CSR privilege-level check contains a hardcoded bypass for CSR_MEPC: non-privileged code can read or write the Machine Exception Program Counter (mepc) without triggering an illegal-instruction exception, violating RISC-V privilege separation.
---
The privilege level check for CSR access contains a deliberate bypass for CSR_MEPC: the condition exempts the machine exception program counter (mepc) from privilege-level enforcement, allowing unprivileged or supervisor-mode software to read or write CSR_MEPC without triggering an illegal-instruction exception."
claude_sonnet_4-6,ours_chain_context,h19_csr_privilege_scope,1,H19-020,TP,ours_chain_context:claude_sonnet_4-6:h19_csr_privilege_scope:rep_1:F-001,0,0,CSR privilege check contains a hardcoded bypass for CSR_MEPC: any privilege level can access the machine-mode exception PC register without the normal privilege gate.
claude_sonnet_4-6,ours_chain_context,h19_csr_privilege_scope,1,H19-024,TP,ours_chain_context:claude_sonnet_4-6:h19_csr_privilege_scope:rep_1:F-055,0,0,"The satp_ppn_o output (physical page number from SATP register) is driven unconditionally from satp_q.ppn regardless of the current privilege level or translation mode, with no guard preventing S-mode or U-mode from affecting the MMU configuration when TVM (Trap Virtual Memory) is not enforced on reads."
claude_sonnet_4-6,ours_chain_context,h19_csr_privilege_scope,1,H19-025,TP,ours_chain_context:claude_sonnet_4-6:h19_csr_privilege_scope:rep_1:F-025,0,0,"The SATP CSR (satp_ppn_o / satp_ppn_csr_ex) can be read back by Supervisor-mode software without any privilege check on the read path, and the write path for CSR_SATP lacks a TVM (Trap Virtual Memory) guard, allowing S-mode to update the page-table root without trapping when mstatus.TVM=1."
