run_id,finding_id,input_scope,claimed_summary,claimed_files,claimed_modules,claimed_signals,matched_case_id,detection_match,evidence_quality,confidence_label,wrong_localization,insufficient_evidence,fabricated_evidence,unsupported_claim,overconfidence,scorer_notes
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_3,F-001,h21_access_lock_scope,Register lock bypass due to incorrect signal used in locked write fallback in reglk_wrapper.sv,piton/design/chip/tile/ariane/src/reglk/reglk_wrapper.sv,reglk_wrapper,reglk_mem[2]; case(address[7:3]) ... 2: reglk_mem[2] <= reglk_ctrl[1] ? reglk_mem[3] : wdata;,,FP,Insufficient,high,yes,yes,no,no,yes,reglk_mem[2] wrong-source bug not visible GT in this scope.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_3,F-002,h21_access_lock_scope,Write-enable flags (we_flag) override register lock protections in peripheral instantiation,piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv; piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv,riscv_peripherals; acct_wrapper,"we_flag_1; .reglk_ctrl_i  ( reglk_ctrl[1*8+7:1*8] | we_flag_1 ); assign acc_ctrl_o = {acct_mem[3*0+2], acct_mem[3*0+1], acct_mem[3*0+0]|{8{we_flag}}};",H21-049,TP,Sufficient,high,no,no,no,no,no,Correct we_flag corruption/override of ACCT output and lock wiring.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_3,F-003,h21_access_lock_scope,Privilege level input (priv_lvl_i) used without validation as array index for access control,piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,riscv_peripherals,priv_lvl_i; logic [3:0][NB_PERIPHERALS-1:0] acc_ctrl_c; ... assign acc_ctrl_c[i][j] = acc_ctrl[j*4+i] ...; assign rom_req = rom_req_acct && acc_ctrl_c[priv_lvl_i][0];,,FP,Insufficient,medium,yes,yes,no,no,yes,priv_lvl_i bounds issue is not a visible GT case.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_3,F-004,h21_access_lock_scope,Access control output width mismatch may leave peripheral access bits uninitialized or uncontrolled,piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv,acct_wrapper,"acc_ctrl_o; assign acc_ctrl_o = {acct_mem[3*0+2], acct_mem[3*0+1], acct_mem[3*0+0]|{8{we_flag}}};",,FP,Insufficient,low,yes,yes,no,no,yes,ACCT width mismatch not visible GT.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_1,FINDING-001,h21_access_lock_scope,Access-control table resets to all permissions enabled.,piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,acct_wrapper; riscv_peripherals,"acct_mem, acc_ctrl_o; acc_ctrl, acc_ctrl_c; rom_req; acc_ctrl_o; acct_mem; acc_ctrl_c; en",H21-042,TP,Sufficient,high,no,no,no,no,no,Correct ACCT permission memory reset to all permissions.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_1,FINDING-002,h21_access_lock_scope,PKT/fuse read-lock can be bypassed through the default read path.,piton/design/chip/tile/ariane/src/pkt/pkt_wrapper.sv,pkt_wrapper,"rdata, fuse_rdata_i, reglk_ctrl_i[6], fuse_addr_o; en; rdata; reglk_ctrl_i[6], fuse_rdata_i; default case; fuse_req_o, fuse_addr_o",,FP,Sufficient,high,yes,no,no,no,no,"PKT fuse read-lock issue belongs to DMA/PKT scope, not access_lock scope."
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_1,FINDING-003,h21_access_lock_scope,Register-lock memory entry 2 is altered while locked because it copies reglk_mem[3] instead of preserving itself.,piton/design/chip/tile/ariane/src/reglk/reglk_wrapper.sv,reglk_wrapper,"reglk_mem[2], reglk_mem[3], reglk_ctrl[1]; reglk_ctrl_o; reglk_mem[1:3]; reglk_mem[2]",,FP,Sufficient,high,yes,no,no,no,no,reglk_mem[2] corruption not visible GT.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_1,FINDING-004,h21_access_lock_scope,JTAG unlock clears all register-lock state.,piton/design/chip/tile/ariane/src/reglk/reglk_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,reglk_wrapper; riscv_peripherals,"jtag_unlock, reglk_mem; jtag_unlock; reglk_ctrl, jtag_unlock; reglk_mem",H21-048,TP,Sufficient,medium,no,no,no,no,no,Correctly identifies jtag_unlock clearing all register-lock state.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_2,FINDING-001,h21_access_lock_scope,HMAC access is incorrectly granted by SHA256 permission due to an OR term in the top-level access-control matrix.,piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv; piton/design/chip/tile/ariane/src/hmac/hmac_wrapper.sv,riscv_peripherals; riscv_peripherals / i_hmac_wrapper wiring; hmac_wrapper; riscv_peripherals / i_sha256_wrapper wiring,acc_ctrl_c; acct_ctrl_i; en; key0; acc_ctrl_c assignment; key0/key; key0 write cases,,FP,Insufficient,high,yes,yes,no,no,yes,"Finding says HMAC access granted by SHA256 permission, not PKT access granted by HMAC permission."
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_2,FINDING-002,h21_access_lock_scope,"Access-control registers reset to all ones, which appears to be a permissive default.",piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv,acct_wrapper,acct_mem; acc_ctrl_o; acct_mem reset,H21-042,TP,Sufficient,medium,no,no,no,no,no,Correct ACCT reset all ones.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_3,F1,h21_access_lock_scope,"PKT peripheral access is ORed with HMAC access permission, allowing a privilege level authorized for HMAC to access the PKT/fuse-key interface even if the explicit PKT permission is not set.",piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv; piton/design/chip/tile/ariane/src/pkt/pkt_wrapper.sv,riscv_peripherals; pkt_wrapper,"acc_ctrl_c; acct_ctrl_i for HMAC; acct_ctrl_i for PKT; en; fuse_req_o, fuse_addr_o, fuse_rdata_i, pkey_loc; HMAC acct_ctrl_i; PKT acct_ctrl_i; PKT register map",H21-005,TP,Sufficient,high,no,no,no,no,no,Correct HMAC permission grants PKT/fuse-key interface access.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_3,F2,h21_access_lock_scope,"The register-lock write path for reglk_mem[2] does not preserve reglk_mem[2] when locked; it copies reglk_mem[3], allowing a write to alter lock state despite the lock condition.",piton/design/chip/tile/ariane/src/reglk/reglk_wrapper.sv,reglk_wrapper,reglk_mem[2]; reglk_ctrl_o; reglk_mem[3],,FP,Sufficient,high,yes,no,no,no,no,reglk_mem[2] wrong-source bug not visible GT.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_3,F3,h21_access_lock_scope,"Access-control memory resets to all ones, creating a fail-open permission default until trusted software configures stricter policy.",piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv; piton/design/chip/tile/ariane/src/hmac/hmac_wrapper.sv,acct_wrapper; riscv_peripherals; hmac_wrapper,acct_mem; acc_ctrl_o; rom_req; acct_ctrl_i; en,H21-042,TP,Sufficient,medium,no,no,no,no,no,Correct fail-open ACCT reset.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_3,F4,h21_access_lock_scope,"Asserting jtag_unlock clears the register-lock memory, which can erase lock protections if jtag_unlock is not itself strongly authorized and lifecycle-gated.",piton/design/chip/tile/ariane/src/reglk/reglk_wrapper.sv,reglk_wrapper,"jtag_unlock, reglk_mem; reglk_ctrl_o; jtag_unlock reset condition",H21-048,TP,Sufficient,medium,no,no,no,no,no,Correct jtag_unlock clears register-lock memory.
