failure_uid,model_family,method_name,input_scope,repetition,run_id,failure_object_type,related_finding_uid,related_case_id,detection_match,evidence_quality,summary,final_answer_path,tool_trace_path,candidate_reason,failure_manifestation,failure_mechanism,evidence_from_output,tool_trace_observation,likely_cause,method_implication,review_notes
E00011,deepseek_v4_pro,proposed,h18_debug_jtag_scope,3,proposed:deepseek_v4_pro:h18_debug_jtag_scope:rep_3,FP_finding,proposed:deepseek_v4_pro:h18_debug_jtag_scope:rep_3:F5,,FP,Unsupported,"Bytefifo lacks session-termination clear logic, possibly leaking stale data between debug sessions.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_3\tool_observations.jsonl,FP finding,,,,,,,
E00012,deepseek_v4_pro,proposed,h18_fc_core_security_scope,1,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_1,Duplicate,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_1:F2,H18-027,Duplicate,Sufficient,Cannot assess; file truncated after register address assigns.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_1\tool_observations.jsonl,Duplicate finding,,,,,,,
E00013,deepseek_v4_pro,proposed,h18_fc_core_security_scope,1,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_1,FP_finding,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_1:F3,,FP,Unsupported,Interface exists but no security gating visible; configuration-dependent.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_1\tool_observations.jsonl,FP finding,,,,,,,
E00014,deepseek_v4_pro,proposed,h18_fc_core_security_scope,1,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_1,FP_finding,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_1:F4,,FP,Unsupported,"Bypass/flush control lacks security qualification, allowing any bus master to abuse cache operations.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_1\tool_observations.jsonl,FP finding,,,,,,,
E00015,deepseek_v4_pro,proposed,h18_fc_core_security_scope,1,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_1,Duplicate,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_1:F5,H18-027,Duplicate,Sufficient,Cannot determine if lock bits exist; need full module.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_1\tool_observations.jsonl,Duplicate finding,,,,,,,
E00016,deepseek_v4_pro,proposed,h18_fc_core_security_scope,1,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_1,FP_finding,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_1:F6,,FP,Unsupported,Demux lacks security attribute awareness; trust boundary depends solely on external decoder.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_1\tool_observations.jsonl,FP finding,,,,,,,
E00017,deepseek_v4_pro,proposed,h18_fc_core_security_scope,1,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_1,FP_finding,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_1:F7,,FP,Unsupported,"If the flip-flop version is used, obligation is satisfied; otherwise, it's violated.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_1\tool_observations.jsonl,FP finding,,,,,,,
E00018,deepseek_v4_pro,proposed,h18_fc_core_security_scope,1,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_1,FP_finding,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_1:F8,,FP,Fabricated,Core provides no memory protection; secure isolation must be enforced externally.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_1\tool_observations.jsonl,FP finding,,,,,,,
E00019,deepseek_v4_pro,proposed,h18_fc_core_security_scope,2,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_2,FP_finding,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_2:F4,,FP,Unsupported,"Address aliasing exists, may bypass intended address-based protection.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_2\tool_observations.jsonl,FP finding,,,,,,,
E00020,deepseek_v4_pro,proposed,h18_fc_core_security_scope,2,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_2,Duplicate,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_2:F5,H18-025,Duplicate,Sufficient,"Debug exit does not sanitize CSRs, allowing persistent privilege escalation from debug session.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_2\tool_observations.jsonl,Duplicate finding,,,,,,,
E00021,deepseek_v4_pro,proposed,h18_fc_core_security_scope,2,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_2,Duplicate,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_2:F6,H18-027,Duplicate,Sufficient,Potential information leakage of secure interrupt status.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_2\tool_observations.jsonl,Duplicate finding,,,,,,,
E00022,deepseek_v4_pro,proposed,h18_fc_core_security_scope,3,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_3,Duplicate,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_3:F1,H18-017,Duplicate,Sufficient,"Debug unit allows unrestricted CSR access once halted; no privilege-level or authentication check is present, violating the requirement that debug accesses respect the same protections as software.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00023,deepseek_v4_pro,proposed,h18_fc_core_security_scope,3,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_3,Duplicate,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_3:F2,H18-027,Duplicate,Sufficient,"No evidence of lock bits found in the examined portion; if none exist, the obligation is satisfied. However, incomplete code coverage leaves uncertainty.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00024,deepseek_v4_pro,proposed,h18_fc_core_security_scope,3,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_3,Duplicate,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_3:F3,H18-027,Duplicate,Sufficient,Cannot assess risk without complete code; likely low risk if test_mode_i only affects test structures.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00025,deepseek_v4_pro,proposed,h18_fc_core_security_scope,3,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_3,FP_finding,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_3:F5,,FP,Unsupported,Cannot confirm absence of address overlap without inspecting the source of port_sel_i.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_3\tool_observations.jsonl,FP finding,,,,,,,
E00026,deepseek_v4_pro,proposed,h18_fc_core_security_scope,3,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_3,Duplicate,proposed:deepseek_v4_pro:h18_fc_core_security_scope:rep_3:F7,H18-017,Duplicate,Sufficient,"Although CSR writes are blocked when not halted, the lack of authentication on debug mode entry means the guard can be circumvented by asserting debug_req_i, leading to unauthorized CSR writes.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00027,deepseek_v4_pro,proposed,h18_gpio_apb_scope,1,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_1,Evidence_failure,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_1:F2,H18-008,TP,Insufficient,"Critical security registers in apb_soc_ctrl lack a write-lock mechanism after reset. An adversary with standard APB write access can modify boot address, cluster power/reset, and JTAG register, defeating any expected boot-time lockdown.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_1\tool_observations.jsonl,Insufficient evidence,,,,,,,
E00028,deepseek_v4_pro,proposed,h18_gpio_apb_scope,2,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_2,Duplicate,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_2:F2,H18-008,Duplicate,Insufficient,Unprotected JTAG register write path.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_2\tool_observations.jsonl,Duplicate finding,,,,,,,
E00029,deepseek_v4_pro,proposed,h18_gpio_apb_scope,2,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_2,FP_finding,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_2:F3,,FP,Unsupported,Missing lock bit to protect FLL configuration.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_2\tool_observations.jsonl,FP finding,,,,,,,
E00030,deepseek_v4_pro,proposed,h18_gpio_apb_scope,2,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_2,Duplicate,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_2:F4,H18-008,Duplicate,Insufficient,No lock protection on boot address registers.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_2\tool_observations.jsonl,Duplicate finding,,,,,,,
E00031,deepseek_v4_pro,proposed,h18_gpio_apb_scope,3,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3,Duplicate,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3:F2,H18-008,Duplicate,Insufficient,"JTAG control register unprotected, writable by any APB master.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00032,deepseek_v4_pro,proposed,h18_gpio_apb_scope,3,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3,Duplicate,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3:F3,H18-008,Duplicate,Insufficient,Critical boot address registers writable without any lock or lifecycle protection.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00033,deepseek_v4_pro,proposed,h18_gpio_apb_scope,3,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3,Duplicate,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3:F4,H18-008,Duplicate,Insufficient,Cluster power/reset control lacks any write protection.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00034,deepseek_v4_pro,proposed,h18_gpio_apb_scope,3,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3,FP_finding,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3:F5,,FP,Unsupported,"FLL configuration unprotected, accessible by any APB master.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\tool_observations.jsonl,FP finding,,,,,,,
E00035,deepseek_v4_pro,proposed,h18_gpio_apb_scope,3,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3,FP_finding,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3:F7,,FP,Unsupported,Insufficient evidence to assess write protection.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\tool_observations.jsonl,FP finding,,,,,,,
E00036,deepseek_v4_pro,proposed,h18_gpio_apb_scope,3,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3,FP_finding,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3:F8,,FP,Unsupported,Clock divider registers permanently writable without a lock.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\tool_observations.jsonl,FP finding,,,,,,,
E00037,deepseek_v4_pro,proposed,h18_gpio_apb_scope,3,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3,Duplicate,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3:F9,H18-006,Duplicate,Sufficient,No clear violation of isolation found; address mapping must be checked separately.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00038,deepseek_v4_pro,proposed,h18_gpio_apb_scope,3,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3,Evidence_failure,proposed:deepseek_v4_pro:h18_gpio_apb_scope:rep_3:F10,H18-008,TP,Insufficient,Cannot confirm DMA access control without inspecting udma_subsystem and interconnect firewall.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\tool_observations.jsonl,Insufficient evidence,,,,,,,
