failure_uid,model_family,method_name,input_scope,repetition,run_id,failure_object_type,related_finding_uid,related_case_id,detection_match,evidence_quality,summary,final_answer_path,tool_trace_path,candidate_reason,failure_manifestation,failure_mechanism,evidence_from_output,tool_trace_observation,likely_cause,method_implication,review_notes
E00011,gpt_5_5,proposed,h18_debug_jtag_scope,3,proposed:gpt_5_5:h18_debug_jtag_scope:rep_3,Duplicate,proposed:gpt_5_5:h18_debug_jtag_scope:rep_3:F1,H18-028,Duplicate,Insufficient,"AXI debug BIU/module can generate AXI master read/write requests from JTAG-selected commands without any visible authentication, lifecycle, or address-range guard inside the inspected AXI debug module/BIU; however SoC-level reachability of adv_dbg_if AXI master into the current PULPissimo integration was not confirmed by the provided observations.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00012,gpt_5_5,proposed,h18_debug_jtag_scope,3,proposed:gpt_5_5:h18_debug_jtag_scope:rep_3,Duplicate,proposed:gpt_5_5:h18_debug_jtag_scope:rep_3:F3,H18-028,Duplicate,Sufficient,"The TAP/debug selection path can route scan traffic to debug output based on public JTAG instruction selection, with reset defaulting to IDCODE but update_ir loading arbitrary shifted instructions including DEBUG; no authentication/lifecycle predicate is visible before debug_select/TDO routing.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00013,gpt_5_5,proposed,h18_debug_jtag_scope,3,proposed:gpt_5_5:h18_debug_jtag_scope:rep_3,Duplicate,proposed:gpt_5_5:h18_debug_jtag_scope:rep_3:F5,H18-028,Duplicate,Sufficient,"Debug read data from AXI/LINT BIUs is latched into module shift-register/TDO paths and externally routed by the TAP when the debug instruction/path is selected, with no visible authorization guard. Readback is conditioned on transaction readiness/validity but not on permission to observe protected data.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00014,gpt_5_5,proposed,h18_debug_jtag_scope,3,proposed:gpt_5_5:h18_debug_jtag_scope:rep_3,Duplicate,proposed:gpt_5_5:h18_debug_jtag_scope:rep_3:F6,H18-028,Duplicate,Sufficient,"Observed reset behavior generally clears debug data/state registers and selects IDCODE in the TAP, but reset does not implement or require reauthorization before later debug selection/transactions. Cross-domain and top-level lifecycle/debug-enable reset integration is not sufficiently evidenced.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00015,gpt_5_5,proposed,h18_debug_jtag_scope,3,proposed:gpt_5_5:h18_debug_jtag_scope:rep_3,Duplicate,proposed:gpt_5_5:h18_debug_jtag_scope:rep_3:F7,H18-028,Duplicate,Sufficient,"pulp_soc routes the JTAG LINT wrapper master directly onto s_lint_debug_bus without a visible wrapper-level requester-identity, debug authorization, or address-range check. The downstream address map/interconnect policy was not provided, but separation is not enforced at the observed crossing.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00016,gpt_5_5,proposed,h18_fc_core_security_scope,1,proposed:gpt_5_5:h18_fc_core_security_scope:rep_1,Duplicate,proposed:gpt_5_5:h18_fc_core_security_scope:rep_1:F3,H18-017,Duplicate,Insufficient,CPU data load/store requests are routed through fc_demux based on a single port_sel_i/is_scm_data_req selection and granted to one of two memory buses without observed PMP/security-domain/range-deny checks; address-map constants define regions but no denial response is shown.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_1\tool_observations.jsonl,Duplicate finding,,,,,,,
E00017,gpt_5_5,proposed,h18_fc_core_security_scope,1,proposed:gpt_5_5:h18_fc_core_security_scope:rep_1,Duplicate,proposed:gpt_5_5:h18_fc_core_security_scope:rep_1:F4,H18-017,Duplicate,Sufficient,"Instruction fetch requests are generated from PC/fetch FSM and routed through the same fc_demux style path without observed execute/fetch permission, security-mode, or protected-region deny checks.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_1\tool_observations.jsonl,Duplicate finding,,,,,,,
E00018,gpt_5_5,proposed,h18_fc_core_security_scope,1,proposed:gpt_5_5:h18_fc_core_security_scope:rep_1,Duplicate,proposed:gpt_5_5:h18_fc_core_security_scope:rep_1:F6,H18-027,Duplicate,Sufficient,"BIST_BUS interface defines bist_en, bist_pattern, bist_done_even/odd, and bist_result_even/odd master/slave modports. apb_interrupt_cntrl has test_mode_i but the observed lines do not show it used for protected-state access. fc_subsystem connects test_en_i to core test_en_i and to fc_hwpe test_mode_i. fc_hwpe passes test_mode_i into mac_top_wrap. No lifecycle/test authorization source or normal-mode isolation logic is shown, but also no complete BIST use-site reaching memory/state is provided.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_1\tool_observations.jsonl,Duplicate finding,,,,,,,
E00019,gpt_5_5,proposed,h18_fc_core_security_scope,1,proposed:gpt_5_5:h18_fc_core_security_scope:rep_1,Duplicate,proposed:gpt_5_5:h18_fc_core_security_scope:rep_1:F7,H18-017,Duplicate,Sufficient,fc_hwpe exposes multiple HW accelerator TCDM master ports and an APB configuration slave; accelerator-generated TCDM requests/addresses/writes are connected to SoC L2 HWPE masters without an observed address-range/security-domain permission guard.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_1\tool_observations.jsonl,Duplicate finding,,,,,,,
E00020,gpt_5_5,proposed,h18_fc_core_security_scope,1,proposed:gpt_5_5:h18_fc_core_security_scope:rep_1,Duplicate,proposed:gpt_5_5:h18_fc_core_security_scope:rep_1:F8,H18-027,Duplicate,Sufficient,"Secure interrupt/security-mode signaling appears inconsistent: apb_interrupt_cntrl has core_secure_mode_i and core_irq_sec_o, but fc_subsystem connects the core irq_sec_i input to constant 1'b0 and leaves sec_lvl_o unconsumed; no mediated mode-transition or authoritative secure classification path is observed.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_1\tool_observations.jsonl,Duplicate finding,,,,,,,
E00021,gpt_5_5,proposed,h18_fc_core_security_scope,2,proposed:gpt_5_5:h18_fc_core_security_scope:rep_2,Duplicate,proposed:gpt_5_5:h18_fc_core_security_scope:rep_2:F3,H18-017,Duplicate,Sufficient,"Core load/store requests are routed through fc_demux by a one-bit port select and address-map constants exist, but no observed PMP/security/privilege mediation or error response is applied to loads/stores in the LSU/demux path.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_2\tool_observations.jsonl,Duplicate finding,,,,,,,
E00022,gpt_5_5,proposed,h18_fc_core_security_scope,2,proposed:gpt_5_5:h18_fc_core_security_scope:rep_2,Duplicate,proposed:gpt_5_5:h18_fc_core_security_scope:rep_2:F4,H18-027,Duplicate,Sufficient,"Instruction fetch routing appears to use boot/PC selection and fc_demux instruction routing without an observed execute-permission, secure-region, or unmapped-address deny path.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_2\tool_observations.jsonl,Duplicate finding,,,,,,,
E00023,gpt_5_5,proposed,h18_fc_core_security_scope,2,proposed:gpt_5_5:h18_fc_core_security_scope:rep_2,Duplicate,proposed:gpt_5_5:h18_fc_core_security_scope:rep_2:F6,H18-027,Duplicate,Sufficient,"components file defines BIST_BUS with bist_en, bist_pattern, done/result signals and defines cache control/bypass/flush interfaces. apb_interrupt_cntrl and fc_hwpe have test_mode_i/test_mode_i-like ports. However searches in fc_subsystem for 'bist' and 'bypass' returned no uses, so the implemented production path and guards were not evidenced in this scope.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_2\tool_observations.jsonl,Duplicate finding,,,,,,,
E00024,gpt_5_5,proposed,h18_fc_core_security_scope,2,proposed:gpt_5_5:h18_fc_core_security_scope:rep_2,Duplicate,proposed:gpt_5_5:h18_fc_core_security_scope:rep_2:F7,H18-017,Duplicate,Sufficient,"The HWPE wrapper exposes accelerator TCDM master ports and APB configuration conversion to peripheral control, but no local address-range or requester-identity mediation is visible before HWPE memory requests are driven onto fabric master ports.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_2\tool_observations.jsonl,Duplicate finding,,,,,,,
E00025,gpt_5_5,proposed,h18_fc_core_security_scope,2,proposed:gpt_5_5:h18_fc_core_security_scope:rep_2,Duplicate,proposed:gpt_5_5:h18_fc_core_security_scope:rep_2:F8,H18-027,Duplicate,Sufficient,"Secure interrupt classification appears inconsistent/stubbed: apb_interrupt_cntrl exposes core_secure_mode_i/core_irq_sec_o, but core_irq_sec_o has no observed assignment/use in the interrupt controller, and fc_subsystem ties the core's irq_sec_i input to 1'b0 rather than the controller's core_irq_sec signal.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_2\tool_observations.jsonl,Duplicate finding,,,,,,,
E00026,gpt_5_5,proposed,h18_fc_core_security_scope,3,proposed:gpt_5_5:h18_fc_core_security_scope:rep_3,Duplicate,proposed:gpt_5_5:h18_fc_core_security_scope:rep_3:F3,H18-027,Duplicate,Sufficient,"fc_subsystem instantiates separate fc_demux blocks for instruction and data paths. fc_demux itself routes the slave request to master_port0 or master_port1 based on a single port_sel_i and handshake state; no address-range, privilege, or security-mode guard is present inside fc_demux. Address-map include files define multiple SoC/FC/APB/L2/SCM ranges and aliases, but the provided evidence does not show the derivation of port_sel_i or whether upstream address decode enforces the policy.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00027,gpt_5_5,proposed,h18_fc_core_security_scope,3,proposed:gpt_5_5:h18_fc_core_security_scope:rep_3,Duplicate,proposed:gpt_5_5:h18_fc_core_security_scope:rep_3:F4,H18-017,Duplicate,Sufficient,"zeroriscy_load_store_unit exposes data_req_o, data_addr_o, data_we_o, byte enables, write data, read data, and error inputs. Observed LSU snippets show data alignment/misalignment and sign-extension behavior, not address-range/PMP/security checks. fc_subsystem connects core data bus signals to downstream demux/fabric; bus address ranges are defined in includes. No PMP-like module or privilege/security input was observed in the LSU snippets.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00028,gpt_5_5,proposed,h18_fc_core_security_scope,3,proposed:gpt_5_5:h18_fc_core_security_scope:rep_3,Duplicate,proposed:gpt_5_5:h18_fc_core_security_scope:rep_3:F6,H18-027,Duplicate,Sufficient,"Static facts and interface snippets show test_mode/test_en ports and CLKGATE_CONFIG_BUS, MMU_CONFIG_BUS, BIST_BUS, cache control, bypass, and flush signals. fc_subsystem passes test_en_i to riscv_core and fc_hwpe; apb_interrupt_cntrl has test_mode_i. The provided scope does not show implementation logic that uses these test/bypass/BIST controls or an authorization/lifecycle guard.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00029,gpt_5_5,proposed,h18_fc_core_security_scope,3,proposed:gpt_5_5:h18_fc_core_security_scope:rep_3,Duplicate,proposed:gpt_5_5:h18_fc_core_security_scope:rep_3:F7,H18-017,Duplicate,Sufficient,"debug_unit reset initializes stall_cs to RUNNING, debug cause to HALT, single-step hit to 0, address/data/state/select/request flops to zero, settings_q to zero. apb_interrupt_cntrl hardwires fetch_en_o and core_clock_en_o to 1. Controller and IF-stage FSMs exist with fetch_enable_i and PC control, but their transition details are largely truncated. No complete evidence shows unsafe residual permissions across reset/exception/debug transitions.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00030,gpt_5_5,proposed,h18_fc_core_security_scope,3,proposed:gpt_5_5:h18_fc_core_security_scope:rep_3,Duplicate,proposed:gpt_5_5:h18_fc_core_security_scope:rep_3:F8,H18-017,Duplicate,Sufficient,"fc_hwpe exposes an APB-configured hardware accelerator wrapper with TCDM master ports, but the observed wrapper passes APB configuration directly through apb2per to mac_top_wrap and connects accelerator TCDM requests to fabric master ports without an observed address-range/security/permission guard.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_3\tool_observations.jsonl,Duplicate finding,,,,,,,
E00031,gpt_5_5,proposed,h18_gpio_apb_scope,1,proposed:gpt_5_5:h18_gpio_apb_scope:rep_1,Duplicate,proposed:gpt_5_5:h18_gpio_apb_scope:rep_1:F1,H18-008,Duplicate,Sufficient,"apb_soc_ctrl updates SoC boot, fetch, cluster reset/power/bypass, mux, JTAG output, and pad-control state from APB writes gated only by PSEL/PENABLE/PWRITE and register address decode; no privilege, lifecycle, lock, or debug-authorization guard is evident in the provided RTL observations.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_1\tool_observations.jsonl,Duplicate finding,,,,,,,
