run_id,finding_id,input_scope,claimed_summary,claimed_files,claimed_modules,claimed_signals,matched_case_id,detection_match,evidence_quality,confidence_label,wrong_localization,insufficient_evidence,fabricated_evidence,unsupported_claim,overconfidence,scorer_notes
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_3,F-002,h19_debug_jtag_scope,Sensitive cryptographic and access-control keys stored in ROM2 are readable via AXI bus by any bus master,src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,"secure_reg; raddr_q, rdata_o; jtag_key, access_ctrl_reg; mem constant; always_ff read/write logic; key routing",,FP,Insufficient,high,yes,yes,no,no,yes,ROM2 readable keys are not scored as H19-054 without hardcoded JTAG key provenance.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_3,F-003,h19_debug_jtag_scope,"ROM2 secure key registers are writable via AXI bus, allowing key overwrite by any bus master",src/rom2/rom2.sv,rom2,secure_reg; secure_reg write,,FP,Insufficient,high,yes,yes,no,no,yes,ROM2 writable secure registers are not a visible GT case in this scope.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_3,F-004,h19_debug_jtag_scope,"JTAG password uses only 32 bits of a 192-bit key, enabling feasible brute-force attacks",src/debug/dmi_jtag.sv; tb/ariane_peripherals.sv,dmi_jtag; ariane_peripherals,pass; jtag_key; pass declaration; jtag_key assignment; password comparison,H19-049,TP,Sufficient,medium,no,no,no,no,no,Correctly identifies JTAG password uses only 32 bits.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_1,FINDING-001,h19_debug_jtag_scope,Debug module is unconditionally authenticated and permits privileged debug operations without permission enforcement.,src/debug/dm_csrs.sv; src/debug/dm_top.sv; src/csr_regfile.sv,dm_csrs; dm_top; csr_regfile,dmstatus.authenticated; dmi_req_i / dtm_op; dmcontrol_d; cmd_valid_o / command_d; sbaddr_d / sbaddress_write_valid_o / sbdata_write_valid_o; axi_m_req_o / dm_sba; debug_req_i; priv_lvl_o; dmi_req_valid_i / dmi_req_ready_o / dtm_op; sbaddress_write_valid_o / sbdata_write_valid_o; dm_sba / axi_m_req_o,H19-005,TP,Sufficient,high,no,no,no,no,no,Correct debug module authenticated hardwired true and privileged debug operations.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_1,FINDING-002,h19_debug_jtag_scope,The JTAG password gate protects reads but allows unauthenticated DMI writes.,src/debug/dmi_jtag.sv; src/csr_regfile.sv,dmi_jtag; csr_regfile,pass_chk; state_d / dmi.op / pass_chk; umode_o; pass / jtag_key; priv_lvl_o; dmi.op / state_d,H19-047,TP,Sufficient,high,no,no,no,no,no,Correct DMI write path not consistently gated by pass_chk.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_1,FINDING-003,h19_debug_jtag_scope,Protected key storage is bus-readable and bus-writable without a visible local permission check.,src/rom2/rom2.sv; tb/ariane_peripherals.sv; tb/ariane_soc_pkg.sv,rom2; ariane_peripherals; ariane_soc_pkg,secure_reg; mem; req_i / we_i / secure_reg; rdata_o; rom2_req / rom2_we / rom2_addr / rom2_wdata / rom2_rdata; ROM2Base; secure_reg write path; i_axi2rom2 / i_rom2,,FP,Insufficient,medium,yes,yes,no,no,yes,ROM2 key storage exposure is not scored as a debug/JTAG GT hit without case-specific key provenance or debug-to-fuse path.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_2,PERM-JTAG-DMI-WRITE-BYPASS,h19_debug_jtag_scope,Unauthenticated JTAG/DMI writes are allowed because only DMI reads check pass_chk.,src/debug/dmi_jtag.sv,dmi_jtag,pass_chk / state_d / dmi.op; pass_chk / pass / data_d; umode_o / pass_chk; DMI operation dispatch; DTM_PASS handling; umode_o assignment,H19-047,TP,Sufficient,high,no,no,no,no,no,Correct unauthenticated DMI write due to only read checking pass_chk.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_2,PERM-DM-AUTH-ALWAYS-TRUE,h19_debug_jtag_scope,Debug authentication status is hardwired to authenticated.,src/debug/dm_csrs.sv; src/debug/dm_top.sv,dm_csrs; dm_top,dmstatus.authenticated; dmi_req_valid_i / dmi_req_i; dmstatus.authenticated assignment; dm_csrs DMI inputs,H19-005,TP,Sufficient,high,no,no,no,no,no,Correct dmstatus.authenticated hardwired true.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_2,PERM-ROM2-JTAG-KEY-READ-WRITE,h19_debug_jtag_scope,JTAG key storage is visibly readable and writable through the ROM2 peripheral path.,src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,mem; secure_reg; rdata_o / secure_reg; rom2_fuse / rom2_req / rom2_we / rom2_rdata / rom2_wdata; jtag_key / key_reg_out; mem key constants; secure_reg update logic; rdata_o assignment; i_axi2rom2; jtag_key assignment,H19-054,Partial,Insufficient,medium,no,yes,no,no,yes,"Identifies JTAG key storage in ROM2 and jtag_key assignment, but frames read/write exposure more than hardcoded-key provenance."
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_2,PERM-JTAG-PASS-STATE-NOT-RESET,h19_debug_jtag_scope,JTAG password authorization state is not visibly reset/defaulted to a safe value.,src/debug/dmi_jtag.sv,dmi_jtag,pass_chk; umode_o / pass_chk; pass_chk declaration; pass_chk success assignment; umode_o permission output,H19-051,TP,Sufficient,medium,no,no,no,no,no,Correct pass_chk not reset/defaulted safely.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_3,FINDING-001,h19_debug_jtag_scope,Debug module is always authenticated despite no authentication being implemented.,src/debug/dm_csrs.sv; src/debug/dm_top.sv,dm_csrs; dm_top,dmstatus.authenticated; haltreq_o/resumereq_o; sbaddress_write_valid_o/sbdata_write_valid_o; i_dm_sba; dm_sba i_dm_sba,H19-005,TP,Sufficient,high,no,no,no,no,no,Correct always-authenticated debug module.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_3,FINDING-002,h19_debug_jtag_scope,JTAG password check gates reads but permits unauthenticated DMI writes.,src/debug/dmi_jtag.sv; tb/ariane_testharness.sv,dmi_jtag; ariane_testharness,pass_chk/state_d; dmi_req.op; debug_req/debug_req_valid; DTM_READ/DTM_WRITE/pass_chk,H19-047,TP,Sufficient,high,no,no,no,no,no,Correct JTAG password gate protects reads but allows unauthenticated writes.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_3,FINDING-003,h19_debug_jtag_scope,ROM2 key/access-control storage is readable and writable without visible local permission enforcement.,src/rom2/rom2.sv; tb/ariane_peripherals.sv; tb/ariane_soc_pkg.sv,rom2; ariane_peripherals; ariane_soc_pkg,secure_reg; secure_reg/req_i/we_i; rdata_o; rom2_fuse/rom2_req/rom2_we/rom2_addr/rom2_wdata/rom2_rdata; jtag_key/access_ctrl_reg; ROM2Base; secure_reg write/read control; i_axi2rom2/i_rom2,,FP,Insufficient,medium,yes,yes,no,no,yes,ROM2 storage exposure not counted as a debug/JTAG case without specific hardcoded JTAG key or debug-to-fuse evidence.
