model_family,method_name,input_scope,benchmark_id,case_id,case_result,hit_repetitions,representative_finding_uid,representative_evidence_quality,notes
gpt_5_5,proposed,h21_jtag_auth_expansion_scope,hackatdac21,H21-004,FN,,,,
gpt_5_5,proposed,h21_access_lock_scope,hackatdac21,H21-005,TP,2;3,proposed:gpt_5_5:h21_access_lock_scope:rep_2:F3,Sufficient,
gpt_5_5,proposed,h21_jtag_auth_expansion_scope,hackatdac21,H21-007,TP,1;2;3,proposed:gpt_5_5:h21_jtag_auth_expansion_scope:rep_1:F4,Sufficient,
gpt_5_5,proposed,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-009,TP,2;3,proposed:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_2:F4,Sufficient,
gpt_5_5,proposed,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-012,FN,,,,
gpt_5_5,proposed,h21_crypto_security_scope,hackatdac21,H21-013,TP,1,proposed:gpt_5_5:h21_crypto_security_scope:rep_1:F5,Sufficient,
gpt_5_5,proposed,h21_jtag_auth_expansion_scope,hackatdac21,H21-030,FN,,,,
gpt_5_5,proposed,h21_dma_pkt_scope,hackatdac21,H21-031,TP,1;2;3,proposed:gpt_5_5:h21_dma_pkt_scope:rep_1:F8,Sufficient,
gpt_5_5,proposed,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-032,TP,1,proposed:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_1:F2,Fabricated,
gpt_5_5,proposed,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-033,TP,2,proposed:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_2:F2,Sufficient,
gpt_5_5,proposed,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-034,TP,1,proposed:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_1:F3,Fabricated,
gpt_5_5,proposed,h21_access_lock_scope,hackatdac21,H21-035,TP,1;2;3,proposed:gpt_5_5:h21_access_lock_scope:rep_1:F8,Sufficient,
gpt_5_5,proposed,h21_crypto_security_scope,hackatdac21,H21-036,FN,,,,
gpt_5_5,proposed,h21_crypto_security_scope,hackatdac21,H21-039,FN,,,,
gpt_5_5,proposed,h21_access_lock_scope,hackatdac21,H21-042,TP,1;2;3,proposed:gpt_5_5:h21_access_lock_scope:rep_1:F5,Sufficient,
gpt_5_5,proposed,h21_access_lock_scope,hackatdac21,H21-043,TP,1;2;3,proposed:gpt_5_5:h21_access_lock_scope:rep_1:F4,Sufficient,
gpt_5_5,proposed,h21_dma_pmp_expansion_scope,hackatdac21,H21-045,TP,1;3,proposed:gpt_5_5:h21_dma_pmp_expansion_scope:rep_1:F4,Sufficient,
gpt_5_5,proposed,h21_fuse_rng_rsa_expansion_scope,hackatdac21,H21-046,TP,1;2;3,proposed:gpt_5_5:h21_fuse_rng_rsa_expansion_scope:rep_1:F2,Sufficient,
gpt_5_5,proposed,h21_crypto_security_scope,hackatdac21,H21-047,FN,,,,
gpt_5_5,proposed,h21_access_lock_scope,hackatdac21,H21-048,TP,1;2;3,proposed:gpt_5_5:h21_access_lock_scope:rep_1:F2,Sufficient,
gpt_5_5,proposed,h21_access_lock_scope,hackatdac21,H21-049,FN,,,,
gpt_5_5,proposed,h21_dma_pmp_expansion_scope,hackatdac21,H21-052,TP,1;2;3,proposed:gpt_5_5:h21_dma_pmp_expansion_scope:rep_1:F9,Sufficient,
gpt_5_5,proposed,h21_jtag_auth_expansion_scope,hackatdac21,H21-053,TP,1;2;3,proposed:gpt_5_5:h21_jtag_auth_expansion_scope:rep_1:F5,Sufficient,
gpt_5_5,proposed,h21_dma_pmp_expansion_scope,hackatdac21,H21-054,FN,,,,
gpt_5_5,proposed,h21_dma_pmp_expansion_scope,hackatdac21,H21-055,TP,2;3,proposed:gpt_5_5:h21_dma_pmp_expansion_scope:rep_2:F5,Sufficient,
gpt_5_5,proposed,h21_dma_pmp_expansion_scope,hackatdac21,H21-056,FN,,,,
gpt_5_5,proposed,h21_dma_pkt_scope,hackatdac21,H21-059,TP,1;3,proposed:gpt_5_5:h21_dma_pkt_scope:rep_1:F4,Sufficient,
gpt_5_5,proposed,h21_crypto_security_scope,hackatdac21,H21-060,TP,1,proposed:gpt_5_5:h21_crypto_security_scope:rep_1:F3,Sufficient,
gpt_5_5,proposed,h21_dma_pmp_expansion_scope,hackatdac21,H21-064,FN,,,,
gpt_5_5,proposed,h21_fuse_rng_rsa_expansion_scope,hackatdac21,H21-069,TP,1;2,proposed:gpt_5_5:h21_fuse_rng_rsa_expansion_scope:rep_1:F3,Sufficient,
gpt_5_5,proposed,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-072,FN,,,,
gpt_5_5,proposed,h21_crypto_security_scope,hackatdac21,H21-073,TP,1;2,proposed:gpt_5_5:h21_crypto_security_scope:rep_1:F9,Sufficient,
gpt_5_5,proposed,h21_crypto_security_scope,hackatdac21,H21-074,TP,1;2;3,proposed:gpt_5_5:h21_crypto_security_scope:rep_1:F7,Sufficient,
gpt_5_5,proposed,h21_crypto_security_scope,hackatdac21,H21-075,TP,1;2;3,proposed:gpt_5_5:h21_crypto_security_scope:rep_1:F6,Sufficient,
gpt_5_5,proposed,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-076,TP,3,proposed:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_3:F2,Sufficient,
gpt_5_5,proposed,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-077,TP,1;2,proposed:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_2:F6,Sufficient,
gpt_5_5,proposed,h21_dma_pkt_scope,hackatdac21,H21-078,TP,1;2;3,proposed:gpt_5_5:h21_dma_pkt_scope:rep_1:F2,Sufficient,
gpt_5_5,proposed,h21_crypto_security_scope,hackatdac21,H21-079,TP,1;3,proposed:gpt_5_5:h21_crypto_security_scope:rep_1:F8,Sufficient,
gpt_5_5,proposed,h21_crypto_security_scope,hackatdac21,H21-080,TP,1;2;3,proposed:gpt_5_5:h21_crypto_security_scope:rep_1:F4,Sufficient,
gpt_5_5,proposed,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-081,TP,1;2;3,proposed:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_2:F3,Sufficient,
gpt_5_5,proposed,h21_fuse_rng_rsa_expansion_scope,hackatdac21,H21-095,TP,3,proposed:gpt_5_5:h21_fuse_rng_rsa_expansion_scope:rep_3:F7,Insufficient,
gpt_5_5,proposed,h21_crypto_security_scope,hackatdac21,H21-097,FN,,,,
gpt_5_5,proposed,h21_crypto_security_scope,hackatdac21,H21-098,FN,,,,
gpt_5_5,proposed,h21_access_lock_scope,hackatdac21,H21-099,TP,1;2,proposed:gpt_5_5:h21_access_lock_scope:rep_1:F10,Sufficient,
