finding_uid,model_family,method_name,input_scope,repetition,run_id,final_answer_path,finding_id,model_reported_status,summary,vulnerability_category,affected_locations,claimed_files,claimed_modules,claimed_signals_or_registers,evidence_items,reasoning_summary,security_impact,confidence,uncertainty_or_missing_evidence,matched_case_id,detection_match,duplicate_of_finding_uid,evidence_quality,review_notes
proposed:deepseek_v4_pro:h19_access_control_fabric_scope:rep_2:F5,deepseek_v4_pro,proposed,h19_access_control_fabric_scope,2,proposed:deepseek_v4_pro:h19_access_control_fabric_scope:rep_2,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_access_control_fabric_scope\rep_2\final_answer.json,F5,potential_warning,Read access restriction depends entirely on unverified interconnect gating,read / rom2 secure_reg contents / permission-related RTL security issue,"src/rom2/rom2.sv
src/axi_node/src/axi_node_intf_wrap.sv",src/rom2/rom2.sv; src/axi_node/src/axi_node_intf_wrap.sv,,,"src/rom2/rom2.sv | unknown
src/axi_node/src/axi_node_intf_wrap.sv | unknown","Subject: any AXI master Operation: read Object: rom2 secure_reg contents Expected guard: Read access to ROM2 restricted via connectivity_map_o gating on the AR channel Observed behavior: rom2 provides combinational read data via rdata_o (raddr_q-based); no internal access control; connectivity_map_o gating not verified for reads Path: Master → AR channel → axi_node_intf_wrap → (connectivity_map_o check?) → ariane_peripherals → rom2 rdata_o output Closure verdict: Related RTL evidence exists, but some core evidence slots remain incomplete.","If connectivity_map_o does not gate reads, sensitive keys and access-control defaults can be read by any master",medium,Connectivity_map enforcement for AR channel not visible; same uncertainty as OB03,,FP,,Unclear,"FP: finding concerns ROM2/debug/access-control-policy issues, not the two GT cases in this fabric scope."
proposed:deepseek_v4_pro:h19_access_control_fabric_scope:rep_2:F6,deepseek_v4_pro,proposed,h19_access_control_fabric_scope,2,proposed:deepseek_v4_pro:h19_access_control_fabric_scope:rep_2,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_access_control_fabric_scope\rep_2\final_answer.json,F6,potential_warning,"Test enable is disabled at top level, but its effect inside the unseen axi_node is unknown",override access controls / AXI slave access gating logic / permission-related RTL security issue,"tb/ariane_testharness.sv
tb/ariane_testharness.sv
src/axi_node/src/axi_node_intf_wrap.sv",tb/ariane_testharness.sv; src/axi_node/src/axi_node_intf_wrap.sv,,,"tb/ariane_testharness.sv | unknown
tb/ariane_testharness.sv | unknown
src/axi_node/src/axi_node_intf_wrap.sv | unknown","Subject: test_en_i signal Operation: override access controls Object: AXI slave access gating logic Expected guard: test_en_i must not disable access-control gating; tied low in production Observed behavior: test_en_i is tied low in testharness and only forwarded to axi_node module; no internal usage in visible wrap Path: test_en = 1'b0 → i_axi_xbar.test_en_i → axi_node.test_en_i (unseen) Closure verdict: Related RTL evidence exists, but some core evidence slots remain incomplete.","If axi_node uses test_en_i to bypass connectivity_map, debug/test mode could circumvent protections",medium,The axi_node module (where test_en_i is consumed) is not available; cannot verify that test_en does not bypass access controls,,FP,,Unclear,"FP: finding concerns ROM2/debug/access-control-policy issues, not the two GT cases in this fabric scope."
proposed:deepseek_v4_pro:h19_access_control_fabric_scope:rep_3:F1,deepseek_v4_pro,proposed,h19_access_control_fabric_scope,3,proposed:deepseek_v4_pro:h19_access_control_fabric_scope:rep_3,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_access_control_fabric_scope\rep_3\final_answer.json,F1,confirmed_finding,"Debug master can access any peripheral with permissions in its access_ctrl row, using the processor's current privilege level, potentially bypassing intended restrictions.","read or write / any access-controlled slave (ROM2, AES, UART, etc.) on master[0:11] / permission-related RTL security issue","tb/ariane_testharness.sv
tb/ariane_testharness.sv
tb/ariane_testharness.sv
tb/ariane_testharness.sv
tb/ariane_testharness.sv
src/axi_node/src/axi_node_intf_wrap.sv",tb/ariane_testharness.sv; src/axi_node/src/axi_node_intf_wrap.sv,,,"tb/ariane_testharness.sv | unknown | slave[1] for debug
tb/ariane_testharness.sv | unknown | priv_lvl = priv_lvl_processor
tb/ariane_testharness.sv | unknown | access_ctrl bit slicing
tb/ariane_testharness.sv | unknown | priv_lvl_i wired to AXI node
tb/ariane_testharness.sv | unknown | no HW auth for JTAG enable
src/axi_node/src/axi_node_intf_wrap.sv | unknown | single priv_lvl_i used for all slave indices","Subject: debug master (i_axi_master_dm connected to slave[1]) via JTAG/DMI path Operation: read or write Object: any access-controlled slave (ROM2, AES, UART, etc.) on master[0:11] Expected guard: Independent debug priv_lvl or debug authentication gating access_ctrl evaluation for slave[1] Observed behavior: Debug master shares processor's priv_lvl signal; its access_ctrl row (index 1) is evaluated using priv_lvl_processor. No separate debug authorization. Path: jtag_enable → i_SimJTAG → i_dmi_jtag → jtag_dmi_req → debug MUX → i_dm_top → dm_axi_m_req → i_axi_master_dm → slave[1] → i_axi_xbar → connectivity_map(slave=1, priv_lvl=processor) → master[j] Closure verdict: All required core evidence slots are present for a candidate violation.","Debug master can access any peripheral whose access_ctrl_reg[1][*][priv_lvl_processor] bit is set; if access_ctrl_reg[1] is permissive, debug can read/write all slaves including ROM2 keys, AES, UART",high,,,FP,,Sufficient,"FP: finding concerns ROM2/debug/access-control-policy issues, not the two GT cases in this fabric scope."
proposed:deepseek_v4_pro:h19_access_control_fabric_scope:rep_3:F2,deepseek_v4_pro,proposed,h19_access_control_fabric_scope,3,proposed:deepseek_v4_pro:h19_access_control_fabric_scope:rep_3,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_access_control_fabric_scope\rep_3\final_answer.json,F2,potential_warning,"access_ctrl_reg implementation inside ariane_peripherals module is not available in the visible RTL; write gating, privilege check, and lock mechanisms cannot be inspected.",write / access_ctrl_reg (access control configuration) / permission-related RTL security issue,"tb/ariane_testharness.sv
tb/ariane_testharness.sv
src/rom2/rom2.sv",tb/ariane_testharness.sv; src/rom2/rom2.sv,,,"tb/ariane_testharness.sv | unknown | declaration: logic [1:0][47:0] access_ctrl_reg
tb/ariane_testharness.sv | unknown | access_ctrl derived from access_ctrl_reg via bit slicing
src/rom2/rom2.sv | unknown | ROM2 mem contains initial values for access control master 0 and 1, but loading path into access_ctrl_reg is in the inaccessible ariane_peripherals","Subject: any bus master that can write to access_ctrl_reg address Operation: write Object: access_ctrl_reg (access control configuration) Expected guard: Machine-mode only write access with optional lock bit Observed behavior: access_ctrl_reg implementation inside ariane_peripherals module is not available in the visible RTL; write gating, privilege check, and lock mechanisms cannot be inspected. Path: Unknown – ariane_peripherals source file missing Closure verdict: Related RTL evidence exists, but some core evidence slots remain incomplete.","If access_ctrl_reg is writable by a lower-privilege master and lacks a lock, an attacker could escalate privileges to access any peripheral.",medium,"ariane_peripherals source not available; cannot inspect write gating, privilege check, or lock mechanism.",,FP,,Unclear,"FP: finding concerns ROM2/debug/access-control-policy issues, not the two GT cases in this fabric scope."
proposed:deepseek_v4_pro:h19_access_control_fabric_scope:rep_3:F3,deepseek_v4_pro,proposed,h19_access_control_fabric_scope,3,proposed:deepseek_v4_pro:h19_access_control_fabric_scope:rep_3,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_access_control_fabric_scope\rep_3\final_answer.json,F3,confirmed_finding,PLIC access granted via CLINT permission bit creates unintended sharing of permissions.,access (read/write) the PLIC peripheral / PLIC (interrupt controller) / permission-related RTL security issue,"src/axi_node/src/axi_node_intf_wrap.sv
tb/ariane_soc_pkg.sv
src/axi_node/src/axi_node_intf_wrap.sv",src/axi_node/src/axi_node_intf_wrap.sv; tb/ariane_soc_pkg.sv,,,"src/axi_node/src/axi_node_intf_wrap.sv | unknown | assign connectivity_map_o[i][j] = access_ctrl_i[i][j][priv_lvl_i] || ((j==6) && access_ctrl_i[i][7][priv_lvl_i])
tb/ariane_soc_pkg.sv | unknown | PLIC=6, CLINT=7 enumeration
src/axi_node/src/axi_node_intf_wrap.sv | unknown | s_connectivity_map passed as cfg_connectivity_map_i to axi_node","Subject: any master with CLINT permission but no PLIC permission Operation: access (read/write) the PLIC peripheral Object: PLIC (interrupt controller) Expected guard: PLIC access controlled solely by its own permission bit, not derived from CLINT Observed behavior: connectivity_map_o[i][6] = access_ctrl_i[i][6][priv_lvl_i] || access_ctrl_i[i][7][priv_lvl_i]; a master with CLINT access (i.e., j=7 bit set) gains PLIC access regardless of the dedicated PLIC bit. Path: connectivity_mapping module (generate block) → s_connectivity_map → cfg_connectivity_map_i → axi_node → master[6] (PLIC) Closure verdict: All required core evidence slots are present for a candidate violation.","A master intended to have only CLINT access can read/write PLIC, potentially manipulating interrupt priorities, enabling/disabling interrupts, and interfering with the security model.",high,Unclear if PLIC/CLINT sharing is intentional; requires system security policy confirmation.,H19-001,TP,,Insufficient,Matched H19-001: finding identifies CLINT permission granting PLIC access.
proposed:deepseek_v4_pro:h19_access_control_fabric_scope:rep_3:F4,deepseek_v4_pro,proposed,h19_access_control_fabric_scope,3,proposed:deepseek_v4_pro:h19_access_control_fabric_scope:rep_3,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_access_control_fabric_scope\rep_3\final_answer.json,F4,potential_warning,ndmreset is generated by dm_top and connected to AXI node reset (ndmreset_n) and to ariane_peripherals (ndmreset_n). The effect on access_ctrl_reg cannot be verified because ariane_peripherals source is missing.,reset / access_ctrl_reg or any lock/security state registers / permission-related RTL security issue,"tb/ariane_testharness.sv
tb/ariane_testharness.sv
tb/ariane_testharness.sv
tb/ariane_testharness.sv",tb/ariane_testharness.sv,,,"tb/ariane_testharness.sv | unknown | ndmreset_o from dm_top
tb/ariane_testharness.sv | unknown | rstgen uses ~ndmreset to generate ndmreset_n
tb/ariane_testharness.sv | unknown | ariane_peripherals reset connected to ndmreset_n
tb/ariane_testharness.sv | unknown | access_ctrl_reg feeds access_ctrl, but reg implementation location unknown","Subject: ndmreset (debug non-maskable reset) Operation: reset Object: access_ctrl_reg or any lock/security state registers Expected guard: ndmreset should not reset security configuration, or assertion protected by authentication Observed behavior: ndmreset is generated by dm_top and connected to AXI node reset (ndmreset_n) and to ariane_peripherals (ndmreset_n). The effect on access_ctrl_reg cannot be verified because ariane_peripherals source is missing. Path: dm_top → ndmreset → rstgen (ndmreset_n) → ariane_peripherals.rst_ni; access_ctrl_reg flip-flop reset condition unknown Closure verdict: Related RTL evidence exists, but some core evidence slots remain incomplete.","If ndmreset resets access_ctrl_reg to a permissive default, an attacker via debug could clear all access restrictions and gain unlimited peripheral access.",medium,access_ctrl_reg implementation inside ariane_peripherals not available; cannot verify if ndmreset resets access_ctrl_reg or its reset value.,,FP,,Unclear,"FP: finding concerns ROM2/debug/access-control-policy issues, not the two GT cases in this fabric scope."
proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1:F1,deepseek_v4_pro,proposed,h19_aes_rom2_security_scope,1,proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_aes_rom2_security_scope\rep_1\final_answer.json,F1,confirmed_finding,"No authentication guard exists. The debug master can read and write bootrom freely, violating the expected protection.",read / write / bootrom memory (mem array) / permission-related RTL security issue,"bootrom/bootrom.sv
tb/ariane_testharness.sv
tb/ariane_testharness.sv
tb/ariane_testharness.sv
src/axi_node/src/axi_node_intf_wrap.sv",bootrom/bootrom.sv; tb/ariane_testharness.sv; src/axi_node/src/axi_node_intf_wrap.sv,,,"bootrom/bootrom.sv | unknown
tb/ariane_testharness.sv | unknown
tb/ariane_testharness.sv | unknown
tb/ariane_testharness.sv | unknown
src/axi_node/src/axi_node_intf_wrap.sv | unknown","Subject: Debug master (i_dmi_jtag / i_SimDTM / i_dm_top) Operation: read / write Object: bootrom memory (mem array) Expected guard: Debug access to bootrom should require authentication (e.g., jtag_key check) or be blocked entirely. Observed behavior: Bootrom is fully readable and writable. When req_i && we_i, mem[addr] <= wdata_i executes unconditionally without any authentication, lock, or write-protect. No jtag_key check exists in the path. Path: debug_req_valid → i_dm_top → dm_axi_m_req → i_axi_master_dm → slave[1] → axi_node_intf_wrap (i_axi_xbar) → master[ROM=10] → i_axi2rom → rom_req, rom_we, rom_wdata → i_bootrom (bootrom.sv) Closure verdict: All required core evidence slots are present for a candidate violation.","Debug master can read or corrupt bootrom contents, violating ROM integrity and potentially allowing early-boot code injection or exfiltration.",high,None. The entire path is visible and confirms absence of authentication.,H19-017,TP,,Sufficient,Matched H19-017: finding identifies bootrom corruption/writeability.
proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1:F2,deepseek_v4_pro,proposed,h19_aes_rom2_security_scope,1,proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_aes_rom2_security_scope\rep_1\final_answer.json,F2,confirmed_finding,"The AES key is fully readable by any bus master, violating the expected write-only or protected key storage requirement.",read / AES encryption key (key_in → key_big[191:0]) / permission-related RTL security issue,"src/aes/aes_wrapper.sv
src/aes/aes_wrapper.sv
src/aes/aes_wrapper.sv
tb/ariane_peripherals.sv",src/aes/aes_wrapper.sv; tb/ariane_peripherals.sv,,,"src/aes/aes_wrapper.sv | unknown
src/aes/aes_wrapper.sv | unknown
src/aes/aes_wrapper.sv | unknown
tb/ariane_peripherals.sv | unknown","Subject: Any bus master (CPU, debug, etc.) Operation: read Object: AES encryption key (key_in → key_big[191:0]) Expected guard: Key registers should be write-only or require a lock/authentication for readback. Observed behavior: The full 192-bit AES key is exposed on the bus read data path at addresses 16–21 (aes_wrapper.sv lines 129–139). There is no lock bit, no write-only attribute, and no privilege check inside the AES wrapper. Path: AXI/APB read → reg_bus_aes → external_bus_io.rdata assignment = key_big[191:160, 159:128, 127:96, 95:64, 63:32, 31:0] Closure verdict: All required core evidence slots are present for a candidate violation.","Any bus master that can access the AES base address (0x1010_0000) can extract the full encryption key, completely compromising AES-encrypted data.",high,None.,H19-010,TP,,Sufficient,Matched H19-010: finding identifies AES key stored/readable without protection.
proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1:F3,deepseek_v4_pro,proposed,h19_aes_rom2_security_scope,1,proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_aes_rom2_security_scope\rep_1\final_answer.json,F3,confirmed_finding,"rom2 lacks any write-protect mechanism, allowing unauthorized modification of critical secrets and access control data.","write / rom2 secure_reg contents (JTAG key, AES key, access control registers) / permission-related RTL security issue","src/rom2/rom2.sv
src/rom2/rom2.sv
tb/ariane_peripherals.sv",src/rom2/rom2.sv; tb/ariane_peripherals.sv,,,"src/rom2/rom2.sv | unknown
src/rom2/rom2.sv | unknown
tb/ariane_peripherals.sv | unknown","Subject: Any bus master connected to rom2 Operation: write Object: rom2 secure_reg contents (JTAG key, AES key, access control registers) Expected guard: Write operations to rom2 must be blocked by a lock bit, privilege mechanism, or internal write-protect. Observed behavior: rom2.sv (lines 39-40) writes wdata_i into secure_reg[addr] unconditionally when req_i and we_i are asserted. No internal write-protect signal, lock bit, or address decode ignore exists. The source code comment (line 30) explicitly states 'We can read and write initial 64 bits.' Path: AXI → master[ROM2] → i_axi2rom2 → rom2_we, rom2_wdata → i_rom2 (rom2.sv) Closure verdict: All required core evidence slots are present for a candidate violation.","An attacker can overwrite the JTAG key (secure_reg[1]), AES key (secure_reg[0]), and access control registers (secure_reg[2], secure_reg[3]), enabling full system compromise, debug unlock, and privilege escalation.",high,None; RTL explicitly confirms writability.,H19-045,TP,,Sufficient,Matched H19-045: finding identifies ROM2/secure registers accessible via AXI/bus path.
proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1:F4,deepseek_v4_pro,proposed,h19_aes_rom2_security_scope,1,proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_aes_rom2_security_scope\rep_1\final_answer.json,F4,confirmed_finding,"The jtag_key is readable by software through rom2's read data path, violating the expected non-readable property.",read / jtag_key (31-bit value from rom2 secure_reg[1][31:0]) / permission-related RTL security issue,"tb/ariane_peripherals.sv
src/rom2/rom2.sv
tb/ariane_testharness.sv",tb/ariane_peripherals.sv; src/rom2/rom2.sv; tb/ariane_testharness.sv,,,"tb/ariane_peripherals.sv | unknown
src/rom2/rom2.sv | unknown
tb/ariane_testharness.sv | unknown","Subject: Any bus master with access to rom2 Operation: read Object: jtag_key (31-bit value from rom2 secure_reg[1][31:0]) Expected guard: jtag_key should be non-readable by software; only hardware debug logic should use it. Observed behavior: jtag_key is derived from rom2 secure_reg[1] (ariane_peripherals.sv line 215). rom2.sv line 47 assigns rdata_o = secure_reg[raddr_q], making the entire secure_reg, including location 1, readable via normal AXI reads to rom2. There is no write-only attribute or access protection on jtag_key's storage. Path: AXI read to rom2 (master[ROM2]) → i_axi2rom2 → rom2_rdata → rdata_o = secure_reg[raddr_q]; jtag_key = key_reg_out[1][31:0] Closure verdict: All required core evidence slots are present for a candidate violation.","Software can read the JTAG authentication key, bypassing the intended hardware-only restriction and enabling unauthorized debug access.",high,None; the read path of rom2 is clear.,H19-045,Duplicate,proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1:F3,Sufficient,Duplicate of proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1:F3: same run reports H19-045 again; original finding kept as TP. Matched H19-045: finding identifies ROM2/secure registers accessible via AXI/bus path.
proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1:F5,deepseek_v4_pro,proposed,h19_aes_rom2_security_scope,1,proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_aes_rom2_security_scope\rep_1\final_answer.json,F5,confirmed_finding,"Intermediate AES state is fully readable, violating best practices for cryptographic IP isolation.",read / AES intermediate state (inter_state) / permission-related RTL security issue,"src/aes/aes_wrapper.sv
src/aes/aes_wrapper.sv",src/aes/aes_wrapper.sv,,,"src/aes/aes_wrapper.sv | unknown
src/aes/aes_wrapper.sv | unknown","Subject: Any bus master Operation: read Object: AES intermediate state (inter_state) Expected guard: Intermediate state should not be readable, or only readable when encryption is not in progress, ideally with a lock. Observed behavior: The AES wrapper's read path (lines 141-147) unconditionally provides inter_state[127:0] sliced into 32-bit chunks on external_bus_io.rdata. There is no lock bit, no condition on encryption active (ct_valid/start), and no restricted address visibility. Path: AXI/APB read → reg_bus_aes → external_bus_io.rdata = inter_state[...] (addresses 22-25) Closure verdict: All required core evidence slots are present for a candidate violation.","An attacker can read intermediate cryptographic state, potentially enabling advanced side-channel or differential analysis that weakens the encryption.",high,None; the read-back is unconditional.,H19-011,TP,,Sufficient,Matched H19-011: finding identifies externally visible AES internal state/registers.
proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1:F6,deepseek_v4_pro,proposed,h19_aes_rom2_security_scope,1,proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_aes_rom2_security_scope\rep_1\final_answer.json,F6,confirmed_finding,"AES configuration registers are writable during active operation without any lock, allowing operational corruption.","write / AES configuration registers (p_c, state, start) / permission-related RTL security issue","src/aes/aes_wrapper.sv
src/aes/aes_wrapper.sv",src/aes/aes_wrapper.sv,,,"src/aes/aes_wrapper.sv | unknown
src/aes/aes_wrapper.sv | unknown","Subject: Any bus master Operation: write Object: AES configuration registers (p_c, state, start) Expected guard: A lock bit should prevent writes to these registers when start=1 or ct_valid=0 (operation in progress). Observed behavior: The AES wrapper's write logic (lines 61-99) accepts writes to start, p_c[0..3], and state[0..3] whenever external_bus_io.write is asserted and address matches. There is no check of AES busy state (start, ct_valid) and no lock register. Writes during an active operation can corrupt the plaintext/key/state and potentially leak information. Path: AXI/APB write → reg_bus_aes → external_bus_io.write + addr → registers start, p_c, state updated unconditionally. Closure verdict: All required core evidence slots are present for a candidate violation.","An attacker can disrupt an ongoing AES operation, possibly causing incorrect ciphertext, fault attacks, or information leakage, and overwrite configuration mid-operation.",high,None; the write enable conditions are clearly visible.,H19-010,Duplicate,proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1:F2,Sufficient,Duplicate of proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1:F2: same run reports H19-010 again; original finding kept as TP. Matched H19-010: finding identifies AES key stored/readable without protection.
proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_2:F1,deepseek_v4_pro,proposed,h19_aes_rom2_security_scope,2,proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_2,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_aes_rom2_security_scope\rep_2\final_answer.json,F1,confirmed_finding,"The AES key is readable by any bus master; no access control is present at the peripheral level. Only the interconnect may gate transactions, but the access_ctrl values themselves might be writable (see OBL-003/006), so this is a direct exposure.","read / AES 192-bit key (key_big, driven by key_in) / permission-related RTL security issue","src/aes/aes_wrapper.sv
src/aes/aes_wrapper.sv
src/aes/aes_wrapper.sv",src/aes/aes_wrapper.sv,,,"src/aes/aes_wrapper.sv | unknown | Combinational read mux exposing key_big slices at address offsets 16-21.
src/aes/aes_wrapper.sv | unknown | key_big is directly wired to key_in with no masking.
src/aes/aes_wrapper.sv | unknown | Read path is a combinational always @(*) block without any privilege or lock condition.","Subject: Any bus master (CPU, debug AXI master via JTAG/DMI) Operation: read Object: AES 192-bit key (key_big, driven by key_in) Expected guard: Privilege level check, lock bit, or debug authentication state at the AES wrapper or APB level Observed behavior: The AES wrapper unconditionally exposes all 192 bits of the key on the read data bus through a combinational case statement with no privilege checks or lock bits. Path: AXI bus → axi2apb_64_32 → apb_to_reg → reg_bus_aes → aes_wrapper.external_bus_io.rdata (address offsets 16-21) Closure verdict: All required core evidence slots are present for a candidate violation.","Full extraction of AES key by any bus master that can access the AES address range, compromising all encrypted data.",high,,H19-010,TP,,Sufficient,Matched H19-010: finding identifies AES key stored/readable without protection.
proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_2:F2,deepseek_v4_pro,proposed,h19_aes_rom2_security_scope,2,proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_2,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_aes_rom2_security_scope\rep_2\final_answer.json,F2,confirmed_finding,Intermediate AES state is accessible to any bus master; no guard at peripheral level. This exposes internal cryptographic state.,read / AES intermediate state (inter_state[127:0]) / permission-related RTL security issue,"src/aes/aes_wrapper.sv
src/aes/aes_wrapper.sv",src/aes/aes_wrapper.sv,,,"src/aes/aes_wrapper.sv | unknown | Combinational read mux exposing inter_state slices at address offsets 22-25.
src/aes/aes_wrapper.sv | unknown | Read path is a combinational always @(*) block without any privilege or lock condition.","Subject: Any bus master (CPU, debug AXI master) Operation: read Object: AES intermediate state (inter_state[127:0]) Expected guard: Privilege check or lock to prevent observation of ongoing computation Observed behavior: The AES wrapper unconditionally exposes the full 128-bit intermediate state through a combinational read mux with no privilege checks or locks. Path: AXI bus → axi2apb_64_32 → apb_to_reg → reg_bus_aes → aes_wrapper.external_bus_io.rdata (address offsets 22-25) Closure verdict: All required core evidence slots are present for a candidate violation.","Leakage of intermediate AES state, enabling side-channel attacks or key recovery.",high,,H19-011,TP,,Sufficient,Matched H19-011: finding identifies externally visible AES internal state/registers.
proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_2:F3,deepseek_v4_pro,proposed,h19_aes_rom2_security_scope,2,proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_2,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_aes_rom2_security_scope\rep_2\final_answer.json,F3,confirmed_finding,"Both bootrom and rom2 lack hardware write protection. The write paths are active and reachable over AXI, enabling corruption of boot code and security-critical keys.",write / bootrom memory content (mem) and rom2 secure_reg (key/access_ctrl storage) / permission-related RTL security issue,"bootrom/bootrom.sv
bootrom/bootrom.sv
src/rom2/rom2.sv
src/rom2/rom2.sv",bootrom/bootrom.sv; src/rom2/rom2.sv,,,"bootrom/bootrom.sv | unknown | Always_ff block with write path assigning to mem array when we_i is high.
bootrom/bootrom.sv | unknown | mem is declared as logic, not const, allowing writes.
src/rom2/rom2.sv | unknown | Always_ff block with write path to secure_reg when we_i is high. mem is const but secure_reg is writable.
src/rom2/rom2.sv | unknown | CRitical registers (jtag_key, AES key, access_ctrl) are stored in writable secure_reg.",Subject: Any bus master with write access to ROM/ROM2 address ranges Operation: write Object: bootrom memory content (mem) and rom2 secure_reg (key/access_ctrl storage) Expected guard: Hardware-based write protection (we_i tied to 0 or address-space write-lock) Observed behavior: bootrom.sv includes an active write path (mem[addr] <= wdata_i) when we_i is asserted. rom2.sv allows writing to secure_reg after reset. No write protection or lock bit is present. Path: For bootrom: AXI → axi2mem → rom_req/rom_we → bootrom.we_i → mem write (line 263). For rom2: AXI → axi2mem → rom2_req/rom2_we → rom2.we_i → secure_reg write (line 42). Closure verdict: All required core evidence slots are present for a candidate violation.,"Boot code corruption in bootrom; modification of cryptographic keys and access control registers in rom2, enabling full privilege escalation.",high,,H19-010,Duplicate,proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_2:F1,Sufficient,Duplicate of proposed:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_2:F1: same run reports H19-010 again; original finding kept as TP. Matched H19-010: finding identifies AES key stored/readable without protection.
