run_id,input_scope,benchmark_id,case_id,case_visibility,case_result,matched_finding_ids,miss_reason,scorer_notes
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_debug_jtag_scope__rep_2,h18_debug_jtag_scope,hackatdac18,H18-009,visible,FN,,Model generalized the debug/JTAG issue and did not identify the specific password-check logic case.,No finding cites the passchk/correct/bitindex/pass password-check logic required by this GT case.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_debug_jtag_scope__rep_2,h18_debug_jtag_scope,hackatdac18,H18-010,visible,FN,,Model generalized the debug/JTAG issue and did not identify the specific password-check logic case.,No finding cites the passchk/correct/bitindex/pass password-check logic required by this GT case.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_debug_jtag_scope__rep_2,h18_debug_jtag_scope,hackatdac18,H18-012,visible,FN,,Model generalized the debug/JTAG issue and did not identify the specific password-check logic case.,No finding cites the passchk/correct/bitindex/pass password-check logic required by this GT case.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_debug_jtag_scope__rep_2,h18_debug_jtag_scope,hackatdac18,H18-028,visible,Partial,PERM-JTAG-UNAUTH-001,,"Related unauthenticated JTAG debug issue detected, but focuses on standalone adv_dbg_if/AXI path rather than official LINT path."
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_debug_jtag_scope__rep_3,h18_debug_jtag_scope,hackatdac18,H18-009,visible,FN,,Model generalized the debug/JTAG issue and did not identify the specific password-check logic case.,No finding cites the passchk/correct/bitindex/pass password-check logic required by this GT case.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_debug_jtag_scope__rep_3,h18_debug_jtag_scope,hackatdac18,H18-010,visible,FN,,Model generalized the debug/JTAG issue and did not identify the specific password-check logic case.,No finding cites the passchk/correct/bitindex/pass password-check logic required by this GT case.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_debug_jtag_scope__rep_3,h18_debug_jtag_scope,hackatdac18,H18-012,visible,FN,,Model generalized the debug/JTAG issue and did not identify the specific password-check logic case.,No finding cites the passchk/correct/bitindex/pass password-check logic required by this GT case.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_debug_jtag_scope__rep_3,h18_debug_jtag_scope,hackatdac18,H18-028,visible,TP,PERM-JTAG-UNAUTH-DEBUG-BUS-001,,Correctly detects the official unprotected JTAG-to-LINT debug path.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_fc_core_security_scope__rep_1,h18_fc_core_security_scope,hackatdac18,H18-025,visible,Partial,FIND-01,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_fc_core_security_scope__rep_1,h18_fc_core_security_scope,hackatdac18,H18-027,visible,Partial,FIND-02,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_fc_core_security_scope__rep_1,h18_fc_core_security_scope,hackatdac18,H18-017,visible,Partial,FIND-04,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_fc_core_security_scope__rep_2,h18_fc_core_security_scope,hackatdac18,H18-025,visible,Partial,F01,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_fc_core_security_scope__rep_2,h18_fc_core_security_scope,hackatdac18,H18-027,visible,Partial,F04,,Matched by Partial finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_fc_core_security_scope__rep_2,h18_fc_core_security_scope,hackatdac18,H18-017,visible,Partial,F02,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_fc_core_security_scope__rep_3,h18_fc_core_security_scope,hackatdac18,H18-025,visible,Partial,F-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_fc_core_security_scope__rep_3,h18_fc_core_security_scope,hackatdac18,H18-027,visible,Partial,F-004,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_fc_core_security_scope__rep_3,h18_fc_core_security_scope,hackatdac18,H18-017,visible,FN,,No finding sufficiently identifies APB-visible debug/register-file write path for code-injection semantics.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_fc_core_security_scope__rep_1,h18_fc_core_security_scope,hackatdac18,H18-025,visible,FN,,No finding sufficiently identifies missing privilege mediation in zero-riscy CSR instruction/write path.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_fc_core_security_scope__rep_1,h18_fc_core_security_scope,hackatdac18,H18-027,visible,TP,PERM-IRQ-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_fc_core_security_scope__rep_1,h18_fc_core_security_scope,hackatdac18,H18-017,visible,TP,PERM-DBG-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_fc_core_security_scope__rep_2,h18_fc_core_security_scope,hackatdac18,H18-025,visible,FN,,No finding sufficiently identifies missing privilege mediation in zero-riscy CSR instruction/write path.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_fc_core_security_scope__rep_2,h18_fc_core_security_scope,hackatdac18,H18-027,visible,TP,FC-PERM-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_fc_core_security_scope__rep_2,h18_fc_core_security_scope,hackatdac18,H18-017,visible,FN,,No finding sufficiently identifies APB-visible debug/register-file write path for code-injection semantics.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_fc_core_security_scope__rep_3,h18_fc_core_security_scope,hackatdac18,H18-025,visible,FN,,No finding sufficiently identifies missing privilege mediation in zero-riscy CSR instruction/write path.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_fc_core_security_scope__rep_3,h18_fc_core_security_scope,hackatdac18,H18-027,visible,TP,PERM-IRQ-APB-UNPROTECTED,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_fc_core_security_scope__rep_3,h18_fc_core_security_scope,hackatdac18,H18-017,visible,TP,PERM-DEBUG-APB-UNPROTECTED,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_1,h18_gpio_apb_scope,hackatdac18,H18-004,visible,TP,F-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_1,h18_gpio_apb_scope,hackatdac18,H18-005,visible,FN,,No finding identifies reset clearing r_gpio_lock and breaking lock-state lifecycle.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_1,h18_gpio_apb_scope,hackatdac18,H18-001,visible,FN,,No finding identifies the UDMA/SPI master versus SoC control address-range overlap.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_1,h18_gpio_apb_scope,hackatdac18,H18-006,visible,FN,,No finding identifies APB/peripheral address aliasing through interconnect and APB node selection.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_1,h18_gpio_apb_scope,hackatdac18,H18-008,visible,FN,,"No finding identifies GPIO, UDMA/SPI, and SoC control APB range overlap.",FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_2,h18_gpio_apb_scope,hackatdac18,H18-004,visible,TP,F-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_2,h18_gpio_apb_scope,hackatdac18,H18-005,visible,FN,,No finding identifies reset clearing r_gpio_lock and breaking lock-state lifecycle.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_2,h18_gpio_apb_scope,hackatdac18,H18-001,visible,FN,,No finding identifies the UDMA/SPI master versus SoC control address-range overlap.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_2,h18_gpio_apb_scope,hackatdac18,H18-006,visible,FN,,No finding identifies APB/peripheral address aliasing through interconnect and APB node selection.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_2,h18_gpio_apb_scope,hackatdac18,H18-008,visible,FN,,"No finding identifies GPIO, UDMA/SPI, and SoC control APB range overlap.",FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_3,h18_gpio_apb_scope,hackatdac18,H18-004,visible,TP,F-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_3,h18_gpio_apb_scope,hackatdac18,H18-005,visible,FN,,No finding identifies reset clearing r_gpio_lock and breaking lock-state lifecycle.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_3,h18_gpio_apb_scope,hackatdac18,H18-001,visible,FN,,No finding identifies the UDMA/SPI master versus SoC control address-range overlap.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_3,h18_gpio_apb_scope,hackatdac18,H18-006,visible,FN,,No finding identifies APB/peripheral address aliasing through interconnect and APB node selection.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_3,h18_gpio_apb_scope,hackatdac18,H18-008,visible,FN,,"No finding identifies GPIO, UDMA/SPI, and SoC control APB range overlap.",FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_1,h18_gpio_apb_scope,hackatdac18,H18-004,visible,TP,GPIO_APB_LOCK_BYPASS_MUTABLE_LOCK,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_1,h18_gpio_apb_scope,hackatdac18,H18-005,visible,FN,,No finding identifies reset clearing r_gpio_lock and breaking lock-state lifecycle.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_1,h18_gpio_apb_scope,hackatdac18,H18-001,visible,Partial,GPIO_APB_OVERLAPPING_ADDRESS_DECODE,,"Overlap finding contains correct APB range/decoder evidence, but does not separately articulate this GT case with full case-specific detail."
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_1,h18_gpio_apb_scope,hackatdac18,H18-006,visible,Partial,GPIO_APB_OVERLAPPING_ADDRESS_DECODE,,"Overlap finding contains correct APB range/decoder evidence, but does not separately articulate this GT case with full case-specific detail."
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_1,h18_gpio_apb_scope,hackatdac18,H18-008,visible,TP,GPIO_APB_OVERLAPPING_ADDRESS_DECODE,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_2,h18_gpio_apb_scope,hackatdac18,H18-004,visible,Partial,GPIO_APB_PERMISSION_001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_2,h18_gpio_apb_scope,hackatdac18,H18-005,visible,FN,,No finding identifies reset clearing r_gpio_lock and breaking lock-state lifecycle.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_2,h18_gpio_apb_scope,hackatdac18,H18-001,visible,FN,,No finding identifies the UDMA/SPI master versus SoC control address-range overlap.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_2,h18_gpio_apb_scope,hackatdac18,H18-006,visible,FN,,No finding identifies APB/peripheral address aliasing through interconnect and APB node selection.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_2,h18_gpio_apb_scope,hackatdac18,H18-008,visible,FN,,"No finding identifies GPIO, UDMA/SPI, and SoC control APB range overlap.",FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_3,h18_gpio_apb_scope,hackatdac18,H18-004,visible,FN,,No finding identifies REG_GPIOLOCK/r_gpio_lock as directly software-writable.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_3,h18_gpio_apb_scope,hackatdac18,H18-005,visible,FN,,No finding identifies reset clearing r_gpio_lock and breaking lock-state lifecycle.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_3,h18_gpio_apb_scope,hackatdac18,H18-001,visible,FN,,No finding identifies the UDMA/SPI master versus SoC control address-range overlap.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_3,h18_gpio_apb_scope,hackatdac18,H18-006,visible,FN,,No finding identifies APB/peripheral address aliasing through interconnect and APB node selection.,FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_3,h18_gpio_apb_scope,hackatdac18,H18-008,visible,FN,,"No finding identifies GPIO, UDMA/SPI, and SoC control APB range overlap.",FN under current GT hit criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_1,h19_access_control_fabric_scope,hackatdac19,H19-001,visible,TP,F-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_1,h19_access_control_fabric_scope,hackatdac19,H19-041,visible,FN,,No finding identifies lower-privilege access to DRAM through the access-control matrix.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_2,h19_access_control_fabric_scope,hackatdac19,H19-001,visible,FN,,No matched finding for H19-001.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_2,h19_access_control_fabric_scope,hackatdac19,H19-041,visible,FN,,No finding identifies lower-privilege access to DRAM through the access-control matrix.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_3,h19_access_control_fabric_scope,hackatdac19,H19-001,visible,TP,F-02,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_3,h19_access_control_fabric_scope,hackatdac19,H19-041,visible,FN,,No finding identifies lower-privilege access to DRAM through the access-control matrix.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_1,h19_access_control_fabric_scope,hackatdac19,H19-001,visible,TP,FINDING-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_1,h19_access_control_fabric_scope,hackatdac19,H19-041,visible,FN,,No finding identifies lower-privilege access to DRAM through the access-control matrix.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_2,h19_access_control_fabric_scope,hackatdac19,H19-001,visible,TP,FINDING-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_2,h19_access_control_fabric_scope,hackatdac19,H19-041,visible,FN,,No finding identifies lower-privilege access to DRAM through the access-control matrix.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_3,h19_access_control_fabric_scope,hackatdac19,H19-001,visible,TP,FINDING-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_3,h19_access_control_fabric_scope,hackatdac19,H19-041,visible,FN,,No finding identifies lower-privilege access to DRAM through the access-control matrix.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_1,h19_aes_rom2_security_scope,hackatdac19,H19-010,visible,TP,F-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_1,h19_aes_rom2_security_scope,hackatdac19,H19-011,visible,FN,,No finding sufficiently matches H19-011 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_1,h19_aes_rom2_security_scope,hackatdac19,H19-014,visible,FN,,No finding sufficiently matches H19-014 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_1,h19_aes_rom2_security_scope,hackatdac19,H19-015,visible,FN,,No finding sufficiently matches H19-015 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_1,h19_aes_rom2_security_scope,hackatdac19,H19-017,visible,FN,,No finding sufficiently matches H19-017 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_1,h19_aes_rom2_security_scope,hackatdac19,H19-045,visible,TP,F-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_1,h19_aes_rom2_security_scope,hackatdac19,H19-058,visible,FN,,No finding sufficiently matches H19-058 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_2,h19_aes_rom2_security_scope,hackatdac19,H19-010,visible,TP,F-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_2,h19_aes_rom2_security_scope,hackatdac19,H19-011,visible,FN,,No finding sufficiently matches H19-011 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_2,h19_aes_rom2_security_scope,hackatdac19,H19-014,visible,FN,,No finding sufficiently matches H19-014 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_2,h19_aes_rom2_security_scope,hackatdac19,H19-015,visible,FN,,No finding sufficiently matches H19-015 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_2,h19_aes_rom2_security_scope,hackatdac19,H19-017,visible,FN,,No finding sufficiently matches H19-017 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_2,h19_aes_rom2_security_scope,hackatdac19,H19-045,visible,TP,F-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_2,h19_aes_rom2_security_scope,hackatdac19,H19-058,visible,TP,F-004,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_3,h19_aes_rom2_security_scope,hackatdac19,H19-010,visible,TP,F-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_3,h19_aes_rom2_security_scope,hackatdac19,H19-011,visible,FN,,No finding sufficiently matches H19-011 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_3,h19_aes_rom2_security_scope,hackatdac19,H19-014,visible,FN,,No finding sufficiently matches H19-014 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_3,h19_aes_rom2_security_scope,hackatdac19,H19-015,visible,FN,,No finding sufficiently matches H19-015 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_3,h19_aes_rom2_security_scope,hackatdac19,H19-017,visible,FN,,No finding sufficiently matches H19-017 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_3,h19_aes_rom2_security_scope,hackatdac19,H19-045,visible,TP,F-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_3,h19_aes_rom2_security_scope,hackatdac19,H19-058,visible,FN,,No finding sufficiently matches H19-058 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_1,h19_aes_rom2_security_scope,hackatdac19,H19-010,visible,TP,PERM-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_1,h19_aes_rom2_security_scope,hackatdac19,H19-011,visible,FN,,No finding sufficiently matches H19-011 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_1,h19_aes_rom2_security_scope,hackatdac19,H19-014,visible,FN,,No finding sufficiently matches H19-014 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_1,h19_aes_rom2_security_scope,hackatdac19,H19-015,visible,FN,,No finding sufficiently matches H19-015 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_1,h19_aes_rom2_security_scope,hackatdac19,H19-017,visible,FN,,No finding sufficiently matches H19-017 hit criteria.,FN under current GT criteria.
