model_family,method_name,input_scope,benchmark_id,case_id,case_result,hit_repetitions,representative_finding_uid,representative_evidence_quality,notes
gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,hackatdac21,H21-042,TP,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-001,Sufficient,
gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,hackatdac21,H21-043,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_dma_pmp_expansion_scope,hackatdac21,H21-045,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,hackatdac21,H21-046,TP,1,ours_chain_context:gemini_3.1_pro_preview:h21_fuse_rng_rsa_expansion_scope:rep_1:F-011,Sufficient,
gemini_3.1_pro_preview,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-047,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,hackatdac21,H21-048,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,hackatdac21,H21-049,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_dma_pmp_expansion_scope,hackatdac21,H21-052,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_jtag_auth_expansion_scope,hackatdac21,H21-053,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_dma_pmp_expansion_scope,hackatdac21,H21-054,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_dma_pmp_expansion_scope,hackatdac21,H21-055,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_dma_pmp_expansion_scope,hackatdac21,H21-056,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_dma_pkt_scope,hackatdac21,H21-059,TP,1,ours_chain_context:gemini_3.1_pro_preview:h21_dma_pkt_scope:rep_1:F-014,Sufficient,
gemini_3.1_pro_preview,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-060,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_dma_pmp_expansion_scope,hackatdac21,H21-064,TP,1,ours_chain_context:gemini_3.1_pro_preview:h21_dma_pmp_expansion_scope:rep_1:F-007,Sufficient,
gemini_3.1_pro_preview,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,hackatdac21,H21-069,TP,1,ours_chain_context:gemini_3.1_pro_preview:h21_fuse_rng_rsa_expansion_scope:rep_1:F-045,Sufficient,
gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-072,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-073,TP,1,ours_chain_context:gemini_3.1_pro_preview:h21_crypto_security_scope:rep_1:F-032,Sufficient,
gemini_3.1_pro_preview,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-074,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-075,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-076,TP,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-012,Sufficient,
gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-077,TP,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-002,Sufficient,
gemini_3.1_pro_preview,ours_chain_context,h21_dma_pkt_scope,hackatdac21,H21-078,TP,1,ours_chain_context:gemini_3.1_pro_preview:h21_dma_pkt_scope:rep_1:F-012,Sufficient,
gemini_3.1_pro_preview,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-079,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-080,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-081,TP,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-014,Sufficient,
gemini_3.1_pro_preview,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,hackatdac21,H21-095,TP,1,ours_chain_context:gemini_3.1_pro_preview:h21_fuse_rng_rsa_expansion_scope:rep_1:F-050,Sufficient,
gemini_3.1_pro_preview,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-097,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-098,FN,,,,
gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,hackatdac21,H21-099,FN,,,,
