run_id,finding_id,input_scope,claimed_summary,claimed_files,claimed_modules,claimed_signals,matched_case_id,detection_match,evidence_quality,confidence_label,wrong_localization,insufficient_evidence,fabricated_evidence,unsupported_claim,overconfidence,scorer_notes
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_dma_pkt_scope__rep_3,F-03,h21_dma_pkt_scope,Register lock for reglk_mem[2] reloads from wrong source (reglk_mem[3]) when locked,piton/design/chip/tile/ariane/src/reglk/reglk_wrapper.sv,reglk_wrapper,reglk_mem[2]; reglk_mem write case statement,,FP,Insufficient,high,yes,yes,no,no,yes,reglk source bug not visible DMA/PKT GT.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_dma_pkt_scope__rep_3,F-04,h21_dma_pkt_scope,PKT wrapper lacks write-lock protection on fuse control registers,piton/design/chip/tile/ariane/src/pkt/pkt_wrapper.sv,pkt_wrapper,"fuse_req_o, fuse_addr_o; fuse_req_o/fuse_addr_o write block; reglk_ctrl_i",H21-078,TP,Sufficient,high,no,no,no,no,no,Correct PKT fuse_req/fuse_addr write paths lack register-lock checks.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_1,FINDING-001,h21_dma_pkt_scope,PKT wrapper can bypass fuse read register-lock protection through an unmapped/default read path.,piton/design/chip/tile/ariane/src/pkt/pkt_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,pkt_wrapper; riscv_peripherals,"rdata, fuse_rdata_i, reglk_ctrl_i[6], fuse_addr_o; acct_ctrl_i / acc_ctrl_c[priv_lvl_i][5]; en; rdata; reglk_ctrl_i[6]; default case / fuse_addr_o; acct_ctrl_i",H21-059,TP,Sufficient,high,no,no,no,no,no,Correct PKT fuse_rdata_i default read-path leakage.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_1,FINDING-002,h21_dma_pkt_scope,Access-control registers reset to an allow-all state and are software writable through the same access-control fabric they configure.,piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,acct_wrapper; riscv_peripherals,"acc_ctrl_o, acct_mem, we_flag; en, acct_ctrl_i; acct_mem; acct_mem[00], reglk_ctrl[5]; acct_ctrl_i, acc_ctrl_o; acc_ctrl_o; en; acct_mem[00]; i_acct_wrapper",,FP,Insufficient,medium,yes,yes,no,no,yes,ACCT reset/software writable issue not visible DMA/PKT GT.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_1,FINDING-003,h21_dma_pkt_scope,Access-control output width and mapping are ambiguous; a 96-bit concatenation is assigned to a 56-bit permission vector when NB_PERIPHERALS is 14.,piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv; piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv,riscv_peripherals; acct_wrapper,"NB_PERIPHERALS, acc_ctrl; acc_ctrl_c; acc_ctrl_o, AcCt_MEM_SIZE; acc_ctrl_o; NB_PERIPHERALS / acc_ctrl; acc_ctrl_o / AcCt_MEM_SIZE",,FP,Insufficient,medium,yes,yes,no,no,yes,ACCT width/mapping issue not visible DMA/PKT GT.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_1,FINDING-004,h21_dma_pkt_scope,"DMA register access is permission-gated, but internal DMA memory permission enforcement cannot be verified because the dma module implementation is not visible.",piton/design/chip/tile/ariane/src/dma/dma_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,dma_wrapper; riscv_peripherals,"en, acct_ctrl_i; start_reg, source_addr_lsb_reg, dest_addr_lsb_reg; pmpcfg_i, pmpaddr_i, we_flag; acct_ctrl_i, pmpcfg_i, pmpaddr_i; en; DMA control/address registers; u_dma inputs; i_dma_wrapper",H21-031,Partial,Insufficient,low,yes,yes,no,no,yes,Discusses DMA control register access but frames permission-gating uncertainty rather than missing register locks.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_2,PERM-001,h21_dma_pkt_scope,"Access-control registers reset to permit-all, causing a fail-open permission state across privilege-indexed peripheral gates.",piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,acct_wrapper; riscv_peripherals,"acc_ctrl_o; en; acct_mem; acc_ctrl_c; acct_ctrl_i for ACCT; acct_ctrl_i for REGLK; acct_ctrl_i for DMA; assign acc_ctrl_o = {acct_mem[3*0+2], acct_mem[3*0+1], acct_mem[3*0+0]|{8{we_flag}}};; assign en = en_acct && acct_ctrl_i;; acct_mem[j] <= 32'hffffffff;; assign acc_ctrl_c[i][j] = acc_ctrl[j*4+i] | (j==5 && acc_ctrl[4*4+i]);; .acct_ctrl_i   ( acc_ctrl_c[priv_lvl_i][6]),; .acct_ctrl_i   ( acc_ctrl_c[priv_lvl_i][9]),; .acct_ctrl_i   ( acc_ctrl_c[priv_lvl_i][8]),",,FP,Insufficient,high,yes,yes,no,no,yes,ACCT fail-open finding not visible DMA/PKT GT.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_2,PERM-002,h21_dma_pkt_scope,DMA control registers inherit a default-open permission gate and can be programmed with transfer addresses and length.,piton/design/chip/tile/ariane/src/dma/dma_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,dma_wrapper; riscv_peripherals,"en; start_reg/length_reg/source_addr_lsb_reg/source_addr_msb_reg/dest_addr_lsb_reg/dest_addr_msb_reg write path; u_dma control inputs; DMA acct_ctrl_i; dma_axi_req.aw.prot; dma_axi_req.ar.prot; assign en = en_acct && acct_ctrl_i;; else if(en && we); case(address[7:3]) updates start_reg, length_reg, source_addr_lsb_reg, source_addr_msb_reg, dest_addr_lsb_reg, dest_addr_msb_reg; .start_i(start_reg), .length_i(length_reg), .source_addr_lsb_i(source_addr_lsb_reg), .source_addr_msb_i(source_addr_msb_reg), .dest_addr_lsb_i(dest_addr_lsb_reg), .dest_addr_msb_i(dest_addr_msb_reg), .pmpcfg_i(pmpcfg_i), .pmpaddr_i(pmpaddr_i), .we_flag(we_flag); .acct_ctrl_i   ( acc_ctrl_c[priv_lvl_i][8]),; assign dma_axi_req.aw.prot   = '0;; assign dma_axi_req.ar.prot   = '0;",H21-031,Partial,Insufficient,medium,yes,yes,no,no,yes,"Identifies DMA registers programmable under default-open permission, but does not specifically show missing register-lock enforcement."
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_2,PERM-003,h21_dma_pkt_scope,"we_flag can force selected access-control bits enabled, creating a possible permission override path.",piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,acct_wrapper; riscv_peripherals,"acc_ctrl_o/we_flag override; we_flag_0 to ACCT; we_flag_3 to DMA; assign acc_ctrl_o = {acct_mem[3*0+2], acct_mem[3*0+1], acct_mem[3*0+0]|{8{we_flag}}};; .we_flag       ( we_flag_0 ),; .we_flag       ( we_flag_3 ),",,FP,Insufficient,medium,yes,yes,no,no,yes,we_flag override not visible DMA/PKT GT.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_3,FINDING-001,h21_dma_pkt_scope,"DMA MMIO permissions reset to an all-allow state, making DMA configuration default-accessible through the visible privilege access-control path.",piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv; piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv; piton/design/chip/tile/ariane/src/dma/dma_wrapper.sv,riscv_peripherals; acct_wrapper; dma_wrapper,"acct_ctrl_i / acc_ctrl_c[priv_lvl_i][8]; acc_ctrl_c; acc_ctrl_o; acct_mem; en; .acct_ctrl_i   ( acc_ctrl_c[priv_lvl_i][8]); assign acc_ctrl_c[i][j] = acc_ctrl[j*4+i] | (j==5 && acc_ctrl[4*4+i]);; assign acc_ctrl_o = {acct_mem[3*0+2], acct_mem[3*0+1], acct_mem[3*0+0]|{8{we_flag}}};; acct_mem[j] <= 32'hffffffff;; assign en = en_acct && acct_ctrl_i;",H21-031,Partial,Insufficient,high,yes,yes,no,no,yes,DMA default-accessibility finding is related but not the specific missing register-lock GT.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_3,FINDING-002,h21_dma_pkt_scope,"The visible DMA wrapper permits arbitrary software-programmed DMA addresses, with transfer-time permission enforcement delegated to an unseen module.",piton/design/chip/tile/ariane/src/dma/dma_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,dma_wrapper; riscv_peripherals,"start_reg; source_addr_lsb_reg; dest_addr_lsb_reg; pmpcfg_i; we_flag; dma_axi_req.aw.prot; dma_axi_req.ar.prot; start_reg <= wdata;; source_addr_lsb_reg <= wdata;; dest_addr_lsb_reg <= wdata;; .pmpcfg_i      ( pmpcfg_i        ),; .we_flag       ( we_flag         ); assign dma_axi_req.aw.prot   = '0;; assign dma_axi_req.ar.prot   = '0;",,FP,Insufficient,medium,yes,yes,no,no,yes,Arbitrary DMA addresses/permission delegation is not the DMA register-lock GT.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_3,FINDING-003,h21_dma_pkt_scope,"Permission registers reset permissive and lock registers reset unlocked, making the access-control plane dependent on later software hardening.",piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv; piton/design/chip/tile/ariane/src/reglk/reglk_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,acct_wrapper; reglk_wrapper; riscv_peripherals,"acct_mem; acct_mem write path; reglk_mem; acc_ctrl; reglk_ctrl; acct_mem[j] <= 32'hffffffff;; else if(en && we); reglk_mem[j] <= 'h0;; .acc_ctrl_o    ( acc_ctrl  ),; .reglk_ctrl_o  ( reglk_ctrl     ),",,FP,Insufficient,medium,yes,yes,no,no,yes,Generic permission/lock reset issue not specific to DMA/PKT GT.
