model_family,method_name,input_scope,benchmark_id,case_id,case_result,hit_repetitions,representative_finding_uid,representative_evidence_quality,notes
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,hackatdac19,H19-054,TP,1,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-006,Sufficient,
claude_sonnet_4-6,ours_chain_context,h19_jtag_debug_expansion_scope,hackatdac19,H19-055,FN,,,,
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,hackatdac19,H19-056,TP,1,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-045,Sufficient,
claude_sonnet_4-6,ours_chain_context,h19_jtag_debug_expansion_scope,hackatdac19,H19-057,FN,,,,
claude_sonnet_4-6,ours_chain_context,h19_aes_rom2_security_scope,hackatdac19,H19-058,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_jtag_auth_expansion_scope,hackatdac21,H21-001,TP,1,ours_chain_context:claude_sonnet_4-6:h21_jtag_auth_expansion_scope:rep_1:F-003,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_jtag_auth_expansion_scope,hackatdac21,H21-002,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_jtag_auth_expansion_scope,hackatdac21,H21-003,TP,1,ours_chain_context:claude_sonnet_4-6:h21_jtag_auth_expansion_scope:rep_1:F-029,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_jtag_auth_expansion_scope,hackatdac21,H21-004,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_access_lock_scope,hackatdac21,H21-005,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_jtag_auth_expansion_scope,hackatdac21,H21-007,TP,1,ours_chain_context:claude_sonnet_4-6:h21_jtag_auth_expansion_scope:rep_1:F-008,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-009,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-012,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-013,TP,1,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-041,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_jtag_auth_expansion_scope,hackatdac21,H21-030,TP,1,ours_chain_context:claude_sonnet_4-6:h21_jtag_auth_expansion_scope:rep_1:F-002,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_dma_pkt_scope,hackatdac21,H21-031,TP,1,ours_chain_context:claude_sonnet_4-6:h21_dma_pkt_scope:rep_1:F-004,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-032,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-033,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-034,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_access_lock_scope,hackatdac21,H21-035,TP,1,ours_chain_context:claude_sonnet_4-6:h21_access_lock_scope:rep_1:F-006,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-036,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-039,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_access_lock_scope,hackatdac21,H21-042,TP,1,ours_chain_context:claude_sonnet_4-6:h21_access_lock_scope:rep_1:F-002,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_access_lock_scope,hackatdac21,H21-043,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_dma_pmp_expansion_scope,hackatdac21,H21-045,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,hackatdac21,H21-046,TP,1,ours_chain_context:claude_sonnet_4-6:h21_fuse_rng_rsa_expansion_scope:rep_1:F-004,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-047,TP,1,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-011,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_access_lock_scope,hackatdac21,H21-048,TP,1,ours_chain_context:claude_sonnet_4-6:h21_access_lock_scope:rep_1:F-048,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_access_lock_scope,hackatdac21,H21-049,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_dma_pmp_expansion_scope,hackatdac21,H21-052,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_jtag_auth_expansion_scope,hackatdac21,H21-053,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_dma_pmp_expansion_scope,hackatdac21,H21-054,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_dma_pmp_expansion_scope,hackatdac21,H21-055,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_dma_pmp_expansion_scope,hackatdac21,H21-056,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_dma_pkt_scope,hackatdac21,H21-059,TP,1,ours_chain_context:claude_sonnet_4-6:h21_dma_pkt_scope:rep_1:F-031,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-060,TP,1,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-040,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_dma_pmp_expansion_scope,hackatdac21,H21-064,TP,1,ours_chain_context:claude_sonnet_4-6:h21_dma_pmp_expansion_scope:rep_1:F-001,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,hackatdac21,H21-069,TP,1,ours_chain_context:claude_sonnet_4-6:h21_fuse_rng_rsa_expansion_scope:rep_1:F-030,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-072,TP,1,ours_chain_context:claude_sonnet_4-6:h21_access_reglock_reset_expansion_scope:rep_1:F-047,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-073,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-074,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-075,TP,1,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-051,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-076,TP,1,ours_chain_context:claude_sonnet_4-6:h21_access_reglock_reset_expansion_scope:rep_1:F-004,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-077,TP,1,ours_chain_context:claude_sonnet_4-6:h21_access_reglock_reset_expansion_scope:rep_1:F-043,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_dma_pkt_scope,hackatdac21,H21-078,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-079,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-080,TP,1,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-005,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_access_reglock_reset_expansion_scope,hackatdac21,H21-081,TP,1,ours_chain_context:claude_sonnet_4-6:h21_access_reglock_reset_expansion_scope:rep_1:F-048,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,hackatdac21,H21-095,TP,1,ours_chain_context:claude_sonnet_4-6:h21_fuse_rng_rsa_expansion_scope:rep_1:F-063,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-097,FN,,,,
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,hackatdac21,H21-098,TP,1,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-027,Sufficient,
claude_sonnet_4-6,ours_chain_context,h21_access_lock_scope,hackatdac21,H21-099,FN,,,,
