model_family,method_name,input_scope,repetition,matched_case_id,detection_match,representative_finding_uid,duplicate_count,fp_count,example_summaries
gemini_3.1_pro_preview,ours_chain_context,h18_gpio_apb_scope,1,H18-004,TP,ours_chain_context:gemini_3.1_pro_preview:h18_gpio_apb_scope:rep_1:F-002,0,0,The GPIO lock mechanism for the output register (r_gpio_out) is bypassed when writing via the REG_PADOUTSET address.
gemini_3.1_pro_preview,ours_chain_context,h19_access_control_fabric_scope,1,,FP,ours_chain_context:gemini_3.1_pro_preview:h19_access_control_fabric_scope:rep_1:F-001,0,2,"Hardcoded access control exception allows AXI manager 6 to bypass its own permissions and inherit manager 7's access rights.
---
Unauthenticated and unrestricted write access to sensitive cryptographic keys and access control configurations, alongside unintended truncation/zero-padding of key data."
gemini_3.1_pro_preview,ours_chain_context,h19_aes_rom2_security_scope,1,,FP,ours_chain_context:gemini_3.1_pro_preview:h19_aes_rom2_security_scope:rep_1:F-002,0,5,"The AES wrapper module exposes its internal cryptographic key to memory-mapped reads, leading to a sensitive readback vulnerability.
---
Sensitive readback vulnerability in AES wrapper where the 192-bit cryptographic key is directly accessible over the memory-mapped register interface.
---
Sensitive keys (AES, JTAG, Access Control) stored in rom2 are exposed to arbitrary memory-mapped reads and writes.
---
The 'rom2' module exposes sensitive security configurations, including access control registers, JTAG keys, and AES keys, via a memory-mapped interface without any access control or privilege verification. Arbitrary bus masters can overwrite these configurations to escalate privileges or bypass security checks.
---
Hardcoded access control bypass grants Manager 6 the permissions of Manager 7."
gemini_3.1_pro_preview,ours_chain_context,h19_aes_rom2_security_scope,1,H19-010,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_aes_rom2_security_scope:rep_1:F-004,4,0,"The AES wrapper exposes the secret cryptographic key and intermediate state directly on the APB read interface without any access controls.
---
The AES wrapper exposes its secret hardware key via memory-mapped read access without any protection, allowing software to extract the hardware AES key.
---
Cryptographic key is exposed to software via memory-mapped register readback in AES wrapper.
---
The AES wrapper exposes the 192-bit cryptographic key (`key_big`) directly to the APB read interface, allowing unauthorized software or bus masters to read the plaintext key."
gemini_3.1_pro_preview,ours_chain_context,h19_aes_rom2_security_scope,1,H19-010,TP,ours_chain_context:gemini_3.1_pro_preview:h19_aes_rom2_security_scope:rep_1:F-001,0,0,"The cryptographic key used by the AES wrapper is directly exposed to software via memory-mapped read registers, allowing unauthorized extraction of sensitive key material."
gemini_3.1_pro_preview,ours_chain_context,h19_aes_rom2_security_scope,1,H19-017,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_aes_rom2_security_scope:rep_1:F-013,1,0,"The bootrom module contains logic allowing write access to its memory array, effectively making the ROM writable and violating read-only protection."
gemini_3.1_pro_preview,ours_chain_context,h19_aes_rom2_security_scope,1,H19-017,TP,ours_chain_context:gemini_3.1_pro_preview:h19_aes_rom2_security_scope:rep_1:F-012,0,0,"Boot ROM contains writable logic, allowing unauthorized modification of boot code via memory-mapped accesses."
gemini_3.1_pro_preview,ours_chain_context,h19_aes_rom2_security_scope,1,H19-045,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_aes_rom2_security_scope:rep_1:F-009,3,0,"The `rom2` module, which stores sensitive cryptographic and access control keys, exposes these keys to the system bus for unrestricted read and write access without any privilege or security checks.
---
Sensitive cryptographic and access control keys are stored in bus-accessible registers without read/write access control or privilege enforcement.
---
The `rom2` module exposes sensitive keys (AES, JTAG) and access control registers to unprotected read and write operations via the system bus, allowing any bus master to extract or modify them."
gemini_3.1_pro_preview,ours_chain_context,h19_aes_rom2_security_scope,1,H19-045,TP,ours_chain_context:gemini_3.1_pro_preview:h19_aes_rom2_security_scope:rep_1:F-006,0,0,"Unrestricted memory-mapped write access allows modification of critical system keys (AES, JTAG, access control rules)."
gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,,FP,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-005,0,15,"Privilege level check is explicitly bypassed for the machine exception program counter (CSR_MEPC), allowing arbitrary access from lower privilege levels.
---
Missing debug mode guard on the Data Cache enable signal (dcache_en_o), potentially leading to unsafe debug behavior.
---
Privilege check bypass allows unprivileged access to the Machine Exception Program Counter (MEPC).
---
Debug requests can be permanently masked during an AMO hang, and Debug CSRs lack privilege guards restricting access to Debug Mode.
---
Incorrect update of the state dirty (SD) bit in MSTATUS and SSTATUS CSRs due to using the previous FPU state."
gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,H19-009,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-008,22,0,"Privilege escalation backdoor via umode_i signal forcing Machine Mode.
---
The CPU's operating privilege level is unsafely forced to Machine Mode when the umode_i input is asserted, creating a privilege escalation vulnerability.
---
The 'umode_i' input incorrectly elevates the CPU privilege level to Machine Mode, leading to a critical privilege escalation vulnerability.
---
An input signal (`umode_i`) unconditionally elevates the processor's privilege to Machine Mode, bypassing address translation and memory protections.
---
An undocumented condition unconditionally elevates the effective privilege level to Machine Mode (PRIV_LVL_M) when 'umode_i' is active, bypassing MMU protections."
gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,H19-009,TP,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003,0,0,"Critical privilege escalation vulnerability where the core's privilege level is unconditionally escalated to Machine-mode (PRIV_LVL_M) when `umode_i` is asserted, completely bypassing internal privilege tracking."
gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,H19-020,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-002,12,0,"Explicit privilege check bypass for the Machine Exception Program Counter (MEPC) CSR.
---
Privilege check bypass for the MEPC CSR allows unprivileged read/write access.
---
Privilege check bypass on MEPC CSR allows unprivileged access.
---
Privilege check bypass allows unauthorized access to the Machine Exception Program Counter (MEPC) CSR.
---
The Machine Exception Program Counter (MEPC) CSR is bypassed in privilege access checks, allowing unprivileged read/write access."
gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,H19-020,TP,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-001,0,0,Privilege level checks for CSR access explicitly bypass protection for the Machine Exception Program Counter (MEPC) register and escalate User Mode privileges to Machine Mode.
gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,,FP,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-002,0,42,"JTAG authentication bypass on DMI writes and insecure memory-mapped access to authentication keys.
---
Sensitive security keys and access control configurations in the ROM2 peripheral can be arbitrarily read and overwritten via the AXI bus due to missing privilege or lock checks.
---
Missing access control on the rom2 peripheral allows arbitrary AXI masters to overwrite sensitive security keys.
---
The secure key registers in the ROM2 module can be overwritten by any AXI bus master without any access control or privilege checks.
---
Missing write protection on secure_reg allows arbitrary modification of access control policies and keys."
gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,H19-005,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-028,3,0,"Debug module authentication is completely bypassed by hardcoding the authenticated status to true.
---
The debug module omits debug authentication, hardcoding the `authenticated` status to true and granting open access to privileged debug commands.
---
The debug module does not implement authentication, hardcoding the authenticated status to true. This grants arbitrary debug and system bus access without any access control."
gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,H19-005,TP,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-009,0,0,"The debug module completely omits authentication, hardcoding the authenticated state to true and always returning success for debug requests."
gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,H19-047,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-013,3,0,"JTAG DMI write operations bypass the password authentication check, allowing unauthenticated JTAG writes.
---
Missing authentication guard on JTAG DMI write operations allows an unauthenticated attacker to bypass the password check and perform arbitrary writes.
---
Missing access control check on JTAG DMI write operations allows an attacker to bypass the JTAG password lock and perform arbitrary writes."
gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,H19-047,TP,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-012,0,0,Unauthenticated JTAG DMI write access due to missing password check for DTM_WRITE commands.
gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,H19-050,TP,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-001,0,0,"The `rom2` module allows unrestricted memory-mapped writes to `secure_reg`, which contains system access control policies and the JTAG debug key."
gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,H19-051,TP,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-049,0,0,"The debug authentication state `pass_chk` is improperly implemented as an inferred latch within combinational logic, making the system vulnerable to glitch attacks and preventing the debug privilege from being revoked upon JTAG reset."
gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,,FP,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-001,0,53,"Unrestricted AXI writes allow arbitrary modification of system access controls and JTAG debug keys.
---
JTAG write operations bypass password authentication, and sensitive key/access control registers are exposed to unrestricted software memory-mapped accesses.
---
Unprotected memory-mapped writes to the ROM2 key and configuration registers allow dynamic modification of hardware access controls.
---
Missing access control on sensitive memory-mapped key registers in rom2.
---
Missing access control checks on memory-mapped key registers allow arbitrary read and write of sensitive JTAG and access control keys."
gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,H19-046,TP,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-009,0,0,"The JTAG debug authentication key (`jtag_key`) is left unconnected when instantiating the JTAG Debug Module Interface (`dmi_jtag`) in hardware integration modules, allowing unauthorized debug access."
gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,,FP,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-002,0,38,"Privilege-based access control signal (acct_ctrl_i) is ignored in peripheral wrappers like hmac_wrapper, completely bypassing intended permission checks.
---
AXI privilege and security signals (`prot`) are hardcoded to zero for accesses to the Access Control (ACCT) module, stripping transaction security context.
---
Lock bypass vulnerability in acct_wrapper due to an out-of-bounds register lock control bit check.
---
A soft reset signal (rst_6) bypasses register locks on the access control memory, allowing an attacker to revert protected security permissions to a permissive state.
---
Missing privilege check in HMAC wrapper allows bypassing of access control."
gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,H21-005,TP,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-019,0,0,The access control matrix contains a critical privilege escalation flaw where granting access to the HMAC peripheral automatically bypasses permissions to grant access to the PKT (fuse) peripheral.
gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,H21-042,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-006,2,0,"Access control registers are unsafely initialized to all 1s (fail-open) on reset, granting full permissions by default.
---
The access control wrapper (acct_wrapper) resets to a permissive fail-open state, allowing an unsafe localized reset to bypass register locks."
gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,H21-042,TP,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-001,0,0,"Soft reset (rst_6) resets the access control memory (acct_mem) to a permissive state (all 1s), bypassing register locks and granting full permissions."
gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,,FP,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-001,0,24,"Missing privilege access control check (`acct_ctrl_i`) for memory-mapped reads in peripheral wrappers.
---
Bypassed register lock for access control memory due to out-of-bounds signal zero-extension.
---
The access control module (`acct_wrapper`) exhibits a fail-open vulnerability by resetting its access control memory (`acct_mem`) to `0xffffffff` upon a soft reset (`rst_6`).
---
An unprotected soft reset signal (rst_6) allows bypassing of register locks (reglk_ctrl) to revert access control memory (acct_mem) to a permissive default state.
---
Missing privilege check allows unauthorized modification of access control and register lock configurations."
gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,H21-076,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-015,1,0,"The register lock state (`reglk_mem`) can be unsafely cleared by a JTAG unlock signal or a software-controllable reset (`rst_9`), allowing systemic bypass of register protections."
gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,H21-076,TP,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-012,0,0,"The register lock memory (reglk_mem) is unsafely cleared by a soft reset (rst_9) and JTAG unlock, allowing software or debug interfaces to bypass security locks."
gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,H21-077,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-004,3,0,"Typographical error in write protection logic for access control registers allows complete register lock bypass.
---
Insecure fail-open default and bypass of access control locks via software-controllable soft reset.
---
Lock mechanism bypass in acct_wrapper due to out-of-bounds zero-extended lock control bit check."
gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,H21-077,TP,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-002,0,0,"The write lock for acct_mem[3:5] in acct_wrapper is permanently bypassed due to an out-of-bounds bit index (reglk_ctrl[13]), allowing unauthorized modification of access control policies."
gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,H21-081,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-028,2,0,"The reset controller's AXI interface hardcodes its response to OKAY (2'b00), silently dropping transactions that violate access control or register locks without informing the master.
---
Software-triggerable soft reset clears all register locks globally, causing a fail-open state."
gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,H21-081,TP,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-014,0,0,"The register lock state can be completely bypassed by asserting a software-controllable reset. The lock memory (`reglk_mem`) clears to `0` when `rst_9` is asserted. `rst_9` is controlled by the `rst_wrapper` module, allowing software to reset the lock module and bypass all register protections across the system."
gemini_3.1_pro_preview,ours_chain_context,h21_crypto_security_scope,1,,FP,ours_chain_context:gemini_3.1_pro_preview:h21_crypto_security_scope:rep_1:F-001,0,61,"Insecure fail-open reset behavior in access control memory allows privilege escalation via soft reset.
---
AXI protection signals (`prot`) are erroneously tied to zero for AXI-lite requests to the Access Control (ACCT) module, stripping privilege and security state.
---
Lock protection for access control memory is bypassed due to an out-of-bounds bit check on an 8-bit lock register, leaving critical memory permanently unlocked.
---
Cryptographic keys in multiple wrappers are not masked during debug mode, leading to potential key leakage or misuse by an attacker with debug access.
---
Unsafe soft reset in the access control module (acct_wrapper) reverts peripheral protections to a fully permissive state."
gemini_3.1_pro_preview,ours_chain_context,h21_crypto_security_scope,1,H21-073,TP,ours_chain_context:gemini_3.1_pro_preview:h21_crypto_security_scope:rep_1:F-032,0,0,"The AES2 wrapper module receives an access control privilege signal but fails to enforce it, allowing unprivileged access to the AES crypto engine."
gemini_3.1_pro_preview,ours_chain_context,h21_dma_pkt_scope,1,,FP,ours_chain_context:gemini_3.1_pro_preview:h21_dma_pkt_scope:rep_1:F-001,0,24,"Access control memory resets to an unsafe default-allow state (all 1s), granting unrestricted access to all peripherals upon reset.
---
AXI protection signals (prot) are mistakenly tied off to zero, stripping privilege and security metadata from transactions to the access controller.
---
Register lock bypass in `acct_wrapper` due to zero-extension of an 8-bit lock control signal, allowing unrestricted writes to protected access control memory.
---
The write lock for access control registers acct_mem[3:5] is permanently bypassed due to checking an out-of-bounds bit on a zero-extended register lock signal.
---
A soft reset signal (rst_6) can clear the access control memory (acct_mem) to a default state, allowing an attacker to bypass previously programmed access restrictions."
gemini_3.1_pro_preview,ours_chain_context,h21_dma_pkt_scope,1,H21-031,TP,ours_chain_context:gemini_3.1_pro_preview:h21_dma_pkt_scope:rep_1:F-008,0,0,"The dma_wrapper module receives a register lock signal (reglk_ctrl_i) but fails to use it to guard register writes, bypassing the system's register lockdown protections."
gemini_3.1_pro_preview,ours_chain_context,h21_dma_pkt_scope,1,H21-059,TP,ours_chain_context:gemini_3.1_pro_preview:h21_dma_pkt_scope:rep_1:F-014,0,0,Bypass of fuse read lock via leaky default case in pkt_wrapper and incorrect lock state update in reglk_wrapper.
gemini_3.1_pro_preview,ours_chain_context,h21_dma_pkt_scope,1,H21-078,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h21_dma_pkt_scope:rep_1:F-013,3,0,"Missing register lock check on the write path for fuse request and address registers in pkt_wrapper.
---
Missing register lock check on configuration writes allows attackers to modify the fuse address and bypass the read lock, leading to sensitive fuse data leakage.
---
Hardware register lock bypassing via unhandled default read cases exposing sensitive fuse data."
gemini_3.1_pro_preview,ours_chain_context,h21_dma_pkt_scope,1,H21-078,TP,ours_chain_context:gemini_3.1_pro_preview:h21_dma_pkt_scope:rep_1:F-012,0,0,Default assignment of sensitive fuse data to the read data bus bypasses register lock protection for certain fuse addresses.
gemini_3.1_pro_preview,ours_chain_context,h21_dma_pmp_expansion_scope,1,,FP,ours_chain_context:gemini_3.1_pro_preview:h21_dma_pmp_expansion_scope:rep_1:F-001,0,17,"Missing privilege check on memory-mapped read operations allows unauthorized information disclosure of DMA configuration.
---
The DMA controller bypasses Physical Memory Protection (PMP) checks during memory load operations if a specific condition (we_flag && length_d == 3) is met, allowing unauthorized memory reads.
---
A logic condition bypasses Physical Memory Protection (PMP) checks for DMA load operations, allowing unauthorized memory access.
---
Hardware backdoor or bypass of Physical Memory Protection (PMP) in DMA controller for specific transfer lengths.
---
The DMA controller incorrectly evaluates Physical Memory Protection (PMP) permissions using stale register states (access type and address) rather than the newly computed values for the current operation, allowing attackers to bypass write protections."
gemini_3.1_pro_preview,ours_chain_context,h21_dma_pmp_expansion_scope,1,H21-064,TP,ours_chain_context:gemini_3.1_pro_preview:h21_dma_pmp_expansion_scope:rep_1:F-007,0,0,A hardcoded backdoor bypasses DMA Physical Memory Protection (PMP) read checks when a specific flag and transfer length are used.
gemini_3.1_pro_preview,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,1,,FP,ours_chain_context:gemini_3.1_pro_preview:h21_fuse_rng_rsa_expansion_scope:rep_1:F-001,0,44,"AXI4-Lite interface hardcodes success responses, masking access control violations in secure peripherals
---
The AXI4-Lite interface hardcodes response signals to OKAY (2'b0), preventing downstream security peripherals from returning bus errors on access violations.
---
Sensitive hardware keys (JTAG, ikey, and okey hashes) stored in `fuse_mem` are vulnerable to sensitive readback via the memory mapped read interface. Additionally, a lock mechanism in `pkt_wrapper` has a bypass due to unsafe default register assignments.
---
Lock bypass and data leak in PKT wrapper due to unsafe default read assignment and incomplete address masking.
---
Missing reset on the `fuse_indx_q` register causes X-propagation at startup, violating the explicit design goal of preventing spurious Xes from reaching the core's speculative fetch stage."
gemini_3.1_pro_preview,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,1,H21-046,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h21_fuse_rng_rsa_expansion_scope:rep_1:F-012,9,0,"Unrestricted read access to hardcoded JTAG unlock keys in fuse memory allows sensitive readback.
---
The access control logic contains a hardcoded privilege escalation that aliases peripheral 4's access permissions to peripheral 5 (pkt_wrapper), exposing sensitive resources like pkey_loc. Additionally, pkt_wrapper has an unsafe default readback assignment that bypasses register locks to leak fuse memory data.
---
Register lock bypass allowing unauthorized readback of sensitive fuse data via unmapped addresses.
---
Insecure default assignment in pkt_wrapper allows bypass of register read locks for fuse memory, exposing sensitive fuse data at addresses above 110.
---
Sensitive FUSE data can be read back, bypassing the register lock, due to an unsafe default initialization of `rdata` and incomplete clearing in the unmapped address case."
gemini_3.1_pro_preview,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,1,H21-046,TP,ours_chain_context:gemini_3.1_pro_preview:h21_fuse_rng_rsa_expansion_scope:rep_1:F-011,0,0,"The readback logic in pkt_wrapper initializes the read bus to sensitive fuse data by default and fails to clear it for unmapped addresses, allowing a complete bypass of the register lock."
gemini_3.1_pro_preview,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,1,H21-069,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h21_fuse_rng_rsa_expansion_scope:rep_1:F-049,1,0,"Debug mode bypasses register lock protections, allowing unauthorized read and write access to sensitive Random Number Generator (RNG) seeds and polynomials."
gemini_3.1_pro_preview,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,1,H21-069,TP,ours_chain_context:gemini_3.1_pro_preview:h21_fuse_rng_rsa_expansion_scope:rep_1:F-045,0,0,Unsafe software-controlled reset of the Random Number Generator (RNG) allows entropy destruction and output prediction.
gemini_3.1_pro_preview,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,1,H21-095,TP,ours_chain_context:gemini_3.1_pro_preview:h21_fuse_rng_rsa_expansion_scope:rep_1:F-050,0,0,"The reset signal for the modular exponentiation logic is hardcoded to zero, preventing the core from being securely reset or cleared."
