finding_uid,model_family,method_name,input_scope,repetition,run_id,final_answer_path,finding_id,model_reported_status,summary,vulnerability_category,affected_locations,claimed_files,claimed_modules,claimed_signals_or_registers,evidence_items,reasoning_summary,security_impact,confidence,uncertainty_or_missing_evidence,matched_case_id,detection_match,duplicate_of_finding_uid,evidence_quality,review_notes
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-007,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json,F-007,confirmed_finding,Missing privilege and security state checks on APB writes to interrupt configuration registers.,permission_related_vulnerability,ips/apb_interrupt_cntrl/apb_interrupt_cntrl.sv:124-162 | apb_interrupt_cntrl | i,ips/apb_interrupt_cntrl/apb_interrupt_cntrl.sv; ips/pulp_soc/rtl/fc/fc_subsystem.sv,apb_interrupt_cntrl; fc_subsystem,i; REG_ACK; apb_slave_eu,"ips/apb_interrupt_cntrl/apb_interrupt_cntrl.sv:16-118 | apb_interrupt_cntrl | REG_ACK | guard_logic | The apb_interrupt_cntrl module defines a `core_secure_mode_i` input and an `ENA_SEC_IRQ` parameter, intended to convey and enforce the security state, but these are unused in the control logic. | Demonstrates that the intended security guard is unimplemented.
ips/apb_interrupt_cntrl/apb_interrupt_cntrl.sv:124-162 | apb_interrupt_cntrl | i | violation | APB writes directly update the `s_mask_next` interrupt mask register without evaluating any privilege level or the `core_secure_mode_i` signal. | Shows that any APB write can modify critical interrupt configuration.
ips/pulp_soc/rtl/fc/fc_subsystem.sv:268-284 | fc_subsystem | apb_slave_eu | permission_state | In the `fc_subsystem` instantiation of `apb_interrupt_cntrl`, the `core_secure_mode_i` signal is hardcoded to `1'b0`. | Confirms that the security mode is statically disabled at the subsystem level.","The interrupt controller allows direct modification of the interrupt masks (e.g., `s_mask_next`) and pending states via APB writes without any privilege or security checks. The `core_secure_mode_i` input, which is intended to restrict such accesses, is completely unused in the module and hardcoded to `0` in the subsystem. This lack of access control allows arbitrary manipulation of interrupts by any master on the APB bus.","An unprivileged attacker or a malicious peripheral with APB access could mask critical secure interrupts or inject spurious interrupts, leading to Denial of Service (DoS) or potentially subverting the execution flow of the core.",high,"It is possible that APB accesses are gated upstream by a secure APB bridge or system firewall, but within the provided module, there are no local protections.",,FP,,Sufficient,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-008,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json,F-008,confirmed_finding,"The APB interrupt controller declares a core_secure_mode_i input for security but fails to use it to guard register accesses. Consequently, any APB write can modify the interrupt masks and states.",permission_related_vulnerability,ips/apb_interrupt_cntrl/apb_interrupt_cntrl.sv:124-194 | apb_interrupt_cntrl | i,ips/apb_interrupt_cntrl/apb_interrupt_cntrl.sv,apb_interrupt_cntrl,i; REG_ACK,"ips/apb_interrupt_cntrl/apb_interrupt_cntrl.sv:16-118 | apb_interrupt_cntrl | REG_ACK | guard_logic | The module declares a 'core_secure_mode_i' input port for security state determination but completely ignores it in the subsequent logic. | Shows that intended security guards for the peripheral are unimplemented at the module level.
ips/apb_interrupt_cntrl/apb_interrupt_cntrl.sv:124-194 | apb_interrupt_cntrl | i | violation | Procedural blocks such as 'proc_mask', 'proc_int', and 'proc_ack' allow arbitrary updates to interrupt control registers (r_mask, r_int, r_ack) from the APB bus data (apb_slave.pwdata) based purely on address decoding and write enable signals, with no privilege or security mode checks. | Provides concrete evidence that interrupt states and masks can be overwritten by any software that has access to the APB bus, regardless of the secure mode.","The module is designed with a 'core_secure_mode_i' input, indicating an intent to restrict access to interrupt control based on the core's security state. However, this signal is entirely unused. All APB writes to the interrupt controller's registers are processed unconditionally. This flaw allows non-secure or less-privileged software to manipulate interrupt masks, set false interrupts, or clear existing interrupts, breaking the system's security domain isolation.","High. An attacker could mask critical hardware interrupts (causing denial of service for secure operations) or spoof interrupts, potentially leading to unauthorized execution paths or compromised system stability.",high,,,FP,,Sufficient,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-009,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json,F-009,confirmed_finding,Missing access control guard in the debug unit allows unauthorized readback of debug registers while the core is running.,permission_related_vulnerability,ips/zero-riscy/zeroriscy_debug_unit.sv:116-265 | zeroriscy_debug_unit | FIRST,ips/zero-riscy/zeroriscy_debug_unit.sv,zeroriscy_debug_unit,FIRST,"ips/zero-riscy/zeroriscy_debug_unit.sv:116-265 | zeroriscy_debug_unit | FIRST | violation | The read access path for Debug Registers (offset 6'b10_0000) unconditionally assigns rdata_sel_n = RD_DBGS without checking if the core is halted (debug_halted_o), despite the comment specifying 'only accessible when in debug'. | Missing access control guard for reading debug registers.
ips/zero-riscy/zeroriscy_debug_unit.sv:116-265 | zeroriscy_debug_unit | FIRST | guard_logic | The write logic for the same Debug Registers (offset 6'b10_0000) correctly checks 'if (debug_halted_o)' before allowing a write. | Demonstrates the intended protection logic was forgotten on the read path.
ips/zero-riscy/zeroriscy_debug_unit.sv:116-265 | zeroriscy_debug_unit | FIRST | guard_logic | The read logic for General-Purpose Registers (offset 6'b00_0100) correctly checks 'if (debug_halted_o)' before assigning rdata_sel_n = RD_GPR. | Shows inconsistent application of the debug_halted_o guard, confirming the omission in the DBGS read path is a vulnerability.","The read access path for Debug Registers (offset 6'b10_0000) does not check if the core is halted (debug_halted_o). The developer's comment explicitly states these registers are 'only accessible when in debug'. This omission is evident when compared to the write logic for the same registers and the read logic for General-Purpose Registers, which all correctly implement the debug_halted_o guard. This flaw allows unauthorized readback of sensitive architectural state (like program counters) while the core is actively executing.","An attacker with access to the debug bus can silently monitor the core's internal state (e.g., Program Counter) during active execution without halting the core. This information leak can be used to track control flow, break ASLR, or extract sensitive information via execution patterns.",high,"The actual registers mapped to RD_DBGS (e.g., NPC, PPC) are not shown in the snippet's read data multiplexer (which cuts off before the RD_DBGS case), but the write logic confirms they relate to core debug state.",H18-017,TP,,Sufficient,Matched H18-017: reports memory-mapped/debug access to CPU register or CSR state.
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-010,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json,F-010,confirmed_finding,Missing privilege guard on debug register read access allows unauthorized reads of debug state when the core is not halted.,permission_related_vulnerability,ips/zero-riscy/zeroriscy_debug_unit.sv:223-261 | zeroriscy_debug_unit | RD_CSR,ips/zero-riscy/zeroriscy_debug_unit.sv,zeroriscy_debug_unit,RD_CSR; DBG_SETS_EBRK,"ips/zero-riscy/zeroriscy_debug_unit.sv:223-261 | zeroriscy_debug_unit | RD_CSR | violation | In the read path for debug registers at address space 6'b10_0000, `rdata_sel_n` is assigned to `RD_DBGS` unconditionally. The required `if (debug_halted_o)` privilege check is missing, contradicting the adjacent comment `// Debug Registers, only accessible when in debug`. | Demonstrates the omitted authorization check for debug register readback.
ips/zero-riscy/zeroriscy_debug_unit.sv:175-200 | zeroriscy_debug_unit | DBG_SETS_EBRK | guard_logic | In the write path for the same address space (6'b10_0000), the assignment logic is correctly enclosed in an `if (debug_halted_o)` block. | Confirms the intended security policy that accesses to these registers must be gated by the core's halt state.","The debug unit allows read and write accesses to internal resources over a debug bus. The source code comments and write logic establish a clear access control policy: debug registers at 6'b10_0000 should only be accessible when the core is in debug mode (debug_halted_o == 1). However, the read path explicitly omits this check and permits reads at any time, leading to a bypass of the debug halt privilege requirement.","Unauthorized debug agents or lower-privileged software (if memory mapped) can read sensitive debug registers, leading to information disclosure of core debug states and configurations while the core is running.",high,"The exact structural content returned by `RD_DBGS` is not shown within the snippet, but the violation of the explicit permission policy is verified by the mismatch between read controls, write controls, and RTL comments.",,FP,,Sufficient,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-011,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json,F-011,confirmed_finding,Missing access control guard allows reading debug-only registers while the core is running.,permission_related_vulnerability,ips/zero-riscy/zeroriscy_debug_unit.sv:23-261 | zeroriscy_debug_unit | DBG_SETS_EBRK,ips/zero-riscy/zeroriscy_debug_unit.sv,zeroriscy_debug_unit,DBG_SETS_EBRK,"ips/zero-riscy/zeroriscy_debug_unit.sv:23-261 | zeroriscy_debug_unit | DBG_SETS_EBRK | guard_logic | The write logic for debug registers located at '6'b10_0000' explicitly enforces an access control policy: it checks `if (debug_halted_o)` before executing the write. A comment explicitly states 'only accessible when in debug'. | Establishes the intended security policy that these registers should only be accessible when the core is halted.
ips/zero-riscy/zeroriscy_debug_unit.sv:23-261 | zeroriscy_debug_unit | DBG_SETS_EBRK | violation | In the read access logic for the exact same debug registers ('6'b10_0000'), `rdata_sel_n = RD_DBGS;` is assigned unconditionally without checking `if (debug_halted_o)`. This contrasts with both the comment and the correct implementation in the write path. | Proves the access control guard is missing on the read path, enabling unauthorized readbacks.","The debug unit contains a memory-mapped region (offset matched by `6'b10_0000`) intended strictly for use when the core is in debug mode (halted). The designer enforced this requirement on the write path by gating the operation with an `if (debug_halted_o)` check. However, in the read path for the identical address range, this guard is entirely missing, and the debug data read selection (`RD_DBGS`) is triggered unconditionally. This violates the intended permission state.",An attacker or untrusted master with access to the debug bus can silently read debug-specific registers (such as the debug next PC) while the core is actively executing. This could leak sensitive execution flow information and compromise the confidentiality of the core's state.,high,"The assignment mapping `RD_DBGS` to the actual data payload (`debug_rdata_o`) is not included in the snippets. However, the intent to restrict read operations and the explicit omission of the guard are clear from the provided source code.",,FP,,Sufficient,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-012,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json,F-012,confirmed_finding,"Debug request bypasses fetch_enable_i gating during reset, allowing premature unauthorized execution.",permission_related_vulnerability,ips/zero-riscy/zeroriscy_controller.sv:202-259 | zeroriscy_controller | BOOT_SET,ips/zero-riscy/zeroriscy_controller.sv,zeroriscy_controller,BOOT_SET; PC_DBG_NPC; EXC_PC_IRQ,"ips/zero-riscy/zeroriscy_controller.sv:202-259 | zeroriscy_controller | BOOT_SET | violation | In the RESET state, the FSM allows a debug request (dbg_req_i) to transition the state to DBG_SIGNAL even if fetch_enable_i is not yet asserted. | Shows that the primary mechanism (fetch_enable_i) for holding the core in reset can be bypassed via debug requests.
ips/zero-riscy/zeroriscy_controller.sv:362-390 | zeroriscy_controller | PC_DBG_NPC | impact | While in the DBG_WAIT state, a debugger can supply an arbitrary program counter via dbg_jump_req_i and release the core stall (dbg_stall_i == 0), causing a transition directly to the DECODE state. | Demonstrates the attacker's ability to arbitrarily set the program counter and resume execution, bypassing the BOOT_SET sequence.
ips/zero-riscy/zeroriscy_controller.sv:152-186 | zeroriscy_controller | EXC_PC_IRQ | lifecycle_behavior | The default value for instr_req_o is 1'b1, meaning that as soon as the state transitions away from RESET (e.g., into DECODE), the core begins fetching instructions. | Confirms that reaching the DECODE state via the debug bypass will trigger active instruction fetching and execution.","The `zeroriscy_controller` FSM relies on `fetch_enable_i` to transition out of the `RESET` state and initiate the boot sequence (`BOOT_SET`). However, the `RESET` logic explicitly permits `dbg_req_i` to transition the FSM into `DBG_SIGNAL` regardless of the `fetch_enable_i` value. From the debug states, an attacker can supply a new PC and clear `dbg_stall_i`, moving the FSM into `DECODE`. Since instruction fetching is enabled by default in active states, this allows an attacker to commence arbitrary code execution before the system legitimately asserts `fetch_enable_i`, entirely bypassing secure boot synchronization or early-stage isolation protections.","An attacker with debug interface access can bypass SoC boot gating (fetch_enable_i), enabling execution of arbitrary instructions before system memory protections, secure boot sequences, or hardware initializations are properly established.",high,,,FP,,Sufficient,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-013,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json,F-013,confirmed_finding,Debug request bypasses fetch enable guard and skips boot address initialization during reset.,permission_related_vulnerability,ips/zero-riscy/zeroriscy_controller.sv:202-259 | zeroriscy_controller | BOOT_SET,ips/zero-riscy/zeroriscy_controller.sv,zeroriscy_controller,BOOT_SET; PC_DBG_NPC,"ips/zero-riscy/zeroriscy_controller.sv:202-259 | zeroriscy_controller | BOOT_SET | violation | In the RESET state, the controller FSM allows an active dbg_req_i to transition the core to DBG_SIGNAL when fetch_enable_i is low, bypassing the normal transition to BOOT_SET. | Demonstrates that a debug request can explicitly bypass the fetch_enable_i lifecycle hold guard and avoid proper boot address initialization.
ips/zero-riscy/zeroriscy_controller.sv:362-390 | zeroriscy_controller | PC_DBG_NPC | impact | In the DBG_WAIT state, if the debug stall (dbg_stall_i) is deasserted, the FSM transitions directly to the DECODE state, regardless of whether fetch_enable_i was ever asserted. | Confirms that resuming from an early debug halt drops the core directly into the execution phase (DECODE) with an uninitialized Program Counter and without platform-level fetch authorization.","The processor's FSM waits for the `fetch_enable_i` signal in the `RESET` state before entering `BOOT_SET`, which initializes the Program Counter to the boot address. However, if `dbg_req_i` is asserted while `fetch_enable_i` is still low, the FSM transitions into `DBG_SIGNAL` and then `DBG_WAIT`, skipping `BOOT_SET`. The developer comment explicitly notes 'this means that the NPC will not be set yet'. If the debug unit subsequently deasserts `dbg_stall_i`, the FSM transitions directly to the `DECODE` state. This pathway completely bypasses the `fetch_enable_i` platform gating mechanism and proper program counter initialization, allowing execution to commence prematurely and in an uninitialized state.","An attacker with debug access can maliciously wake the core and force execution before the platform (e.g., secure boot ROM or security controller) has authorized code fetch via `fetch_enable_i`, effectively bypassing system-level boot gating.",high,"Exploitability assumes the external debug module allows unauthenticated requests during the SoC reset hold phase. If the debug module is securely gated upstream, the impact is mitigated, but the RTL FSM lacks defensive depth.",,FP,,Sufficient,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-014,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json,F-014,confirmed_finding,"The controller FSM contains unsafe debug behaviors: an ebreak instruction unconditionally triggers a hardware debug trap bypassing debug configuration settings, and the reset sequence allows execution to bypass the fetch_enable_i lifecycle gate via debug requests.",permission_related_vulnerability,ips/zero-riscy/zeroriscy_controller.sv:407-448 | zeroriscy_controller | DBG_SETS_ECALL,ips/zero-riscy/zeroriscy_controller.sv,zeroriscy_controller,DBG_SETS_ECALL; branch_in_id_i; BOOT_SET; PC_DBG_NPC,"ips/zero-riscy/zeroriscy_controller.sv:27-106 | zeroriscy_controller | branch_in_id_i | permission_state | The debug settings input (dbg_settings_i) is provided to configure and authorize whether certain events should trap to the debug unit. | Establishes the presence of a permission state intended to control debug trap behavior.
ips/zero-riscy/zeroriscy_controller.sv:407-448 | zeroriscy_controller | DBG_SETS_ECALL | violation | In the ebrk_insn_i handling block, dbg_trap_o is hardcoded to 1'b1, and the check against dbg_settings_i is explicitly commented out. | Proves a direct violation where the debug configuration is bypassed, causing unconditional hardware debug traps on ebreak.
ips/zero-riscy/zeroriscy_controller.sv:202-259 | zeroriscy_controller | BOOT_SET | lifecycle_behavior | In the RESET state, the FSM allows a dbg_req_i signal to transition the core to DBG_SIGNAL, prioritizing debug entry over the fetch_enable_i authorization gate. | Demonstrates that the debug interface can hijack the FSM state before the SoC has authorized execution via fetch_enable_i.
ips/zero-riscy/zeroriscy_controller.sv:362-390 | zeroriscy_controller | PC_DBG_NPC | impact | From the DBG_WAIT state, if the debug stall is deasserted, the FSM transitions directly to DECODE, beginning instruction processing. | Shows that an attacker leveraging the reset bypass can manually start core execution, entirely circumventing the secure boot sequence relying on fetch_enable_i.","The RTL exhibits two major permission and security flow bypasses. First, the 'ebreak' instruction handling contains commented-out debug setting checks, hardcoding a trap to the debug unit. This ignores standard RISC-V debug configurations and allows any software to forcibly invoke the hardware debugger. Second, the FSM's RESET state allows a debug request to move the core into debug mode before the SoC asserts 'fetch_enable_i'. The debugger can then release the core directly into the DECODE state, bypassing critical boot-time lifecycle gating.","The hardcoded ebreak trap enables local software to cause a core Denial of Service by halting the core unconditionally if the debug module is connected. The fetch_enable_i bypass allows an attacker with debug access to prematurely start instruction execution, potentially circumventing secure boot checks or SoC-level isolation expectations.",high,"The impact of the fetch_enable_i bypass assumes the debug interface is not securely locked by external SoC hardware during the boot phase. However, the RTL logic itself definitively violates the intended gating.",,FP,,Sufficient,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-015,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json,F-015,confirmed_finding,"The zeroriscy controller allows entry into debug mode directly from the RESET state, bypassing the fetch_enable_i guard.",permission_related_vulnerability,ips/zero-riscy/zeroriscy_controller.sv:202-259 | zeroriscy_controller | BOOT_SET,ips/zero-riscy/zeroriscy_controller.sv,zeroriscy_controller,BOOT_SET,"ips/zero-riscy/zeroriscy_controller.sv:202-259 | zeroriscy_controller | BOOT_SET | violation | In the RESET state, the FSM checks if fetch_enable_i is set to transition to BOOT_SET. However, if dbg_req_i is asserted, it transitions directly to DBG_SIGNAL, even if fetch_enable_i is not yet active. | This logic demonstrates an unsafe debug behavior where the debug interface can force the core into debug mode and bypass the normal fetch_enable_i execution barrier.","The controller FSM starts in the RESET state and is expected to wait for the fetch_enable_i signal before setting up the boot address (BOOT_SET). However, the implementation allows a debug request (dbg_req_i) to bypass this check, immediately advancing the FSM to DBG_SIGNAL. In a SoC context, fetch_enable_i is often used as a security measure to gate core execution until secure initialization is complete. Bypassing this guard via a debug request allows an attacker (or unauthorized debug access) to interact with the core before it is securely initialized.","If the SoC relies on fetch_enable_i to prevent execution until a secure state is reached, an attacker could use the debug interface to halt the core on reset and extract or modify sensitive system state, circumventing secure boot or isolation boundaries.",high,"Whether this is practically exploitable depends on if the system's external debug unit is properly locked or gated by the security policy. In standard RISC-V debug specifications, 'halt out of reset' is a feature, but it often leads to security vulnerabilities if not strictly controlled at the SoC level.",,FP,,Sufficient,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-016,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json,F-016,confirmed_finding,"Debug request bypasses `fetch_enable` initialization guard, allowing premature debug entry before boot.",permission_related_vulnerability,ips/zero-riscy/zeroriscy_controller.sv:202-259 | zeroriscy_controller | BOOT_SET,ips/zero-riscy/zeroriscy_controller.sv,zeroriscy_controller,BOOT_SET; PC_DBG_NPC,"ips/zero-riscy/zeroriscy_controller.sv:202-259 | zeroriscy_controller | BOOT_SET | violation | In the `RESET` FSM state, `dbg_req_i` is allowed to transition the state to `DBG_SIGNAL` without waiting for `fetch_enable_i`, explicitly bypassing normal boot address initialization. | Demonstrates the bypass of the `fetch_enable_i` guard, allowing debug control over the core before the platform authorizes boot.
ips/zero-riscy/zeroriscy_controller.sv:362-390 | zeroriscy_controller | PC_DBG_NPC | impact | Once in the `DBG_WAIT` state, the core accepts `dbg_jump_req_i` and updates the program counter via `PC_DBG_NPC`, allowing arbitrary code execution. | Shows that entering debug prematurely grants the attacker full control over the execution flow before the initial boot configuration.","The controller's RESET state contains a guard waiting for `fetch_enable_i` to transition to BOOT_SET and initialize the boot program counter. However, a debug request (`dbg_req_i`) circumvents this guard, forcing a transition directly into the debug FSM states (DBG_SIGNAL). The inline comments confirm that this skips setting the next program counter (NPC). An attacker can abuse this premature debug entry to manipulate the core and jump to arbitrary code (via `dbg_jump_req_i`) before the secure boot or platform initialization sequences are allowed to execute.","An attacker with physical or debug access can halt and hijack the core before authorized boot sequences occur, completely bypassing secure boot and initialization protections enforced by the `fetch_enable_i` signal.",high,,,FP,,Sufficient,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-017,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json,F-017,confirmed_finding,"The CPU core allows unrestricted transitions to debug mode, including halting the core directly from the reset state before fetching any instructions. This lack of debug authentication or gating allows an attacker to bypass boot-time initialization and take over the core's privileged state.",permission_related_vulnerability,ips/zero-riscy/zeroriscy_controller.sv:202-259 | zeroriscy_controller | BOOT_SET,ips/zero-riscy/zeroriscy_controller.sv; ips/zero-riscy/zeroriscy_core.sv,zeroriscy_controller,BOOT_SET,"ips/zero-riscy/zeroriscy_controller.sv:202-259 | zeroriscy_controller | BOOT_SET | violation | In the RESET state of the controller FSM, if dbg_req_i is asserted, the core transitions directly to DBG_SIGNAL before fetch_enable_i is asserted. This enables an uncontrolled halt-on-reset capability. | The core allows external debug requests to halt execution before any boot sequence or security protections are initialized.
ips/zero-riscy/zeroriscy_core.sv:613-629 | impact | When a debug CSR request is active (dbg_csr_req), the CSR access path is unconditionally multiplexed to use debug address, write data, and operation (dbg_csr_addr, dbg_csr_wdata). | Once in debug mode, an attacker has unrestricted read/write access to the core's control and status registers, allowing complete system compromise.","The hardware does not enforce authentication or privilege checks before accepting debug requests (dbg_req_i). Specifically, the controller state machine permits transitioning into debug halt mode straight from the RESET state. Since debug mode grants unmitigated access to all CPU registers and CSRs, this effectively bypasses any software-based secure boot protections, locking mechanisms, or memory isolation established during the early boot phase.","High. An attacker with access to the debug interface can halt the core at reset, bypass the boot ROM, and arbitrarily read or modify sensitive registers, compromising the confidentiality and integrity of the device.",high,"The broader system context (e.g., debug transport module or JTAG TAP) might implement an external debug authorization challenge/response before asserting debug_req_i. However, at the core IP level, there is no hardware mechanism to lock or restrict this access.",,FP,,Sufficient,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-018,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json,F-018,confirmed_finding,Unconditional debug trap on ebreak instruction bypassing configuration settings.,permission_related_vulnerability,ips/zero-riscy/zeroriscy_controller.sv:410-437 | zeroriscy_controller | DBG_SETS_ECALL,ips/zero-riscy/zeroriscy_controller.sv,zeroriscy_controller,DBG_SETS_ECALL,"ips/zero-riscy/zeroriscy_controller.sv:410-437 | zeroriscy_controller | DBG_SETS_ECALL | violation | The controller sets dbg_trap_o to 1'b1 unconditionally on an ebrk_insn_i (ebreak instruction), with the proper debug settings guard check (dbg_settings_i) commented out. | Demonstrates a hardcoded bypass of the debug configuration check for ebreak instructions.","In the core's controller, the ebreak instruction triggers an unconditional assertion of dbg_trap_o. The logic intended to gate this behavior using the debug settings (dbg_settings_i[DBG_SETS_EBRK] | dbg_settings_i[DBG_SETS_SSTE]) has been explicitly commented out in the RTL. This forces a hardware debug trap regardless of whether the debug unit is configured to intercept ebreak instructions.","An attacker can execute an ebreak instruction from unprivileged code to force a hardware debug trap, bypassing the standard OS/software exception handler. This can cause a Denial of Service (unintended core halt) or lead to unintended state transitions within the debug unit.",high,,,FP,,Sufficient,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.
