finding_uid,model_family,method_name,input_scope,repetition,run_id,finding_id,summary,matched_case_id,detection_match,duplicate_of_finding_uid,evidence_quality,fp_cluster_id,cluster_scoring_role,review_notes,final_answer_path
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-011,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-011,"The Advanced Debug Interface allows unrestricted writes over JTAG to the CPU status register (`status_reg_wr`), lacking any authentication or debug-enable access control. An attacker with JTAG access can halt or stall the processor cores.",H18-028,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-006,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-006: same run reports H18-028 again. Matched H18-028: reports unprotected JTAG/debug access path without password/authentication.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-012,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-012,Unauthenticated JTAG debug interface exposes full CPU control and system memory access.,H18-028,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-006,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-006: same run reports H18-028 again. Matched H18-028: reports unprotected JTAG/debug access path without password/authentication.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-013,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-013,Insecure JTAG debug unlock mechanism with unreset counters and inferred latches allows bypassing JTAG authentication.,,FP,,Sufficient,FPC-0002,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-014,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-014,"The JTAG TAP controller implements a custom debug unlocking mechanism whose authentication state variables are improperly managed. The unlock state is evaluated in an unclocked combinational block and the authentication counters are not cleared upon test logic reset, allowing persistent debug access.",,FP,,Sufficient,FPC-0003,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-015,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-015,The JTAG TAP controller implements a severely flawed authentication mechanism to protect DR scans. The authentication variables form unclocked combinatorial loops and are never initialized or reset.,,FP,,Sufficient,FPC-0004,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-016,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-016,The JTAG TAP controller implements a severely flawed debug authentication mechanism with a hardcoded password and a bypassable comparison logic that does not reset on incorrect guesses.,,FP,,Sufficient,FPC-0004,FP_CLUSTER_DUP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-017,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-017,Hardcoded password and flawed authentication logic in JTAG TAP controller unlock mechanism.,,FP,,Sufficient,FPC-0004,FP_CLUSTER_DUP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-018,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-018,The JTAG TAP controller implements a debug unlock mechanism protected by a hardcoded password (0xDEADBEEF) with severely flawed RTL implementation.,,FP,,Sufficient,FPC-0004,FP_CLUSTER_DUP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-019,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-019,Unprotected JTAG debug interface allows unauthorized AXI master access and CPU control without authentication.,H18-028,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-006,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-006: same run reports H18-028 again. Matched H18-028: reports unprotected JTAG/debug access path without password/authentication.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-020,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-020,"JTAG TAP controller implements an insecure backdoor with a hardcoded password and unsafe asynchronous state updates, blocking standard JTAG DR scans.",,FP,,Sufficient,FPC-0005,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-021,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-021,Hardcoded debug unlock sequence (backdoor) in JTAG TAP controller using '32'hDEADBEEF'.,,FP,,Sufficient,FPC-0005,FP_CLUSTER_DUP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-022,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-022,Hardcoded and improperly implemented JTAG unlock password (backdoor) in the TAP controller.,,FP,,Sufficient,FPC-0005,FP_CLUSTER_DUP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-023,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-023,"The JTAG TAP controller implements a debug unlock mechanism that can be trivially bypassed because incorrect password bits do not reset the authentication state, and the match counters are incorrectly implemented as combinational loops.",,FP,,Sufficient,FPC-0006,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-024,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-024,"The JTAG TAP controller implements a custom debug authentication mechanism using a hardcoded password (32'hDEADBEEF) and insecure matching logic, leading to trivial bypass of debug access restrictions.",,FP,,Sufficient,FPC-0004,FP_CLUSTER_DUP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-025,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-025,"Hardcoded JTAG unlock password with defective, unclocked combinational bypass logic.",,FP,,Sufficient,FPC-0005,FP_CLUSTER_DUP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-026,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-026,Hardcoded JTAG unlock password ('32'hDEADBEEF') allows unauthorized debug access.,,FP,,Sufficient,FPC-0005,FP_CLUSTER_DUP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-027,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-027,Unauthenticated JTAG debug interface provides unrestricted access to the system AXI bus and CPU core.,H18-028,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-006,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-006: same run reports H18-028 again. Matched H18-028: reports unprotected JTAG/debug access path without password/authentication.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-028,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-028,Unsafe reset behavior in debug stall synchronizers allows transient CPU execution after reset.,,FP,,Sufficient,FPC-0007,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-029,gemini_3.1_pro_preview,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1,F-029,Unrestricted JTAG debug access allows unauthorized control over SoC AXI and configuration registers.,H18-028,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-006,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h18_debug_jtag_scope:rep_1:F-006: same run reports H18-028 again. Matched H18-028: reports unprotected JTAG/debug access path without password/authentication.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-001,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,F-001,Missing privilege and security checks on APB interrupt control registers allow unauthorized modification of system interrupts.,,FP,,Sufficient,FPC-0008,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-002,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,F-002,Missing privilege or security access controls on interrupt mask register updates.,,FP,,Sufficient,FPC-0009,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-003,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,F-003,"The APB interrupt controller lacks access control and privilege checks, allowing unrestricted read/write access to all interrupt configuration registers from any bus master.",,FP,,Sufficient,FPC-0010,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-004,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,F-004,"Missing security guard for APB accesses to interrupt control registers, ignoring core_secure_mode_i.",,FP,,Sufficient,FPC-0011,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-005,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,F-005,The APB interrupt controller lacks privilege and security checks on APB write transactions. It does not utilize the defined `core_secure_mode_i` input or any bus-level protection signals to restrict access to sensitive interrupt configuration registers.,,FP,,Sufficient,FPC-0012,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-006,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,F-006,Missing privilege check in the APB interrupt controller allows unprivileged modification of interrupt masks and states.,H18-025,TP,,Sufficient,,TP,Matched H18-025: reports missing/incorrect privilege enforcement for privileged CSR or privilege state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-007,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,F-007,Missing privilege and security state checks on APB writes to interrupt configuration registers.,,FP,,Sufficient,FPC-0013,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-008,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,F-008,"The APB interrupt controller declares a core_secure_mode_i input for security but fails to use it to guard register accesses. Consequently, any APB write can modify the interrupt masks and states.",,FP,,Sufficient,FPC-0014,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-009,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1,F-009,Missing access control guard in the debug unit allows unauthorized readback of debug registers while the core is running.,H18-017,TP,,Sufficient,,TP,Matched H18-017: reports memory-mapped/debug access to CPU register or CSR state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
