fp_cluster_id,model_family,method_name,input_scope,repetition,fp_count,representative_finding_uid,claimed_files,claimed_modules,claimed_signals_or_registers,example_summaries
FPC-0011,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-004,ips/apb_interrupt_cntrl/apb_interrupt_cntrl.sv,apb_interrupt_cntrl,EVT_ID_WIDTH; REG_ACK,"Missing security guard for APB accesses to interrupt control registers, ignoring core_secure_mode_i."
FPC-0012,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-005,ips/apb_interrupt_cntrl/apb_interrupt_cntrl.sv,apb_interrupt_cntrl,i; REG_ACK,The APB interrupt controller lacks privilege and security checks on APB write transactions. It does not utilize the defined `core_secure_mode_i` input or any bus-level protection signals to restrict access to sensitive interrupt configuration registers.
FPC-0013,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-007,ips/apb_interrupt_cntrl/apb_interrupt_cntrl.sv; ips/pulp_soc/rtl/fc/fc_subsystem.sv,apb_interrupt_cntrl; fc_subsystem,i; REG_ACK; apb_slave_eu,Missing privilege and security state checks on APB writes to interrupt configuration registers.
FPC-0014,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-008,ips/apb_interrupt_cntrl/apb_interrupt_cntrl.sv,apb_interrupt_cntrl,i; REG_ACK,"The APB interrupt controller declares a core_secure_mode_i input for security but fails to use it to guard register accesses. Consequently, any APB write can modify the interrupt masks and states."
FPC-0015,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,18,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-010,ips/zero-riscy/zeroriscy_debug_unit.sv,zeroriscy_debug_unit,RD_CSR; DBG_SETS_EBRK; FIRST,"Missing privilege guard on debug register read access allows unauthorized reads of debug state when the core is not halted.
---
Missing access control guard allows reading debug-only registers while the core is running.
---
Missing `debug_halted_o` guard on debug register read accesses allows sensitive readback while the core is running.
---
Missing core-halted guard for debug register read access allows state leakage while core is running.
---
Missing debug state guard allows unauthorized read access to debug-specific registers while the core is running."
FPC-0016,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,6,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-012,ips/zero-riscy/zeroriscy_controller.sv,zeroriscy_controller,BOOT_SET; PC_DBG_NPC; EXC_PC_IRQ,"Debug request bypasses fetch_enable_i gating during reset, allowing premature unauthorized execution.
---
Debug request bypasses fetch enable guard and skips boot address initialization during reset.
---
The zeroriscy controller allows entry into debug mode directly from the RESET state, bypassing the fetch_enable_i guard.
---
Debug request bypasses `fetch_enable` initialization guard, allowing premature debug entry before boot.
---
Debug request bypasses the fetch_enable_i guard during RESET, allowing premature core execution."
FPC-0017,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-014,ips/zero-riscy/zeroriscy_controller.sv,zeroriscy_controller,DBG_SETS_ECALL; branch_in_id_i; BOOT_SET; PC_DBG_NPC,"The controller FSM contains unsafe debug behaviors: an ebreak instruction unconditionally triggers a hardware debug trap bypassing debug configuration settings, and the reset sequence allows execution to bypass the fetch_enable_i lifecycle gate via debug requests."
FPC-0018,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-017,ips/zero-riscy/zeroriscy_controller.sv; ips/zero-riscy/zeroriscy_core.sv,zeroriscy_controller,BOOT_SET,"The CPU core allows unrestricted transitions to debug mode, including halting the core directly from the reset state before fetching any instructions. This lack of debug authentication or gating allows an attacker to bypass boot-time initialization and take over the core's privileged state."
FPC-0019,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,3,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-018,ips/zero-riscy/zeroriscy_controller.sv; ips/zero-riscy/zeroriscy_debug_unit.sv,zeroriscy_controller; zeroriscy_debug_unit,DBG_SETS_ECALL; DBG_SETS_EBRK; DBG_CAUSE_HALT,"Unconditional debug trap on ebreak instruction bypassing configuration settings.
---
The ebreak instruction unconditionally traps to the hardware debug unit, ignoring the debug enable configuration (DBG_SETS_EBRK).
---
Unconditional debug trap on ebreak instruction allows unprivileged code to halt the core (DoS)."
FPC-0020,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-021,ips/zero-riscy/zeroriscy_core.sv; ips/zero-riscy/zeroriscy_debug_unit.sv,zeroriscy_debug_unit,FIRST,Unsafe debug behavior allows unauthenticated debug requests to unconditionally override and silently drop legitimate core CSR accesses.
FPC-0021,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-022,ips/zero-riscy/zeroriscy_core.sv; ips/zero-riscy/zeroriscy_cs_registers.sv,zeroriscy_core; zeroriscy_cs_registers,CSR_OP_NONE; mstatus_n,The core's debug interface can unconditionally override execution-stage CSR accesses without verifying that the core is in a halted state.
FPC-0022,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-027,ips/pulp_soc/rtl/fc/fc_subsystem.sv,fc_subsystem,core_irq_req,"The subsystem statically hardcodes its privilege output signal `supervisor_mode_o` to `1'b1`, permanently granting supervisor privileges to all transactions from the core."
FPC-0023,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,2,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-028,ips/zero-riscy/zeroriscy_core.sv,zeroriscy_core,CSR_OP_NONE; dbg_csr_addr; debug_addr_i,"Unrestricted debug interface allows unconditional override and access to core CSRs.
---
Unrestricted hardware debug interface directly bypasses CPU Control and Status Register (CSR) privilege checks."
FPC-0024,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-034,ips/zero-riscy/zeroriscy_debug_unit.sv,zeroriscy_debug_unit,rdata_sel_q; RD_NONE,"The debug unit exposes internal core state (CSRs and GPRs) to the debug interface without any local authorization, privilege checks, or debug locking mechanisms."
FPC-0025,gemini_3.1_pro_preview,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_fc_core_security_scope:rep_1:F-040,ips/zero-riscy/zeroriscy_debug_unit.sv,zeroriscy_debug_unit,DBG_SETS_EBRK,The core's debug unit allows unauthenticated and unprivileged external agents to halt and resume the core.
FPC-0026,gemini_3.1_pro_preview,ours_chain_context,h18_gpio_apb_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_gpio_apb_scope:rep_1:F-001,ips/apb/apb_fll_if/apb_fll_if.sv,apb_fll_if,IDLE; HRESETn,"The APB FLL interface (apb_fll_if) lacks access control mechanisms such as APB4 PPROT or software lock registers, allowing any master on the APB bus to modify critical system clock frequencies."
FPC-0027,gemini_3.1_pro_preview,ours_chain_context,h18_gpio_apb_scope,1,3,ours_chain_context:gemini_3.1_pro_preview:h18_gpio_apb_scope:rep_1:F-003,ips/apb/apb_gpio/apb_gpio.sv,apb_gpio,pwdata_l,"Destructive lock mechanism and bypassed lock check in GPIO registers
---
Lock bypass in GPIO output configuration via REG_PADOUTSET
---
Lock bypass vulnerability in GPIO pad output set register allows unauthorized modification of locked GPIO outputs."
FPC-0028,gemini_3.1_pro_preview,ours_chain_context,h18_gpio_apb_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_gpio_apb_scope:rep_1:F-006,ips/apb/apb_gpio/apb_gpio.sv,apb_gpio,pwdata_l,Locked GPIO configuration registers are incorrectly cleared to zero upon unauthorized write attempts.
FPC-0029,gemini_3.1_pro_preview,ours_chain_context,h18_gpio_apb_scope,1,8,ours_chain_context:gemini_3.1_pro_preview:h18_gpio_apb_scope:rep_1:F-009,ips/pulp_soc/rtl/components/apb_soc_ctrl.sv,apb_soc_ctrl,JTAG_REG_SIZE; HRESETn; continuous_assign:157,"Missing APB protection signals (PPROT) and access control guards in apb_soc_ctrl expose critical SoC configuration registers (e.g., JTAG, boot address, pad configuration) to arbitrary modification by any bus master.
---
Missing privilege checks on sensitive SoC control registers allows arbitrary APB bus masters to alter critical system states.
---
The APB SoC Controller (`apb_soc_ctrl`) allows uncontrolled modification of critical system configuration registers (e.g., boot address, fetch enable, and pad multiplexing) without privilege or security checks.
---
Missing access control on APB writes to JTAG configuration register, allowing unauthorized modification of debug state.
---
Missing access control on critical SoC control APB registers allows unauthorized modification of boot address and debug configurations."
FPC-0030,gemini_3.1_pro_preview,ours_chain_context,h18_gpio_apb_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_gpio_apb_scope:rep_1:F-013,ips/pulp_soc/rtl/components/apb_timer_unit.sv; ips/pulp_soc/rtl/pulp_soc/periph_bus_wrap.sv,apb_timer_unit; periph_bus_wrap,HRESETn; timer_master,Missing access control and privilege checks on APB Timer configuration registers allow unauthorized modification.
FPC-0031,gemini_3.1_pro_preview,ours_chain_context,h18_gpio_apb_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_gpio_apb_scope:rep_1:F-016,ips/pulp_soc/rtl/pulp_soc/pulp_soc.sv,pulp_soc,data_master_ar_addr_o,Incorrect cross-wiring of AXI protection signals between read and write channels.
FPC-0032,gemini_3.1_pro_preview,ours_chain_context,h18_gpio_apb_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_gpio_apb_scope:rep_1:F-017,ips/pulp_soc/rtl/pulp_soc/soc_interconnect.sv,soc_interconnect,L2_pri_CEN_o,Missing access control checks for ROM and Private L2 memory regions in the SoC interconnect.
FPC-0033,gemini_3.1_pro_preview,ours_chain_context,h18_gpio_apb_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_gpio_apb_scope:rep_1:F-018,ips/apb/apb_gpio/apb_gpio.sv,apb_gpio,pwdata_l; HRESETn,Incorrect lock mechanism in apb_gpio forces locked registers to zero on write attempts instead of preserving their state.
FPC-0034,gemini_3.1_pro_preview,ours_chain_context,h18_gpio_apb_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h18_gpio_apb_scope:rep_1:F-022,ips/pulp_soc/rtl/components/apb_timer_unit.sv; ips/apb/apb_gpio/apb_gpio.sv,apb_timer_unit; apb_gpio,HRESETn,Missing privilege checks and incomplete address decoding in APB peripherals allow memory protection bypass and unauthorized access.
FPC-0035,gemini_3.1_pro_preview,ours_chain_context,h19_access_control_fabric_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_access_control_fabric_scope:rep_1:F-001,src/axi_node/src/axi_node_intf_wrap.sv,connectivity_mapping,access_ctrl_i,Hardcoded access control exception allows AXI manager 6 to bypass its own permissions and inherit manager 7's access rights.
FPC-0036,gemini_3.1_pro_preview,ours_chain_context,h19_access_control_fabric_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_access_control_fabric_scope:rep_1:F-002,src/rom2/rom2.sv,rom2,RomSize,"Unauthenticated and unrestricted write access to sensitive cryptographic keys and access control configurations, alongside unintended truncation/zero-padding of key data."
FPC-0037,gemini_3.1_pro_preview,ours_chain_context,h19_aes_rom2_security_scope,1,2,ours_chain_context:gemini_3.1_pro_preview:h19_aes_rom2_security_scope:rep_1:F-002,src/aes/aes_wrapper.sv; src/rom2/rom2.sv; tb/ariane_peripherals.sv,aes_wrapper; rom2; ariane_peripherals,external_bus_io; RomSize; i_aes_wrapper; ct,"The AES wrapper module exposes its internal cryptographic key to memory-mapped reads, leading to a sensitive readback vulnerability.
---
Sensitive readback vulnerability in AES wrapper where the 192-bit cryptographic key is directly accessible over the memory-mapped register interface."
FPC-0038,gemini_3.1_pro_preview,ours_chain_context,h19_aes_rom2_security_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_aes_rom2_security_scope:rep_1:F-005,src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,RomSize; i_rom2; i_aes_wrapper,"Sensitive keys (AES, JTAG, Access Control) stored in rom2 are exposed to arbitrary memory-mapped reads and writes."
FPC-0039,gemini_3.1_pro_preview,ours_chain_context,h19_aes_rom2_security_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_aes_rom2_security_scope:rep_1:F-010,src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,state_update:34; secure_reg; i_rom2,"The 'rom2' module exposes sensitive security configurations, including access control registers, JTAG keys, and AES keys, via a memory-mapped interface without any access control or privilege verification. Arbitrary bus masters can overwrite these configurations to escalate privileges or bypass security checks."
FPC-0040,gemini_3.1_pro_preview,ours_chain_context,h19_aes_rom2_security_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_aes_rom2_security_scope:rep_1:F-014,src/axi_node/src/axi_node_intf_wrap.sv,connectivity_mapping,access_ctrl_i,Hardcoded access control bypass grants Manager 6 the permissions of Manager 7.
FPC-0041,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,6,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-005,src/csr_regfile.sv,csr_regfile,ILLEGAL_INSTR,"Privilege level check is explicitly bypassed for the machine exception program counter (CSR_MEPC), allowing arbitrary access from lower privilege levels.
---
Privilege check bypass allows unprivileged access to the Machine Exception Program Counter (MEPC).
---
Privilege check bypassed for CSR_MEPC, allowing unauthorized access to the Machine Exception Program Counter.
---
Privilege level check is explicitly bypassed for the Machine Exception Program Counter (mepc) register, allowing unprivileged access.
---
Explicit privilege level bypass for the MEPC Control and Status Register."
FPC-0042,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-010,src/csr_regfile.sv,csr_regfile,ASID_WIDTH,"Missing debug mode guard on the Data Cache enable signal (dcache_en_o), potentially leading to unsafe debug behavior."
FPC-0043,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-013,src/csr_regfile.sv; src/ariane.sv,csr_regfile; ariane,fprec; debug_req,"Debug requests can be permanently masked during an AMO hang, and Debug CSRs lack privilege guards restricting access to Debug Mode."
FPC-0044,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,4,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-018,src/csr_regfile.sv,csr_regfile,MIP_SSIP; ariane_pkg; ASID_WIDTH,"Incorrect update of the state dirty (SD) bit in MSTATUS and SSTATUS CSRs due to using the previous FPU state.
---
Incorrect protection state update: `mstatus.sd` bit evaluates old FPU state during CSR writes.
---
Incorrect calculation of the mstatus/sstatus 'sd' (state dirty) bit during CSR writes leads to stale protection state, causing potential FPU state leakage between OS processes.
---
Incorrect protection state update for the SD (State Dirty) bit in MSTATUS and SSTATUS CSRs, leading to stale FPU state indication and potential context-switching vulnerabilities."
FPC-0045,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-026,src/csr_regfile.sv,csr_regfile,ASID_WIDTH; Off,Unsafe privilege escalation via umode_i input signal
FPC-0046,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-041,src/csr_regfile.sv,csr_regfile,ASID_WIDTH,Incorrect privilege level assignment allows privilege escalation to Machine Mode.
FPC-0047,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-050,src/csr_regfile.sv,csr_regfile,MIP_SSIP; BREAKPOINT; ASID_WIDTH,"Typo in SATP update logic creates an uninitialized latch corrupting MMU protection state, and umode_i acts as a privilege escalation backdoor."
FPC-0048,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-002,src/debug/dmi_jtag.sv; src/rom2/rom2.sv,dmi_jtag; rom2,pass; RomSize,JTAG authentication bypass on DMI writes and insecure memory-mapped access to authentication keys.
FPC-0049,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,3,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-003,src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,RomSize; key_reg_out; i_rom2,"Sensitive security keys and access control configurations in the ROM2 peripheral can be arbitrarily read and overwritten via the AXI bus due to missing privilege or lock checks.
---
Missing access control on the rom2 peripheral allows arbitrary AXI masters to overwrite sensitive security keys.
---
The secure key registers in the ROM2 module can be overwritten by any AXI bus master without any access control or privilege checks."
FPC-0050,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-006,src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,state_update:34; secure_reg; i_rom2,Missing write protection on secure_reg allows arbitrary modification of access control policies and keys.
FPC-0051,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,13,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-007,src/debug/dm_csrs.sv; tb/ariane_testharness.sv,dm_csrs; ariane_testharness,CmdErrNone; dmi_req; dmactive,"Hardcoded authentication bypass in the debug module grants unconditional debug access.
---
The debug module unconditionally grants authenticated status to any connected debugger, bypassing authentication entirely.
---
The Debug Module hardcodes the authenticated status to 1, completely bypassing debug authentication.
---
The debug module hardcodes the authentication state to true, granting full debug privileges without any authentication check.
---
The debug module hardcodes the authentication status to 1 without implementing any actual authentication mechanism, unconditionally granting debug access."
FPC-0052,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-010,src/debug/dm_csrs.sv,dm_csrs,procedural_assign:168,"Hardcoded debug authentication bypasses access control, granting unrestricted debug access."
FPC-0053,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-011,src/debug/dm_csrs.sv,dm_csrs,continuous_assign:152,Unrestricted debug access due to hardcoded authentication bypass in the debug module.
FPC-0054,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,9,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-014,src/csr_regfile.sv,csr_regfile,ILLEGAL_INSTR; ARIANE_MARCHID; PRIV_LVL_M,"Privilege level check is explicitly bypassed for the Machine Exception Program Counter (MEPC) register.
---
Bypassed privilege level check for the MEPC (Machine Exception Program Counter) CSR allows unauthorized access.
---
Privilege check explicitly bypassed for the Machine Exception Program Counter (MEPC) register.
---
Privilege check bypass for MEPC CSR allows unauthorized access from lower privilege levels.
---
Privilege check bypass for MEPC CSR allows unauthorized access."
FPC-0055,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-016,src/csr_regfile.sv,csr_regfile,ExceptionAddress,Lower privilege Supervisor mode can manipulate Machine mode trap handler execution due to incorrectly combined vector mode bits.
FPC-0056,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-023,src/csr_regfile.sv,csr_regfile,fprec; fflags,Missing debug mode guard for DCSR write access allows unauthorized modification of debug state.
FPC-0057,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-024,src/csr_regfile.sv,csr_regfile,PRIV_LVL_M; Off,Improper privilege escalation via undocumented 'umode_i' signal forcing Machine Mode.
FPC-0058,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-026,src/csr_regfile.sv,csr_regfile,ASID_WIDTH,"Privilege level is incorrectly elevated to Machine Mode when the User Mode (umode_i) signal is asserted, bypassing authorization and address translation protections."
FPC-0059,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-031,src/debug/dm_csrs.sv; src/debug/dmi_jtag.sv,dm_csrs; dmi_jtag,CmdErrNone; dmactive; rst_ni,Hardcoded authentication bypass in the RISC-V Debug Module CSRs allows unauthorized debug access.
FPC-0060,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,2,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-035,src/debug/dmi_jtag.sv,dmi_jtag,pass; state_update:231; DMIBusy,"Unauthenticated JTAG debug access due to missing check of the JTAG authentication key.
---
JTAG authentication bypass due to an unassigned password signal and ignored JTAG key input."
FPC-0061,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-036,src/debug/dm_csrs.sv,dm_csrs,continuous_assign:161; halted_flat1; procedural_assign:250,The debug module hardcodes the authentication state to true and directly exposes the core's execution state over the debug interface without access checks.
