run_id,finding_id,input_scope,claimed_summary,claimed_files,claimed_modules,claimed_signals,matched_case_id,detection_match,evidence_quality,confidence_label,wrong_localization,insufficient_evidence,fabricated_evidence,unsupported_claim,overconfidence,scorer_notes
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_2,F-001,h18_gpio_apb_scope,"GPIO Lock Register (GPIOLOCK) is not self-protecting — any bus master can unlock GPIO configuration by writing to the lock register, defeating the permission/lock mechanism entirely.",ips/apb/apb_gpio/apb_gpio.sv,apb_gpio,r_gpio_lock; REG_GPIOLOCK; REG_GPIOLOCK macro; r_gpio_lock write assignment; r_gpio_dir write with lock check; r_gpio_out write with lock check,,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_2,F-002,h18_gpio_apb_scope,PADOUTSET and PADOUTCLR registers may bypass the GPIO output lock (r_gpio_lock[2]) — allowing modification of GPIO output state even when locked.,ips/apb/apb_gpio/apb_gpio.sv,apb_gpio,r_gpio_out (via PADOUTSET/PADOUTCLR); REG_PADOUTSET / REG_PADOUTCLR; REG_PADOUTSET / REG_PADOUTCLR defines; PADOUTSET write; PADOUTCLR write,,,,medium,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_3,F-001,h18_gpio_apb_scope,"GPIO Lock mechanism (REG_GPIOLOCK) is trivially bypassable - the lock register itself has no write protection and can be cleared by any APB write, defeating the entire purpose of the lock-based access control.",ips/apb/apb_gpio/apb_gpio.sv,apb_gpio,"r_gpio_lock; r_gpio_lock / PWDATA; r_gpio_dir, r_gpio_out; REG_GPIOLOCK write (no protection); PADDIR write gated by lock[0]; PADOUT write gated by lock[2]; Read protection gated by lock bits",,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_1,F-001,h19_access_control_fabric_scope,"ROM2 secure registers are writable at runtime via bus interface, allowing overwrite of cryptographic keys and access control configuration",src/rom2/rom2.sv,rom2,secure_reg; mem; always_ff block; port declarations,,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_1,F-002,h19_access_control_fabric_scope,Hardcoded connectivity mapping bypass grants PLIC (index 6) the access rights of CLINT (index 7),src/axi_node/src/axi_node_intf_wrap.sv; tb/ariane_soc_pkg.sv,connectivity_mapping; ariane_soc,connectivity_map_o; assign connectivity_map_o; axi_slaves_t enum,,,,medium,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_1,F-003,h19_access_control_fabric_scope,priv_lvl_i signal used as array index without bounds validation in access control lookup,src/axi_node/src/axi_node_intf_wrap.sv,connectivity_mapping,priv_lvl_i; module parameters and ports; assign connectivity_map_o,,,,low,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_2,F1,h19_access_control_fabric_scope,"ROM2 secure key storage is freely writeable over the bus interface with no privilege check, allowing any bus master to overwrite AES keys, JTAG keys, and access control configuration.",src/rom2/rom2.sv; tb/ariane_testharness.sv; tb/ariane_soc_pkg.sv,rom2; ariane_testharness; ariane_soc,secure_reg; mem (constant key values); rom2_fuse; ROM2Base; always_ff block; mem constant array; secure_reg output port; rom2_fuse port connection,,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_2,F2,h19_access_control_fabric_scope,"Access control connectivity map is derived from writeable ROM2 registers, meaning the entire access control fabric can be bypassed by rewriting the access control configuration in ROM2.",src/axi_node/src/axi_node_intf_wrap.sv; tb/ariane_testharness.sv; src/rom2/rom2.sv,connectivity_mapping; axi_node_intf_wrap; ariane_testharness; rom2,"connectivity_map_o; access_ctrl_i, priv_lvl_i; access_ctrl_reg; access_ctrl; assign connectivity_map_o[i][j]; access_ctrl derivation from access_ctrl_reg; mem[2] and mem[3]",,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_3,F-01,h19_access_control_fabric_scope,"ROM2 secure key registers are writable via AXI bus with no access control or privilege check, allowing any bus master to overwrite cryptographic keys and access-control masks.",src/rom2/rom2.sv; tb/ariane_testharness.sv,rom2; ariane_testharness,secure_reg; rom2_fuse (connected to master[ariane_soc::ROM2]); always_ff block; i_rom2 instantiation; assign rdata_o,,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_3,F-02,h19_access_control_fabric_scope,"connectivity_map generation in axi_node_intf_wrap contains a hard-coded special case granting master index 7 access when master index 6 has access for any target, potentially enabling privilege escalation.",src/axi_node/src/axi_node_intf_wrap.sv,connectivity_mapping,connectivity_map_o; assign connectivity_map_o[i][j] = access_ctrl_i[i][j][priv_lvl_i] || ((j==6) && access_ctrl_i[i][7][priv_lvl_i]);,,,,medium,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_3,F-03,h19_access_control_fabric_scope,"access_ctrl_reg bitfield extraction in the test harness may not properly constrain access for peripheral indices beyond the register width, leading to undefined or unintended permissions.",tb/ariane_testharness.sv,ariane_testharness,access_ctrl_reg; access_ctrl; logic [1:0][47:0] access_ctrl_reg;; assign access_ctrl[i][j] = access_ctrl_reg[i][4*j +: 4];,,,,medium,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_3,F-04,h19_access_control_fabric_scope,"JTAG key signal jtag_key is declared but left unconnected (undriven) in the test harness, meaning the dmi_jtag module receives an unknown/zero key, potentially disabling JTAG authentication.",tb/ariane_testharness.sv,ariane_testharness,jtag_key; jtag_key (port connection); logic [31:0] jtag_key;; .jtag_key ( jtag_key ),,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_1,F-001,h19_aes_rom2_security_scope,"ROM2 secure key storage (fuse) allows unrestricted writes from the AXI bus, enabling any bus master to overwrite AES keys, JTAG keys, and access control registers.",src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,secure_reg; key_reg_out; secure_reg write logic; axi2mem to rom2 instantiation; comment,,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_1,F-002,h19_aes_rom2_security_scope,"AES wrapper exposes the full 192-bit AES key through readable APB registers, allowing any bus master to extract the AES encryption key.",src/aes/aes_wrapper.sv; tb/ariane_peripherals.sv,aes_wrapper; ariane_peripherals,key_big; key_big assignment; APB read case for key registers; key_reg_out[0] connection,,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_2,F-001,h19_aes_rom2_security_scope,"ROM2 secure key registers are writable via AXI bus without any access control enforcement, allowing any bus master to overwrite cryptographic keys and access control configuration.",src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,"secure_reg; secure_reg write path; rom2_fuse AXI slave port, key_reg_out, jtag_key, access_ctrl_reg; secure_reg write logic; comment; key distribution",,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_2,F-002,h19_aes_rom2_security_scope,"AES encryption key is readable via the APB register interface, allowing any bus master to extract the secret key.",src/aes/aes_wrapper.sv; tb/ariane_peripherals.sv,aes_wrapper; ariane_peripherals,key_big readback via external_bus_io.rdata; key_big assignment from key_in; read side case statement; key_big assignment; AES key connection,,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_2,F-003,h19_aes_rom2_security_scope,"ROM2 secure registers are readable via AXI bus, allowing complete extraction of all stored keys (AES, JTAG, access control).",src/rom2/rom2.sv,rom2,"rdata_o read path, raddr_q, secure_reg; read path; read data output",,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_2,F-004,h19_aes_rom2_security_scope,"Access control configuration for AXI bus permissions is stored in writable ROM2 registers, allowing privilege escalation through key modification.",src/rom2/rom2.sv; tb/ariane_peripherals.sv; tb/ariane_testharness.sv; src/axi_node/src/axi_node_intf_wrap.sv,rom2; ariane_peripherals; ariane_testharness; axi_node_intf_wrap,mem initialization values for access control (indices 2 and 3); access_ctrl_reg derived from key_reg_out[2] and [3]; access_ctrl derived from access_ctrl_reg; access_ctrl_i input to axi_node; connectivity_map_o derivation from access_ctrl_i; mem initialization; access control extraction; access_ctrl unpacking; connectivity_map_o,,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_3,F-001,h19_aes_rom2_security_scope,Security-critical keys in ROM2 secure_reg are writable by any AXI bus master without access-control enforcement.,src/rom2/rom2.sv; tb/ariane_peripherals.sv; src/aes/aes_wrapper.sv,rom2; ariane_peripherals; aes_wrapper,"secure_reg; key_reg_out, jtag_key, access_ctrl_reg; key_in (AES key from key_reg_out[0]); secure_reg write logic; mem constant (fuse emulation); key_reg_out usage; Read path for AES key",,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_3,F-002,h19_aes_rom2_security_scope,AES encryption key is readable by any APB bus master through the aes_wrapper read interface.,src/aes/aes_wrapper.sv; tb/ariane_peripherals.sv,aes_wrapper; ariane_peripherals,external_bus_io.rdata (key readback); i_aes_wrapper.key_in; rdata case items 16-21,,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_1,F-001,h19_csr_privilege_scope,"umode_i input forces Machine-mode privilege, bypassing all privilege enforcement (privilege escalation backdoor).",src/csr_regfile.sv; src/ariane.sv,csr_regfile; ariane,priv_lvl_o; umode_i; assign priv_lvl_o; input logic umode_i,,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_1,F-002,h19_csr_privilege_scope,"CSR_MEPC is explicitly excluded from privilege-level access checks, allowing unprivileged read access to a Machine-mode register.",src/csr_regfile.sv; include/riscv_pkg.sv,csr_regfile; riscv (package),csr_exception_o; privilege check logic; CSR_MEPC definition,,,,medium,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_2,F001,h19_csr_privilege_scope,"Privilege escalation via `umode_i` input: when asserted, `priv_lvl_o` is unconditionally forced to Machine mode, bypassing all CSR access privilege checks.",src/csr_regfile.sv; include/riscv_pkg.sv; src/ariane.sv,csr_regfile; riscv_pkg; ariane,"priv_lvl_o, umode_i; priv_lvl_o (privilege check); assign priv_lvl_o; CSR privilege check logic; PRIV_LVL_M; umode_i input port",,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_2,F002,h19_csr_privilege_scope,CSR_MEPC privilege check bypass: the CSR access control logic unconditionally allows read/write access to CSR_MEPC regardless of current privilege level.,src/csr_regfile.sv,csr_regfile,csr_addr (CSR_MEPC); privilege check expression; CSR read for MEPC; CSR write for MEPC,,,,medium,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_3,H19-CSR-001,h19_csr_privilege_scope,Privilege check bypass for CSR_MEPC allows unauthorized access to Machine-mode exception program counter from lower privilege levels (User/Supervisor).,src/csr_regfile.sv; include/riscv_pkg.sv,csr_regfile; riscv,csr_exception_o / csr_addr.csr_decode.priv_lvl; Explicit bypass of CSR privilege check for CSR_MEPC; csr_addr_t struct definition; priv_lvl_t enum,,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_3,H19-CSR-002,h19_csr_privilege_scope,"umode_i input can force privilege level output to Machine mode, creating a potential privilege escalation path.",src/csr_regfile.sv; src/ariane.sv,csr_regfile; ariane,priv_lvl_o; umode_i; privilege level output assignment; umode_i port,,,,medium,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_3,H19-CSR-003,h19_csr_privilege_scope,"read_access_exception and update_access_exception signals are declared but never driven or used, potentially masking CSR read-access violations.",src/csr_regfile.sv,csr_regfile,"read_access_exception, update_access_exception; Signal declarations for read_access_exception and update_access_exception",,,,low,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_1,F-001,h19_debug_jtag_scope,Privilege escalation to Machine mode via JTAG umode_o signal — any authenticated JTAG user forces CPU to Machine mode,src/debug/dmi_jtag.sv; src/csr_regfile.sv,dmi_jtag; csr_regfile,umode_o; priv_lvl_o; umode_o port declaration; umode_o assignment; priv_lvl_o assignment,,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_1,F-002,h19_debug_jtag_scope,"Permanent and irreversible JTAG authentication state — once unlocked, pass_chk can never be cleared",src/debug/dmi_jtag.sv,dmi_jtag,pass_chk; pass_chk declaration; DTM_PASS password checking logic; Sequential and reset logic,,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_1,F-003,h19_debug_jtag_scope,"Writable 'fuse' ROM2 — secure keys (JTAG key, AES key, access control config) are modifiable at runtime via AXI bus",src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,secure_reg; mem constant (fuse values); always_ff write logic; axi2mem and rom2 instantiation,,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_1,F-004,h19_debug_jtag_scope,"Trivially weak 32-bit hardcoded JTAG key — publicly visible in source code, insufficient keyspace",src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,mem[1] (JTAG key); jtag_key; 192-bit ROM2 entries; jtag_key extraction,,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_1,F-005,h19_debug_jtag_scope,DMI (non-JTAG) debug path bypasses JTAG authentication entirely — direct debug access without password check,tb/ariane_testharness.sv,ariane_testharness,"debug_req_valid, debug_req, jtag_resp_valid, dmi_resp_valid; SimDTM / dmi_req; debug MUX logic; SimDTM instantiation",,,,medium,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_1,F-006,h19_debug_jtag_scope,Missing access control enforcement on ROM2 writes — no privilege-level or master-ID checking on fuse register writes,src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,secure_reg; rom2_fuse AXI slave; Write logic; ROM2 AXI connection,,,,medium,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_2,F1,h19_debug_jtag_scope,"ROM2 secure key storage allows unrestricted read/write access from any bus master — no privilege check, no authentication, no locking mechanism.",src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,"secure_reg; rdata_o; jtag_key, access_ctrl_reg, key_reg_out; secure_reg write logic; rdata_o assignment; jtag_key, access_ctrl_reg usage",,,,high,,,,,,
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_2,F2,h19_debug_jtag_scope,"DMI debug interface path (SimDTM) completely bypasses JTAG password authentication, providing unauthenticated debug access.",tb/ariane_testharness.sv; src/debug/dmi_jtag.sv,ariane_testharness; dmi_jtag,"dmi_req, debug_req, jtag_enable; pass_chk, umode_o; debug interface MUX; DTM_READ gate on pass_chk",,,,medium,,,,,,
