finding_uid,model_family,method_name,input_scope,repetition,run_id,finding_id,summary,matched_case_id,detection_match,duplicate_of_finding_uid,evidence_quality,fp_cluster_id,cluster_scoring_role,review_notes,final_answer_path
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-011,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-011,The debug module's internal status register (data_from_internal_reg) exposes CPU stall and breakpoint state unconditionally via the JTAG debug interface without any privilege or authentication guard. Any JTAG user who can select the module and issue an internal register read command can read back the CPU status register contents.,,FP,,Sufficient,FPC-0009,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-012,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-012,"The internal_reg_status (CPU stall/reset status register) in the advanced debug interface is readable and writable directly via the JTAG debug interface without any authentication or privilege check. The status_reg_wr enable signal is derived purely from JTAG-controlled signals (intreg_ld_en and reg_select_data), meaning any JTAG user can stall or unstall CPU cores via the debug interface without any access control guard.",,FP,,Sufficient,FPC-0010,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-013,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-013,"The status_reg_data signal, which carries CPU stall/reset control data into the debug status register, is derived directly from the raw JTAG shift register (data_register_i) without any CRC integrity check or authentication guard before being written to the status register via status_reg_wr.",,FP,,Sufficient,FPC-0011,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-014,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-014,"The status_reg_wr write-enable signal for the CPU stall/reset control register is derived solely from JTAG data-register contents (intreg_ld_en and reg_select_data) with no authentication, privilege, or lifecycle guard. Any JTAG actor that can assert update_dr_i with the correct opcode can directly write the CPU stall control register, including setting or clearing CPU stall for all cores.",H18-028,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-001,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-001: same run reports H18-028 again. Matched H18-028: reports unprotected JTAG/debug access path without password/authentication.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-015,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-015,"The top_inhibit_o signal from adbg_or1k_module is driven directly into adbg_top's module_inhibit without any privilege or authentication check, allowing the debug module's internal state machine to prevent the top-level from latching a new module ID. More critically, the entire advanced debug interface (JTAG-accessible CPU stall, register read/write, memory burst access) operates without any access control or privilege check beyond JTAG physical access, and the top_inhibit_o/module_inhibit mechanism can be influenced by unauthenticated JTAG commands.",H18-028,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-001,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-001: same run reports H18-028 again. Matched H18-028: reports unprotected JTAG/debug access path without password/authentication.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-016,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-016,"The adbg_or1k_status_reg module exposes cpu_stall_o (CPU stall control) and ctrl_reg_o (CPU control register) that are writable from the JTAG debug interface without any authentication or privilege check. The write-enable signal status_reg_wr is asserted purely based on JTAG TAP state (intreg_ld_en) and register select matching DBG_OR1K_INTREG_STATUS, with no access control gate. Any JTAG connection can stall, unstall, or reset CPUs.",,FP,,Sufficient,FPC-0012,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-017,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-017,"The JTAG TAP controller implements a weak, bypassable password check in the run_test_idle state that can be trivially defeated, allowing unauthorized progression to debug scan states without proper authentication.",,FP,,Sufficient,FPC-0013,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-018,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-018,"The JTAG TAP controller implements a non-standard, home-grown password authentication mechanism guarding access to debug states. The password ('pass') is initialized to the constant 0xDEADBEEF on reset and the 'passchk' flag is set combinatorially in the next-state logic block without proper sequential protection. The entire scheme is trivially bypassable: the password is a hardcoded constant, and the 'correct' counter and 'bitindex' are never reset across normal state transitions, creating logic that does not belong in a standard JTAG FSM and introduces both a false sense of security and potential state corruption.",H18-009,TP,,Sufficient,,TP,Matched H18-009: reports incorrect passchk/correct/bitindex password-checking logic.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-019,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-019,"The JTAG TAP controller implements a non-standard software password check (passchk) in the run_test_idle state before allowing DR scan access, but this check is trivially bypassable because the initial password value is set to 0xDEADBEEF on reset and the authentication counter threshold is too low, and more critically the bypass_select and all other instruction selects default to bypass_select=1 without any authentication requirement, meaning debug access is gated only by the non-standard passchk mechanism which itself has implementation weaknesses.",H18-009,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-018,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-018: same run reports H18-009 again. Matched H18-009: reports incorrect passchk/correct/bitindex password-checking logic.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-020,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-020,"The JTAG TAP controller in adbg_tap_top implements a non-standard software password check (using a 32-bit DEADBEEF token) to gate entry into the debug scan chain, but this check is implemented in a purely combinatorial always block without proper sequential enforcement. Additionally, the pass register is initialized to 0xDEADBEEF on reset and the passchk gate is trivially bypassable because correct and bitindex are not reset synchronously in the same block, and the check runs in a combinatorial block that can be manipulated. The debug interface is also always physically accessible via JTAG with no hardware lifecycle or fuse-based lockout.",H18-009,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-018,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-018: same run reports H18-009 again. Matched H18-009: reports incorrect passchk/correct/bitindex password-checking logic.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-021,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-021,"The JTAG TAP controller's debug_select signal, which gates access to the debug module (capable of CPU stall, memory read/write via AXI), is derived solely from the latched JTAG IR with no additional authentication, lifecycle, or privilege check. Any physical or logical JTAG accessor can assert debug_select by shifting in the DEBUG instruction code, granting full debug access to all CPUs and AXI memory.",,FP,,Sufficient,FPC-0014,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-022,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-022,"The JTAG debug interface (adbg_tap_top/adbg_top) exposes full CPU debug access (register read/write, stall, reset) through the debug_select_o signal with no authentication, privilege check, or hardware lifecycle lock. Any entity with physical or logical JTAG access can activate the DEBUG instruction and gain unrestricted access to CPU internals.",H18-028,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-001,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-001: same run reports H18-028 again. Matched H18-028: reports unprotected JTAG/debug access path without password/authentication.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-023,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-023,"The JTAG TAP controller implements a weak software-based 'password' check using a hardcoded 32-bit constant (0xDEADBEEF) to gate transitions from run-test-idle to the DR scan path. The password is stored in a register initialized at reset, the comparison is purely combinatorial with a trivially enumerable 32-bit value, and the bitindex counter is never bounded, creating both a predictable bypass condition and a potential counter overflow. More critically, the check can be bypassed entirely because the `passchk` flag is only cleared in `STATE_test_logic_reset` and the state machine can be forced back to test_logic_reset via TMS without resetting the `correct` counter, meaning partial progress is not cleared on soft reset paths. Additionally, no hardware lifecycle/fuse/OTP guard exists around the JTAG interface.",H18-009,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-018,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-018: same run reports H18-009 again. Matched H18-009: reports incorrect passchk/correct/bitindex password-checking logic.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-024,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-024,"The JTAG TAP controller in adbg_tap_top exposes debug, MBIST, and boundary-scan access with no authentication or privilege guard beyond the standard JTAG state machine. The extest_select signal (and companion selects for debug, mbist, sample_preload) is driven purely by the latched instruction register value, which is loaded from any JTAG shift operation with no lock, fuse, lifecycle, or authentication check. There is also a residual debug artifact: the TAP FSM reset sequence stores a hardcoded sentinel value (32'hDEADBEEF) into a register named 'pass' with no apparent functional purpose, suggesting a debug backdoor or leftover test hook.",H18-028,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-001,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-001: same run reports H18-028 again. Matched H18-028: reports unprotected JTAG/debug access path without password/authentication.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-025,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-025,"The JTAG TAP FSM implements a custom software-based password check using a hardcoded password value (0xDEADBEEF stored in 'pass') to gate debug access, but this check is implemented entirely in combinational/behavioral RTL with a trivially bypassable counter scheme. The password is initialized to a hardcoded constant, the check logic is flawed, and the debug interface provides unrestricted JTAG access once the TAP state machine is navigated correctly.",H18-028,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-001,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-001: same run reports H18-028 again. Matched H18-028: reports unprotected JTAG/debug access path without password/authentication.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-026,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-026,"The JTAG TAP FSM in adbg_tap_top implements a non-standard software password check ('pass' register initialized to 0xDEADBEEF on reset) that gates the transition from STATE_run_test_idle to STATE_select_dr_scan. This constitutes a weak, bypassable, and security-irrelevant obfuscation mechanism embedded in JTAG debug hardware, rather than a proper hardware privilege/permission guard.",,FP,,Sufficient,FPC-0015,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-027,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-027,"The JTAG TAP controller in adbg_tap_top implements a non-standard password/authentication mechanism using hardcoded values (pass = 32'hDEADBEEF) and a trivially bypassable gate (correct >= 32'h0001_FFFF) embedded in the combinational FSM, which can be defeated by simply observing or replaying TDI bits, and the 'correct' counter is never reset between authentication attempts, making the mechanism insecure and easily bypassed.",,FP,,Sufficient,FPC-0016,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-028,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-028,"The JTAG TAP controller in adbg_tap_top implements a non-standard, bypassable password check (using signals 'pass', 'passchk', 'correct', 'bitindex') to gate access to the debug scan chain. This scheme is cryptographically weak, initialized to a hardcoded constant (0xDEADBEEF) on reset, and can be bypassed by satisfying a trivially observable counter threshold, enabling unauthorized access to the full debug interface.",H18-009,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-018,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-018: same run reports H18-009 again. Matched H18-009: reports incorrect passchk/correct/bitindex password-checking logic.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-029,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1,F-029,"The JTAG TAP controller in adbg_tap_top implements a custom password-based access gate using signals 'passchk', 'pass', 'correct', and 'bitindex'. The password is initialized to the hardcoded constant 0xDEADBEEF on reset, and the authentication logic is trivially bypassable: the counter 'correct' only needs to reach 0x0001FFFF (131071) to set passchk=1, regardless of whether the actual TDI bits matched the password. Furthermore, the password value is a well-known constant, and the check logic is implemented in a purely combinatorial always block that uses non-blocking-style reg updates, making the protection semantically weak and architecturally unsound.",H18-009,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-018,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-018: same run reports H18-009 again. Matched H18-009: reports incorrect passchk/correct/bitindex password-checking logic.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__debug_jtag_scope\rep_1\final_answer.json
