fp_cluster_id,model_family,method_name,input_scope,repetition,fp_count,representative_finding_uid,claimed_files,claimed_modules,claimed_signals_or_registers,example_summaries
FPC-0011,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-013,ips/adv_dbg_if/rtl/adbg_or1k_module.sv; ips/adv_dbg_if/rtl/adbg_or1k_status_reg.sv,adbg_or1k_module; adbg_or1k_status_reg,STATE_Rbegin; address_data_in; trstn_i; bp_i,"The status_reg_data signal, which carries CPU stall/reset control data into the debug status register, is derived directly from the raw JTAG shift register (data_register_i) without any CRC integrity check or authentication guard before being written to the status register via status_reg_wr."
FPC-0012,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-016,ips/adv_dbg_if/rtl/adbg_or1k_module.sv; ips/adv_dbg_if/rtl/adbg_or1k_status_reg.sv; ips/adv_dbg_if/rtl/adv_dbg_if.sv,adbg_or1k_module; adbg_or1k_status_reg; adv_dbg_if,DBG_OR1K_INTREG_STATUS; bp_i; trstn_pad_i; STATE_idle,"The adbg_or1k_status_reg module exposes cpu_stall_o (CPU stall control) and ctrl_reg_o (CPU control register) that are writable from the JTAG debug interface without any authentication or privilege check. The write-enable signal status_reg_wr is asserted purely based on JTAG TAP state (intreg_ld_en) and register select matching DBG_OR1K_INTREG_STATUS, with no access control gate. Any JTAG connection can stall, unstall, or reset CPUs."
FPC-0013,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-017,ips/adv_dbg_if/rtl/adbg_tap_top.v; ips/adv_dbg_if/rtl/adv_dbg_if.sv; ips/adv_dbg_if/rtl/adbg_top.sv,adbg_tap_top; adv_dbg_if; adbg_top,STATE_capture_dr; bs_chain_tdo_i; s_tdi; tdi_i,"The JTAG TAP controller implements a weak, bypassable password check in the run_test_idle state that can be trivially defeated, allowing unauthorized progression to debug scan states without proper authentication."
FPC-0014,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-021,ips/adv_dbg_if/rtl/adbg_tap_top.v; ips/adv_dbg_if/rtl/adv_dbg_if.sv; ips/adv_dbg_if/rtl/adbg_top.sv,adbg_tap_top; adv_dbg_if; adbg_top,tdo_mux_out; IDCODE; continuous_assign:184; s_debug_select; debug_select_i; state_update:231,"The JTAG TAP controller's debug_select signal, which gates access to the debug module (capable of CPU stall, memory read/write via AXI), is derived solely from the latched JTAG IR with no additional authentication, lifecycle, or privilege check. Any physical or logical JTAG accessor can assert debug_select by shifting in the DEBUG instruction code, granting full debug access to all CPUs and AXI memory."
FPC-0015,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-026,ips/adv_dbg_if/rtl/adbg_tap_top.v,adbg_tap_top,STATE_test_logic_reset; IDCODE; tdo_mux_out,"The JTAG TAP FSM in adbg_tap_top implements a non-standard software password check ('pass' register initialized to 0xDEADBEEF on reset) that gates the transition from STATE_run_test_idle to STATE_select_dr_scan. This constitutes a weak, bypassable, and security-irrelevant obfuscation mechanism embedded in JTAG debug hardware, rather than a proper hardware privilege/permission guard."
FPC-0016,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-027,ips/adv_dbg_if/rtl/adbg_tap_top.v; ips/adv_dbg_if/rtl/adv_dbg_if.sv,adbg_tap_top; adv_dbg_if,STATE_capture_dr; bypass_select; s_tdi,"The JTAG TAP controller in adbg_tap_top implements a non-standard password/authentication mechanism using hardcoded values (pass = 32'hDEADBEEF) and a trivially bypassable gate (correct >= 32'h0001_FFFF) embedded in the combinational FSM, which can be defeated by simply observing or replaying TDI bits, and the 'correct' counter is never reset between authentication attempts, making the mechanism insecure and easily bypassed."
FPC-0017,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-030,ips/adv_dbg_if/rtl/adbg_tap_top.v; ips/adv_dbg_if/rtl/adv_dbg_if.sv,adbg_tap_top; adv_dbg_if,STATE_capture_dr; continuous_assign:182; s_run_test_idle,"The JTAG TAP controller implements a non-standard password/authentication gate on the run_test_idle state that is trivially bypassable: the password check uses a hardcoded secret (0xDEADBEEF), is implemented in combinational logic that reads a shared 'correct' counter, and the counter threshold (0x0001_FFFF) can be reached by simply clocking the JTAG interface without presenting any secret, effectively allowing any attacker with JTAG clock access to bypass the guard and enter the debug scan states."
FPC-0018,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,2,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-031,ips/adv_dbg_if/rtl/adbg_tap_top.v; ips/adv_dbg_if/rtl/adv_dbg_if.sv,adbg_tap_top; adv_dbg_if,TAP_state; cluster_tap_i; s_test_logic_reset,"The JTAG TAP controller in adbg_tap_top implements a non-standard password check gate on the run_test_idle state transition that can be bypassed, and the password itself is hardcoded as 0xDEADBEEF. Additionally, the `passchk` flag that gates debug access is a combinatorial register reset by entering test_logic_reset state, meaning it can be cleared by normal JTAG sequences. The entire scheme is a security-through-obscurity mechanism that provides no real access control.
---
The JTAG TAP controller implements a non-standard password/gate mechanism in the run_test_idle state that can be bypassed, and the password check is based on a hardcoded value (0xDEADBEEF) stored in an observable signal. Additionally, the password counter logic is implemented in a combinatorial always block alongside state transitions, creating a weak authentication scheme that provides no real security."
FPC-0019,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,2,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-034,ips/adv_dbg_if/rtl/adbg_or1k_status_reg.sv; ips/adv_dbg_if/rtl/adbg_top.sv; ips/adv_dbg_if/rtl/adbg_or1k_module.sv; ips/adv_dbg_if/rtl/adv_dbg_if.sv,adbg_or1k_status_reg; adbg_top; adbg_or1k_module; adv_dbg_if,bp_i; i_dbg_cpu_or1k; or1k_statusreg_i; dbg_module_i,"The AXI reset signal (axi_aresetn) is routed directly as cpu_rstn_i to the CPU debug stall/status register, allowing an AXI bus reset to clear the CPU stall state set by the debug host, potentially releasing a stalled CPU without authorization.
---
The AXI bus reset signal (axi_aresetn) is used as the CPU reset (cpu_rstn_i) for the debug status register, causing debug stall/control state to be cleared on any AXI bus reset, potentially releasing a CPU stall prematurely or allowing reset of debug protection state via bus reset."
FPC-0020,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-035,ips/adv_dbg_if/rtl/adbg_top.sv; ips/adv_dbg_if/rtl/adbg_tap_top.v; ips/adv_dbg_if/rtl/adv_dbg_if.sv,adbg_top; adbg_tap_top; adv_dbg_if,continuous_assign:307; module_id_in; procedural_assign:531; dbg_module_i,"The TDO output MUX in adbg_top selects between tdo_axi and tdo_cpu based solely on module_id_reg with no guard for debug_select_i, allowing sensitive debug data from AXI or CPU debug modules to be driven onto tdo_o even when the debug TAP instruction is not active."
FPC-0021,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-037,rtl/pulpissimo/jtag_tap_top.sv; rtl/pulpissimo/safe_domain.sv; rtl/pulpissimo/soc_domain.sv,jtag_tap_top; safe_domain; soc_domain,state_update:115; continuous_assign:538; jtag_tap_top_i; dbg_axi_scan_in_o; axireg_tdi_o; jtag_axireg_tdi_i,"The JTAG TAP reset signal (s_jtag_rstn) is derived directly from the external jtag_trst_ni pin without any AND with the system reset or any authentication/permission guard, allowing an attacker with physical JTAG access to independently control the TAP reset and subsequently drive the debug AXI scan path (dbg_axi_scan_in_o) into the SoC without any privilege check."
FPC-0022,claude_sonnet_4-6,ours_chain_context,h18_debug_jtag_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_debug_jtag_scope:rep_1:F-041,rtl/pulpissimo/safe_domain.sv; rtl/pulpissimo/jtag_tap_top.sv,safe_domain; jtag_tap_top,i; dbg_axi_scan_in_o; state_update:115,"The JTAG reset signal s_jtag_rstn is derived directly from the external jtag_trst_ni input with no synchronization, gating, or authentication guard. An attacker with physical access to the JTAG pins can assert trst_ni to reset the JTAG TAP at will, and the raw external input is passed straight through to the TAP controller without any protection mechanism."
FPC-0023,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-002,ips/apb_interrupt_cntrl/apb_interrupt_cntrl.sv; ips/pulp_soc/rtl/fc/fc_subsystem.sv; ips/zero-riscy/zeroriscy_core.sv,apb_interrupt_cntrl; fc_subsystem; zeroriscy_core,core_clock_en_o; fc_eu_i; lFC_CORE; clock_en_i,"core_clock_en_o is hardwired to 1'b1 in apb_interrupt_cntrl, permanently enabling the CPU core clock with no gating mechanism, bypassing any power or security control over clock enablement."
FPC-0024,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-008,ips/pulp_soc/rtl/fc/fc_subsystem.sv; ips/zero-riscy/zeroriscy_core.sv; ips/apb_interrupt_cntrl/apb_interrupt_cntrl.sv,fc_subsystem; zeroriscy_core; apb_interrupt_cntrl,fc_eu_i; lFC_CORE; i_fc_hwpe; test_en_i; test_mode_i,"The test_mode_i/test_en_i signal propagates without any guard or authentication check to security-sensitive modules including the interrupt controller, CPU core, and hardware accelerator, enabling scan/test-mode bypass of normal operational security controls."
FPC-0025,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-010,ips/zero-riscy/zeroriscy_debug_unit.sv; ips/pulp_soc/rtl/fc/fc_subsystem.sv,zeroriscy_debug_unit; fc_subsystem,DBG_SETS_EBRK; debug_addr,"Debug registers in address range 6'b10_0000 (RD_DBGS) are readable without requiring the core to be halted, allowing sensitive debug state readback while the CPU is running."
FPC-0026,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-012,ips/zero-riscy/zeroriscy_debug_unit.sv; ips/pulp_soc/rtl/fc/fc_subsystem.sv; ips/zero-riscy/zeroriscy_core.sv,zeroriscy_debug_unit; fc_subsystem; zeroriscy_core,rdata_sel_q; csr_rdata_i; lFC_CORE; debug_rdata_o; state_update:426,"The debug_rdata_o output in zeroriscy_debug_unit exposes CPU register file contents (GPR) and CSR values unconditionally through the debug interface without any privilege/authentication check, and this data is directly connected to the fc_subsystem debug_rdata output port which is externally accessible."
FPC-0027,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,2,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-015,ips/zero-riscy/zeroriscy_debug_unit.sv; ips/pulp_soc/rtl/fc/fc_subsystem.sv; ips/zero-riscy/zeroriscy_core.sv,zeroriscy_debug_unit; fc_subsystem; zeroriscy_core,DBG_SETS_EBRK; debug_wdata; debug_addr_i; debug_we; debug_halted_o,"Debug register writes to DBG_CTRL (halt/resume/single-step settings) and DBG_IE (exception break settings) are accessible without requiring the core to be halted, allowing an attacker with debug bus access to modify sensitive debug control settings while the core is running.
---
Debug write access to debug control registers (DBG_CTRL, DBG_HIT, DBG_IE) in zeroriscy_debug_unit is permitted without requiring the core to be halted, allowing an active (non-halted) core's debug settings, halt/resume state, and single-step configuration to be manipulated through the debug interface."
FPC-0028,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,3,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-022,ips/zero-riscy/zeroriscy_controller.sv,zeroriscy_controller,BOOT_SET; DECODE; FLUSH; irq_enable_int; PC_DBG_NPC,"The SLEEP state wakes up the core on any raw IRQ signal (irq_i) without checking interrupt enable (m_IE_i / irq_enable_int), allowing an interrupt to wake and resume execution even when interrupts are masked by the MIE CSR bit.
---
The SLEEP state wakes the CPU on any raw interrupt signal (irq_i) without checking whether interrupts are enabled (irq_enable_int / m_IE_i), bypassing the machine-mode interrupt-enable guard that is enforced in all other states.
---
IRQ taken from SLEEP state without checking interrupt-enable bit (m_IE_i/irq_enable_int), allowing any interrupt to wake the core regardless of the software-controlled interrupt-enable state."
FPC-0029,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-023,ips/zero-riscy/zeroriscy_controller.sv; ips/zero-riscy/zeroriscy_debug_unit.sv; ips/zero-riscy/zeroriscy_core.sv,zeroriscy_controller; zeroriscy_debug_unit,BOOT_SET; DBG_WAIT; PC_DBG_NPC; dbg_req_o,"The zeroriscy_controller FSM allows a debug request (dbg_req_i) to transition the processor to DBG_SIGNAL state directly from RESET, before fetch_enable has been asserted and before any privilege or boot authentication check is performed. Additionally, in the SLEEP state, a debug request unconditionally overrides normal interrupt-wake logic without any privilege gating."
FPC-0030,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,2,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-028,ips/zero-riscy/zeroriscy_controller.sv; ips/zero-riscy/zeroriscy_debug_unit.sv,zeroriscy_controller; zeroriscy_debug_unit,DBG_SETS_ECALL; FLUSH; BOOT_SET; DBG_SETS_SSTE; DBG_CAUSE_HALT; DBG_WAIT; DBG_SETS_EBRK; branch_in_id_i,"ebreak instruction unconditionally sets dbg_trap_o=1 without checking any debug permission/settings bit, allowing any unprivileged ebreak to trigger a debug trap regardless of debug configuration.
---
ebreak instruction unconditionally forces dbg_trap_o to 1, bypassing the debug settings register check that gates all other debug trap conditions"
FPC-0031,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-029,ips/zero-riscy/zeroriscy_controller.sv; ips/zero-riscy/zeroriscy_debug_unit.sv; ips/zero-riscy/zeroriscy_core.sv,zeroriscy_controller; zeroriscy_debug_unit,PC_DBG_NPC; BOOT_SET; DBG_WAIT; dbg_req_o; EXC_PC_IRQ,"The debug unit can redirect processor execution (via dbg_jump_req_i / PC_DBG_NPC) and halt the pipeline (via halt_id_o) without any privilege-level or authentication check. The debug interface accepts external debug_req_i and debug_halt_i inputs directly, and the controller FSM acts on dbg_req_i unconditionally—including from the RESET state before fetch_enable is asserted."
FPC-0032,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-033,ips/apb_interrupt_cntrl/apb_interrupt_cntrl.sv; ips/pulp_soc/rtl/fc/fc_subsystem.sv; ips/zero-riscy/zeroriscy_core.sv,apb_interrupt_cntrl; zeroriscy_core; fc_subsystem,rst_ni; debug_req_i; debug_req,"The apb_interrupt_cntrl module unconditionally hardwires core_clock_en_o and fetch_en_o to 1'b1, and core_secure_mode_i is hardwired to 1'b0 at the instantiation site, eliminating all security-mode-based fetch and clock gating controls."
FPC-0033,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-041,ips/zero-riscy/zeroriscy_controller.sv; ips/zero-riscy/zeroriscy_cs_registers.sv; ips/zero-riscy/zeroriscy_core.sv,zeroriscy_controller; zeroriscy_cs_registers,ctrl_fsm_cs; branch_in_id_i; csr_save_cause_i,"csr_save_cause_o is unconditionally reset to 0 at the top of the always_comb FSM block without any privilege or lock check, meaning the signal that gates CSR exception-cause saves can be cleared regardless of current privilege state or any authentication condition."
FPC-0034,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-042,ips/zero-riscy/zeroriscy_controller.sv; ips/zero-riscy/zeroriscy_cs_registers.sv; ips/zero-riscy/zeroriscy_core.sv,zeroriscy_controller; zeroriscy_cs_registers; zeroriscy_core,ctrl_fsm_cs; branch_in_id_i; csr_save_if_i; csr_save_if,"csr_save_if is asserted by the debug request path in zeroriscy_controller without verifying privilege level or any authorization guard, allowing a debug unit to trigger CSR exception-state saves from the IF stage unconditionally."
FPC-0035,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,3,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-058,ips/zero-riscy/zeroriscy_debug_unit.sv; ips/zero-riscy/zeroriscy_controller.sv; ips/pulp_soc/rtl/fc/fc_subsystem.sv; ips/zero-riscy/zeroriscy_core.sv,zeroriscy_debug_unit; zeroriscy_controller; zeroriscy_core,DBG_SETS_EBRK; DBG_SETS_SSTE; DBG_SETS_ECALL; FIRST; DBG_CAUSE_HALT; RD_CSR; SECOND; CSR_OP_NONE,"The debug unit's DBG_SETS_SSTE (single-step) setting register and other debug trap settings are writable without verifying that the core is halted, allowing an external debug interface to modify debug behavior settings while the core is actively running.
---
Debug write data (debug_wdata_i) can modify certain debug settings registers without requiring the core to be halted, allowing an attacker with debug interface access to alter debug behavior while the CPU is running.
---
The debug interface (debug_we_i / debug_wdata_i) allows write access to certain debug control registers and settings without requiring the core to be halted, and grants access unconditionally in some paths even when the write is invalid."
FPC-0036,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-059,ips/zero-riscy/zeroriscy_debug_unit.sv; ips/zero-riscy/zeroriscy_controller.sv,zeroriscy_debug_unit; zeroriscy_controller,DBG_CAUSE_HALT; DBG_WAIT; FIRST; DBG_SETS_EBRK; PC_DBG_NPC,"The debug unit can be resumed from HALT_REQ state (before the core has fully halted and acknowledged) via the external debug_resume_i signal, potentially bypassing the halted-state protection and allowing the core to resume without proper debug acknowledgment."
FPC-0037,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,2,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-063,ips/zero-riscy/zeroriscy_debug_unit.sv; ips/zero-riscy/zeroriscy_core.sv,zeroriscy_debug_unit; zeroriscy_core,DBG_CAUSE_HALT; FIRST; debug_halt_i; RD_CSR; DBG_SETS_EBRK; debug_addr_i,"The debug halt signal (debug_halt_i) directly triggers a halt request on the processor without any authentication, privilege, or lifecycle guard check. Any entity that can assert this input can halt the CPU unconditionally.
---
Debug halt can be triggered from the RUNNING state via the external `debug_halt_i` pin without any authentication or privilege check, allowing an attacker with access to the debug interface pins to halt the CPU core unconditionally."
FPC-0038,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-079,ips/zero-riscy/zeroriscy_controller.sv; ips/zero-riscy/zeroriscy_cs_registers.sv,zeroriscy_controller; zeroriscy_cs_registers,procedural_assign:433; ctrl_fsm_cs; csr_restore_mret_i; branch_in_id_i,"The MRET instruction handler in zeroriscy_controller asserts csr_restore_mret_id_o unconditionally based solely on mret_insn_i being decoded, without verifying the current privilege level or any authorization check. This allows the CSR mret restore path to be triggered from any privilege context, potentially enabling privilege escalation by restoring machine-mode CSR state (mepc, mstatus.MIE from MPIE) without a legitimate prior exception entry."
FPC-0039,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-103,ips/zero-riscy/zeroriscy_decoder.sv; ips/zero-riscy/zeroriscy_core.sv; ips/zero-riscy/zeroriscy_cs_registers.sv,zeroriscy_decoder; zeroriscy_cs_registers,CSR_OP_NONE; ALU_SLTU; csr_rdata_o,"csr_access_o is not deasserted when deassert_we_i is active, unlike other write-enabling signals, allowing CSR access to proceed during stalls or pipeline flushes."
FPC-0040,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-105,ips/zero-riscy/zeroriscy_decoder.sv; ips/zero-riscy/zeroriscy_id_stage.sv,zeroriscy_decoder; zeroriscy_id_stage,CSR_OP_NONE; ALU_SLTU; CSR_OP_CLEAR; RF_LSU,"The CSR access path in zeroriscy_decoder suppresses csr_op via deassert_we but does not suppress csr_access_o, allowing a stalled or flushed CSR instruction to still assert csr_access_o while csr_op_o is forced to CSR_OP_NONE, creating an inconsistent permission state that could be exploited or cause unintended CSR side effects."
FPC-0041,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-107,ips/zero-riscy/zeroriscy_controller.sv; ips/zero-riscy/zeroriscy_decoder.sv,zeroriscy_controller; zeroriscy_decoder,FLUSH; ALU_SLTU; branch_in_id_i; CSR_OP_NONE,"The csr_status_i signal (indicating a CSR status instruction) is used in the controller's DECODE state to unconditionally trigger a pipeline FLUSH without any privilege or permission check, allowing any instruction-level manipulation of CSR status registers without authorization guards."
